x,y,z,id,code,section_id,name,status,terminal,length,section_offset,tags,reverse_section,terminal_node
462405.73064131313,145363.01175427093,0,9,9,166,,OP,0,8,10.811600307471052,,0,0
479972.97041856387,152035.7368631479,0,11,11,2539,,OP,0,8,42.172970004155296,,0,0
459489.1695197158,145645.9963784701,0,12,12,5756,,OP,0,8,41.01297482439337,,0,0
469144.6535245323,143759.56430241687,0,13,13,3081,,OP,0,8,13.651639621342872,,0,0
459205.546665778,145722.85414625285,0,16,16,3572,,OP,0,8,67.71896331137636,,0,0
459612.62313687475,147261.24840437766,0,18,18,5474,,OP,0,8,23.375718192681877,,0,0
472723.64139719674,146577.65973796695,0,19,19,2302,,OP,0,8,14.089741984093017,,0,0
459612.62313687475,147261.24840437766,0,23,23,5288,,OP,0,8,23.375718192681877,,0,0
481701.1703253636,152696.03494416998,0,25,25,3311,,OP,0,8,40.97779753454574,,0,0
