shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
79,73367,163722,MORTON STREET,2,56,53944,53938,B,2,1650,23.6592,41015,0,41412,23.6592,0,1,1,0,53938,53944,0,0,MORTON STREET,BSR0487,NULL,NULL,0,1,5,0,0.420048,0,0,0.08401,0,35,825,2,2,2,2,2,2,2,2,0.036009,0.036583,0.036013,0.036056,0.036138,0.036012,0.036008,0.036005,0.036015,0.036194,0.036012,0.036025,0.036113,0.036011,0.036007,0.036004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4980800,49808,0,3,0,0,0,0,5,70,0.420048,0.08401,0.036004,0.036004,0.036004,0.036004,0.036004,0.036004,0.036004,0.036004,35,35,35,35,35,35,35,35,0.045011,0.045729,0.045016,0.04507,0.045173,0.045015,0.04501,0.045006,0.036009,0.036583,0.036013,0.036056,0.036138,0.036012,0.036008,0.036005,4,4,B,163721,MORTON STREET,2,56,53944,53938,B,2,1650,41015,53944,53938,53944/53938,41015,0.021002,53938,53944,53938/53944,53944/53938
80,73368,163723,MORTON STREET,2,56,53947,53945,B,2,1650,12.9325,41016,0,41413,12.9325,0,1,1,0,53945,53947,0,0,MORTON STREET,BSR0487,NULL,NULL,0,1,5,0,0.483845,0,0,0.096769,0,35,825,2,2,2,2,2,2,2,2,0.041478,0.042139,0.041483,0.041532,0.041626,0.041481,0.041476,0.041473,0.041485,0.041691,0.041481,0.041496,0.041598,0.041481,0.041476,0.041473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4983400,49834,0,3,0,0,0,0,5,70,0.483845,0.096769,0.041472,0.041472,0.041472,0.041472,0.041472,0.041472,0.041472,0.041472,35,35,35,35,35,35,35,35,0.051847,0.052674,0.051854,0.051915,0.052033,0.051851,0.051845,0.051841,0.041478,0.042139,0.041483,0.041532,0.041626,0.041481,0.041476,0.041473,4,4,B,163722,MORTON STREET,2,56,53947,53945,B,2,1650,41016,53947,53945,53947/53945,41016,0.024192,53945,53947,53945/53947,53947/53945
81,73889,164244,MORTON STREET,2,89,53934,53933,B,2,2500,15.1704,61902,0,62801,15.1704,0,1,1,0,53933,53934,0,0,MORTON STREET,203,COMPLETE STS,NULL,0,1,2,0,0.269334,0,0,0.01,0,55,1250,2,2,2,2,2,2,2,2,0.014728,0.015172,0.01472,0.014728,0.015151,0.014728,0.014696,0.014692,0.014734,0.015081,0.014721,0.01472,0.015113,0.014728,0.014696,0.014692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,5725.62975,5811.92847,23788,1,1.514029,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,2,SR,5716600,57166,0,2,0,0,0,0,3,70,0.269334,0.01,0.014691,0.014691,0.014691,0.014691,0.014691,0.014691,0.014691,0.014691,55,55,55,55,55,55,55,55,0.015503,0.015971,0.015495,0.015503,0.015948,0.015503,0.015469,0.015465,0.014728,0.015172,0.01472,0.014728,0.015151,0.014728,0.014696,0.014692,3,3,B,164243,MORTON STREET,2,89,53934,53933,B,2,2500,61902,53934,53933,53934/53933,61902,0.013467,53933,53934,53933/53934,53934/53933
82,73369,163724,MORTON STREET,2,56,53950,53947,B,2,1650,115.139,41017,0,41414,115.139,0,1,1,0,53947,53950,0,0,MORTON STREET,BSR0487,NULL,NULL,0,1,5,0,1.754071,0,0,0.350814,0,35,825,2,2,2,2,2,2,2,2,0.150371,0.152765,0.150387,0.150566,0.150907,0.150381,0.150363,0.150351,0.150396,0.15114,0.150381,0.150435,0.150804,0.150379,0.15036,0.150351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5857800,58578,0,3,0,0,0,0,5,70,1.754071,0.350814,0.150349,0.150349,0.150349,0.150349,0.150349,0.150349,0.150349,0.150349,35,35,35,35,35,35,35,35,0.187964,0.190956,0.187984,0.188208,0.188634,0.187976,0.187954,0.187939,0.150371,0.152765,0.150387,0.150566,0.150907,0.150381,0.150363,0.150351,4,4,B,163723,MORTON STREET,2,56,53950,53947,B,2,1650,41017,53950,53947,53950/53947,41017,0.087704,53947,53950,53947/53950,53950/53947
83,73370,163725,MORTON STREET,2,56,53951,53950,B,2,1650,66.9709,41018,0,41415,66.9709,0,1,1,0,53950,53951,0,0,MORTON STREET,BSR0487,NULL,NULL,0,1,5,0,1.157138,0,0,0.231428,0,35,825,2,2,2,2,2,2,2,2,0.099198,0.100777,0.099208,0.099326,0.099551,0.099205,0.099193,0.099185,0.099214,0.099705,0.099204,0.09924,0.099483,0.099203,0.099191,0.099184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4988800,49888,0,3,0,0,0,0,5,70,1.157138,0.231428,0.099183,0.099183,0.099183,0.099183,0.099183,0.099183,0.099183,0.099183,35,35,35,35,35,35,35,35,0.123997,0.125971,0.12401,0.124157,0.124439,0.124006,0.123991,0.123981,0.099198,0.100777,0.099208,0.099326,0.099551,0.099205,0.099193,0.099185,4,4,B,163724,MORTON STREET,2,56,53951,53950,B,2,1650,41018,53951,53950,53951/53950,41018,0.057857,53950,53951,53950/53951,53951/53950
84,52538,140973,CANTON AVENUE,1,48,52258,52257,C,2,775,14.149,61551,0,62447,14.149,0,1,1,0,52257,52258,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,0.498965,0,0,0.124741,0,30,775,1,1,1,1,1,1,1,1,0.049896,0.049901,0.049897,0.0499,0.049898,0.049897,0.049896,0.049896,0.049896,0.049897,0.049896,0.049899,0.049907,0.049897,0.049896,0.049896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,63.82293,171.957004,591,1,0.724579,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25071100,250711,0,3,0,0,0,0,8,70,0.498965,0.124741,0.049896,0.049896,0.049896,0.049896,0.049896,0.049896,0.049896,0.049896,30,30,30,30,30,30,30,30,0.07128,0.071287,0.071281,0.071286,0.071283,0.071281,0.07128,0.07128,0.049896,0.049901,0.049897,0.0499,0.049898,0.049897,0.049896,0.049896,5,5,C,140972,CANTON AVENUE,1,48,52258,52257,C,2,775,61551,52258,52257,52258/52257,61551,0.024948,52257,52258,52257/52258,52258/52257
85,52539,140974,CANTON AVENUE,1,48,52259,52258,C,2,775,87.52,61552,0,62448,87.52,0,1,1,0,52258,52259,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,1.410808,0,0,0.352702,0,30,775,1,1,1,1,1,1,1,1,0.141081,0.141093,0.141081,0.14109,0.141086,0.141082,0.141081,0.141081,0.141081,0.141081,0.141081,0.141088,0.14111,0.141081,0.141081,0.141081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,63.82293,171.957004,591,1,0.724579,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25070300,250703,0,3,0,0,0,0,8,70,1.410808,0.352702,0.141081,0.141081,0.141081,0.141081,0.141081,0.141081,0.141081,0.141081,30,30,30,30,30,30,30,30,0.201544,0.201561,0.201544,0.201557,0.201551,0.201546,0.201544,0.201544,0.141081,0.141093,0.141081,0.14109,0.141086,0.141082,0.141081,0.141081,5,5,C,140973,CANTON AVENUE,1,48,52259,52258,C,2,775,61552,52259,52258,52259/52258,61552,0.07054,52258,52259,52258/52259,52259/52258
86,52540,140975,CANTON AVENUE,1,48,52271,52264,C,2,775,51.6004,61553,0,62449,51.6004,0,1,1,0,52264,52271,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,0.962471,0,0,0.240618,0,30,775,1,1,1,1,1,1,1,1,0.096247,0.096255,0.096247,0.096254,0.096251,0.096248,0.096247,0.096247,0.096247,0.096247,0.096247,0.096252,0.096267,0.096248,0.096247,0.096247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,63.82293,171.957004,591,1,0.724579,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25066701,250667,0,3,0,0,0,0,8,70,0.962471,0.240618,0.096247,0.096247,0.096247,0.096247,0.096247,0.096247,0.096247,0.096247,30,30,30,30,30,30,30,30,0.137496,0.137507,0.137496,0.137506,0.137501,0.137497,0.137496,0.137496,0.096247,0.096255,0.096247,0.096254,0.096251,0.096248,0.096247,0.096247,5,5,C,140974,CANTON AVENUE,1,48,52271,52264,C,2,775,61553,52271,52264,52271/52264,61553,0.048124,52264,52271,52264/52271,52271/52264
87,52541,140976,CANTON AVENUE,1,48,52264,52259,C,2,775,59.4234,61554,0,62450,59.4234,0,1,1,0,52259,52264,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,1.056665,0,0,0.264166,0,30,775,1,1,1,1,1,1,1,1,0.105667,0.105675,0.105667,0.105674,0.10567,0.105668,0.105667,0.105667,0.105667,0.105667,0.105667,0.105672,0.105689,0.105667,0.105667,0.105667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,63.82293,171.957004,591,1,0.724579,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25066700,250667,0,3,0,0,0,0,8,70,1.056665,0.264166,0.105667,0.105667,0.105667,0.105667,0.105667,0.105667,0.105667,0.105667,30,30,30,30,30,30,30,30,0.150953,0.150964,0.150953,0.150963,0.150957,0.150954,0.150953,0.150953,0.105667,0.105675,0.105667,0.105674,0.10567,0.105668,0.105667,0.105667,5,5,C,140975,CANTON AVENUE,1,48,52264,52259,C,2,775,61554,52264,52259,52264/52259,61554,0.052833,52259,52264,52259/52264,52264/52259
88,52542,140977,CANTON AVENUE,1,48,52342,52341,C,2,775,36.7761,61555,0,62451,36.7761,0,1,1,0,52341,52342,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,0.77861,0,0,0.194653,0,30,775,1,1,1,1,1,1,1,1,0.077861,0.077878,0.077862,0.077875,0.077874,0.077867,0.077861,0.077861,0.077861,0.077863,0.077861,0.077872,0.077907,0.077864,0.077861,0.077861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,146.974567,294.227217,1118,1,0.728734,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25184800,251848,0,3,0,0,0,0,8,70,0.77861,0.194653,0.077861,0.077861,0.077861,0.077861,0.077861,0.077861,0.077861,0.077861,30,30,30,30,30,30,30,30,0.11123,0.111254,0.111231,0.11125,0.111249,0.111239,0.11123,0.11123,0.077861,0.077878,0.077862,0.077875,0.077874,0.077867,0.077861,0.077861,5,5,C,140976,CANTON AVENUE,1,48,52342,52341,C,2,775,61555,52342,52341,52342/52341,61555,0.038931,52341,52342,52341/52342,52342/52341
89,52543,140978,CANTON AVENUE,1,48,52272,52342,C,2,775,19.8256,61556,0,62452,19.8256,0,1,1,0,52342,52272,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,0.569514,0,0,0.142378,0,30,775,1,1,1,1,1,1,1,1,0.056951,0.056964,0.056952,0.056962,0.056961,0.056955,0.056951,0.056951,0.056951,0.056953,0.056952,0.05696,0.056985,0.056954,0.056951,0.056951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,146.974567,294.227217,1118,1,0.728734,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25245000,252450,0,3,0,0,0,0,8,70,0.569514,0.142378,0.056951,0.056951,0.056951,0.056951,0.056951,0.056951,0.056951,0.056951,30,30,30,30,30,30,30,30,0.081359,0.081377,0.08136,0.081374,0.081373,0.081364,0.081359,0.081359,0.056951,0.056964,0.056952,0.056962,0.056961,0.056955,0.056951,0.056951,5,5,C,140977,CANTON AVENUE,1,48,52272,52342,C,2,775,61556,52272,52342,52272/52342,61556,0.028476,52342,52272,52342/52272,52272/52342
90,52544,140979,CANTON AVENUE,1,48,52341,52271,C,2,775,53.0954,61557,0,62453,53.0954,0,1,1,0,52271,52341,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,0.982985,0,0,0.245746,0,30,775,1,1,1,1,1,1,1,1,0.098299,0.09832,0.098299,0.098317,0.098315,0.098306,0.098299,0.098299,0.098299,0.098301,0.098299,0.098313,0.098357,0.098303,0.098299,0.098299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,146.974567,294.227217,1118,1,0.728734,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25184900,251849,0,3,0,0,0,0,8,70,0.982985,0.245746,0.098299,0.098299,0.098299,0.098299,0.098299,0.098299,0.098299,0.098299,30,30,30,30,30,30,30,30,0.140427,0.140457,0.140427,0.140453,0.14045,0.140437,0.140427,0.140427,0.098299,0.09832,0.098299,0.098317,0.098315,0.098306,0.098299,0.098299,5,5,C,140978,CANTON AVENUE,1,48,52341,52271,C,2,775,61557,52341,52271,52341/52271,61557,0.049149,52271,52341,52271/52341,52341/52271
91,52545,140980,CANTON AVENUE,1,48,52257,52256,C,2,775,56.7786,61558,0,62454,56.7786,0,1,1,0,52256,52257,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,1.033961,0,0,0.25849,0,30,775,1,1,1,1,1,1,1,1,0.103396,0.103405,0.103396,0.103403,0.1034,0.103397,0.103396,0.103396,0.103396,0.103396,0.103396,0.103401,0.103418,0.103397,0.103396,0.103396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,63.82293,171.957004,591,1,0.724579,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25072600,250726,0,3,0,0,0,0,8,70,1.033961,0.25849,0.103396,0.103396,0.103396,0.103396,0.103396,0.103396,0.103396,0.103396,30,30,30,30,30,30,30,30,0.147709,0.147721,0.147709,0.147719,0.147714,0.14771,0.147709,0.147709,0.103396,0.103405,0.103396,0.103403,0.1034,0.103397,0.103396,0.103396,5,5,C,140979,CANTON AVENUE,1,48,52257,52256,C,2,775,61558,52257,52256,52257/52256,61558,0.051698,52256,52257,52256/52257,52257/52256
92,73405,163760,GALLIVAN BOULEVARD,2,56,53936,53934,B,2,2500,82.0365,43192,0,43602,82.0365,0,1,1,0,53934,53936,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,1.349056,0,0,0.01,0,35,1250,2,2,2,2,2,2,2,2,0.115748,0.115873,0.115699,0.115681,0.116273,0.115733,0.115642,0.115635,0.11574,0.115899,0.115704,0.115684,0.116227,0.115731,0.115642,0.115635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,3519.92974,3967.51974,16098,1,0.81128,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,2,SR,5201200,52012,0,2,0,0,0,0,3,70,1.349056,0.01,0.115633,0.115633,0.115633,0.115633,0.115633,0.115633,0.115633,0.115633,35,35,35,35,35,35,35,35,0.12184,0.121972,0.121788,0.121769,0.122393,0.121824,0.121728,0.121721,0.115748,0.115873,0.115699,0.115681,0.116273,0.115733,0.115642,0.115635,3,3,B,163759,GALLIVAN BOULEVARD,2,56,53936,53934,B,2,2500,43192,53936,53934,53936/53934,43192,0.067453,53934,53936,53934/53936,53936/53934
93,73406,163761,MORTON STREET,2,56,53932,53934,B,2,1650,36.9374,43193,0,43603,36.9374,0,1,1,0,53934,53932,0,0,MORTON STREET,BSR0487,COMPLETE STS,NULL,0,1,5,0,0.782176,0,0,0.156435,0,35,825,2,2,2,2,2,2,2,2,0.067055,0.071801,0.067069,0.067151,0.06817,0.067063,0.067052,0.067044,0.06707,0.069792,0.067065,0.067092,0.068058,0.067063,0.067051,0.067044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,2205.70002,1844.40873,7691,1,0.881288,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,6258000,62580,0,3,0,0,0,0,5,70,0.782176,0.156435,0.067044,0.067044,0.067044,0.067044,0.067044,0.067044,0.067044,0.067044,35,35,35,35,35,35,35,35,0.083819,0.089751,0.083836,0.083939,0.085212,0.083829,0.083815,0.083805,0.067055,0.071801,0.067069,0.067151,0.06817,0.067063,0.067052,0.067044,4,4,B,163760,MORTON STREET,2,56,53932,53934,B,2,1650,43193,53932,53934,53932/53934,43193,0.039109,53934,53932,53934/53932,53932/53934
94,73407,163762,GALLIVAN BOULEVARD,2,56,53948,53946,B,2,2500,18.2226,43194,0,43604,18.2226,0,1,1,0,53946,53948,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,0.323522,0,0,0.01,0,35,1250,2,2,2,2,2,2,2,2,0.027803,0.027865,0.02776,0.027753,0.027955,0.027848,0.027733,0.027731,0.027793,0.027888,0.027762,0.027754,0.02794,0.027834,0.027733,0.027731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4407.83993,4894.84334,19138,1,0.933091,2,0,1,** || **,0,0,0,0,0,0,0,0.15,4,2,SR,4974200,49742,0,2,0,0,0,0,3,70,0.323522,0.01,0.02773,0.02773,0.02773,0.02773,0.02773,0.02773,0.02773,0.02773,35,35,35,35,35,35,35,35,0.029266,0.029332,0.029221,0.029214,0.029426,0.029314,0.029193,0.029191,0.027803,0.027865,0.02776,0.027753,0.027955,0.027848,0.027733,0.027731,3,3,B,163761,GALLIVAN BOULEVARD,2,56,53948,53946,B,2,2500,43194,53948,53946,53948/53946,43194,0.016176,53946,53948,53946/53948,53948/53946
95,73408,163763,GALLIVAN BOULEVARD,2,56,53952,53949,B,2,2500,61.6752,43195,0,43605,61.6752,0,1,1,0,53949,53952,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,1.089624,0,0,0.272406,0,35,1250,2,2,2,2,2,2,2,2,0.09474,0.095899,0.093948,0.093811,0.097585,0.09559,0.093444,0.093412,0.09457,0.096326,0.093977,0.093828,0.097295,0.095327,0.093444,0.093412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4407.83993,4894.84334,19138,1,0.933091,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,5593100,55931,0,3,0,0,0,0,3,70,1.089624,0.272406,0.093396,0.093396,0.093396,0.093396,0.093396,0.093396,0.093396,0.093396,35,35,35,35,35,35,35,35,0.099726,0.100946,0.098893,0.098748,0.102721,0.100621,0.098362,0.098328,0.09474,0.095899,0.093948,0.093811,0.097585,0.09559,0.093444,0.093412,3,3,B,163762,GALLIVAN BOULEVARD,2,56,53952,53949,B,2,2500,43195,53952,53949,53952/53949,43195,0.054481,53949,53952,53949/53952,53952/53949
96,73409,163764,GALLIVAN BOULEVARD,2,56,53949,53948,B,2,2500,18.6281,43196,0,43606,18.6281,0,1,1,0,53948,53949,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,0.554631,0,0,0.138658,0,35,1250,2,2,2,2,2,2,2,2,0.048224,0.048814,0.04782,0.047751,0.049672,0.048656,0.047564,0.047548,0.048137,0.049031,0.047835,0.04776,0.049524,0.048522,0.047564,0.047548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4407.83993,4894.84334,19138,1,0.933091,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,4974400,49744,0,3,0,0,0,0,3,70,0.554631,0.138658,0.04754,0.04754,0.04754,0.04754,0.04754,0.04754,0.04754,0.04754,35,35,35,35,35,35,35,35,0.050762,0.051383,0.050337,0.050264,0.052286,0.051217,0.050067,0.050051,0.048224,0.048814,0.04782,0.047751,0.049672,0.048656,0.047564,0.047548,3,3,B,163763,GALLIVAN BOULEVARD,2,56,53949,53948,B,2,2500,43196,53949,53948,53949/53948,43196,0.027732,53948,53949,53948/53949,53949/53948
97,73410,163765,GALLIVAN BOULEVARD,2,56,53946,53936,B,2,2500,162.567,43197,0,43607,162.567,0,1,1,0,53936,53946,0,0,GALLIVAN BOULEVARD,203,COMPLETE STS,NULL,0,1,2,0,2.342169,0,0,0.585542,0,35,1250,2,2,2,2,2,2,2,2,0.203646,0.206138,0.201942,0.201648,0.20976,0.205472,0.20086,0.20079,0.203279,0.207055,0.202005,0.201685,0.209137,0.204907,0.20086,0.20079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,6250,11875,11875,6250,6250,17500,17500,0,0,NULL,NULL,4407.83993,4894.84334,19138,1,0.933091,2,0,1,** || **,0,0,0,0,0,0,0,0.83,4,2,SR,4973700,49737,0,3,0,0,0,0,3,70,2.342169,0.585542,0.200757,0.200757,0.200757,0.200757,0.200757,0.200757,0.200757,0.200757,35,35,35,35,35,35,35,35,0.214364,0.216987,0.212571,0.212261,0.2208,0.216286,0.211432,0.211358,0.203646,0.206138,0.201942,0.201648,0.20976,0.205472,0.20086,0.20079,3,3,B,163764,GALLIVAN BOULEVARD,2,56,53946,53936,B,2,2500,43197,53946,53936,53946/53936,43197,0.117108,53936,53946,53936/53946,53946/53936
98,73406,161843,MORTON STREET,2,56,53932,53937,B,0,1650,112.242,41012,0,41409,112.242,0,1,1,0,53932,53937,0,0,MORTON STREET,BSR0487,COMPLETE STS,NULL,0,1,5,0,1.710269,0,0,0.342054,0,35,825,2,2,2,2,2,2,2,2,0.146616,0.14895,0.146631,0.146806,0.147139,0.146626,0.146609,0.146596,0.14664,0.147366,0.146626,0.146678,0.147038,0.146624,0.146606,0.146596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4977800,49778,0,3,0,0,0,0,5,70,1.710269,0.342054,0.146594,0.146594,0.146594,0.146594,0.146594,0.146594,0.146594,0.146594,35,35,35,35,35,35,35,35,0.18327,0.186187,0.183289,0.183507,0.183924,0.183282,0.183261,0.183245,0.146616,0.14895,0.146631,0.146806,0.147139,0.146626,0.146609,0.146596,4,4,B,161842,MORTON STREET,2,56,53932,53937,B,0,1650,41012,53932,53937,53932/53937,41012,0.085513,53932,53937,53932/53937,53937/53932
99,73407,161844,MORTON STREET,2,56,53944,53945,B,0,1650,11.7193,41013,0,41410,11.7193,0,1,1,0,53944,53945,0,0,MORTON STREET,BSR0487,NULL,NULL,0,1,5,0,0.46877,0,0,0.093754,0,35,825,2,2,2,2,2,2,2,2,0.040186,0.040826,0.04019,0.040238,0.040329,0.040189,0.040184,0.040181,0.040193,0.040392,0.040189,0.040203,0.040302,0.040188,0.040183,0.040181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,4125,7837.5,7837.5,4125,4125,11550,11550,0,0,NULL,NULL,1576.75244,1357.05925,6363,1,0.677714,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,4982100,49821,0,3,0,0,0,0,5,70,0.46877,0.093754,0.04018,0.04018,0.04018,0.04018,0.04018,0.04018,0.04018,0.04018,35,35,35,35,35,35,35,35,0.050232,0.051033,0.050237,0.050298,0.050411,0.050236,0.05023,0.050226,0.040186,0.040826,0.04019,0.040238,0.040329,0.040189,0.040184,0.040181,4,4,B,161843,MORTON STREET,2,56,53944,53945,B,0,1650,41013,53944,53945,53944/53945,41013,0.023438,53944,53945,53944/53945,53945/53944
