id,mode,starttime,endtime,traveltime
1,Car,00:00:00,23:59:59,5.8706234186368009
2,Car,00:00:00,23:59:59,4.8561597801491434
3,Car,00:00:00,23:59:59,6.849868163735433
4,Car,00:00:00,23:59:59,63.948207179393208
