id,x,y,z,seq_id
1,-71.10513,42.364512,0,1
1,-71.1042168,42.3639472,0,2
1,-71.103965707905886,42.363791866920884,0,3
2,-71.1025701,42.3647366,0,1
2,-71.10318,42.364165,0,2
2,-71.103552175784401,42.363822171410064,0,3
3,-71.103507971657606,42.363512208013923,0,1
3,-71.102432,42.362863,0,2
4,-71.103925756350108,42.363480984407389,0,1
4,-71.103992,42.363421,0,2
4,-71.104306,42.363136,0,3
4,-71.104792,42.362695,0,4
4,-71.104792,42.362695,0,5
4,-71.105002,42.362496,0,6
4,-71.105308,42.362227,0,7
4,-71.105308,42.362227,0,8
4,-71.105553,42.362,0,9
4,-71.105737,42.361824,0,10
4,-71.105737,42.361824,0,11
4,-71.105982,42.361599,0,12
4,-71.106109,42.361483,0,13
4,-71.106556,42.361092,0,14
4,-71.106556,42.361092,0,15
4,-71.106811,42.360859,0,16
4,-71.10711,42.360584,0,17
4,-71.10711,42.360584,0,18
4,-71.107211,42.360479,0,19
4,-71.107667,42.360057,0,20
4,-71.107667,42.360057,0,21
4,-71.108224,42.359553,0,22
4,-71.108224,42.359553,0,23
4,-71.108813,42.358999,0,24
4,-71.108813,42.358999,0,25
4,-71.1095694,42.3582915,0,26
4,-71.1095694,42.3582915,0,27
4,-71.110362,42.357534,0,28
4,-71.110362,42.357534,0,29
4,-71.11086,42.357083,0,30
4,-71.11086,42.357083,0,31
4,-71.11092,42.35703,0,32
4,-71.1111466,42.3568122,0,33
4,-71.1114735,42.3565062,0,34
4,-71.1114735,42.3565062,0,35
4,-71.1120124,42.3559879,0,36
