id,road_type,category,from_node,to_node,road_name,tags
1,EXPRESSWAY,ROUNDABOUT,61327276,61327122,Franklin Street,
2,EXPRESSWAY,ROUNDABOUT,61327180,61327122,Pearl Street,
3,EXPRESSWAY,ROUNDABOUT,61327122,61320984,Franklin Street,
4,EXPRESSWAY,ROUNDABOUT,61327122,61283287,Pearl Street,
