id,from_lane,to_lane,group_id,max_speed,tags
59,100,400,4,60,
57,100,300,3,60,
60,100,401,4,60,
58,100,301,3,60,
61,101,300,3,60,
63,101,400,4,60,
62,101,301,3,60,
64,101,401,4,60,
52,200,401,2,60,
49,200,300,1,60,
51,200,400,2,60,
50,200,301,1,60,
53,201,300,1,60,
56,201,401,2,60,
54,201,301,1,60,
55,201,400,2,60,
