id,mode,starttime,endtime,traveltime,length
1,Car,00:00:00,23:59:59,7.4854156020007414,124.75702650555374
2,Car,00:00:00,23:59:59,7.7891350257676386,129.81902095126102
3,Car,00:00:00,23:59:59,6.849868163735433,114.16456072716609
4,Car,00:00:00,23:59:59,63.948207179393208,1065.8043056326494
