X,Y,OBJECTID,ARC_Street,ARC_City,ARC_State,ARC_ZIP,PSC_NUMBER,School_Type,County,School_Name,Grades
-77.732829621628696,39.614952602951554,1730,1321 South Potomac Street,Hagerstown,MD,21740,21.038,Middle,Washington,E. Russell Hicks Middle School,6-8
-77.415997661217588,39.408285481182155,1731,210 Madison Street,Frederick,MD,21701,10.074,Science,Frederick,Earth and Space Sciences Lab (ESSL),N/A
-75.574460479012046,38.37413446309673,1732,1201 Ocean City Road,Salisbury,MD,21804,22.003,Elementary,Wicomico,East Salisbury Elementary School,3-5
-77.015299082899119,38.992781364335549,1733,631 Silver Spring Avenue,Silver Spring,MD,20910,15.108,Elementary,Montgomery,East Silver Spring Elementary School,HS-5
-77.692817728219381,39.624716634108843,1734,1320 Yale Drive,Hagerstown,MD,21741,21.045,Elementary,Washington,Eastern Elementary School,3-5
-77.001100916084525,39.012066777923977,1735,300 University Boulevard East,Silver Spring,MD,20901,15.037,Middle,Montgomery,Eastern Middle School,6-8
-76.473098373302932,39.324950974747061,1736,1100 Mace Avenue,Baltimore,MD,21221,3.075,High,Baltimore,Eastern Technical High School,9-12
-76.084543381793623,38.774322065762092,1737,305 Glenwood Avenue,Easton,MD,21601,20.005,Elementary,Talbot,Easton Elementary School - Dobson Building,PreK-1
-76.082876290984316,38.773276070010255,1738,307 Glenwood Avenue,Easton,MD,21601,20.01,Elementary,Talbot,Easton Elementary School - Moton Building,2-5
-76.066841065820412,38.755204927171093,1739,723 Mecklenburg Avenue,Easton,MD,21601,20.002,High,Talbot,Easton High School,9-12
-76.077651895006056,38.764264185984047,1740,201 Peachblossum Road,Easton,MD,21601,20.004,Middle,Talbot,Easton Middle School,6-8
-76.483195832355165,38.969990672232051,1741,420 Fifth Street,Annapolis,MD,21403,2.035,Elementary,Anne Arundel,Eastport Elementary School,PreK-5
-76.888434232014859,39.676630468145106,1742,3100 Swiper Road,Manchester,MD,21102,6.055,Elementary,Carroll,Ebb Valley Elementary School,PreK-5
-78.901841568886567,39.65366515432757,1743,17000 National Highway SW,Frostburg,MD,21532,1.013,Alternate,Allegany,Eckhart Alternative,6-12
-76.662693194924913,39.344706765312189,1744,2835 Virginia Avenue,Baltimore,MD,21215,30.199,PreK-8,Baltimore City,Edgecombe Circle Elementary/Middle School # 062,PreK-5
-76.445754568742657,39.239950777947897,1745,7201 North Point Road,Baltimore,MD,21219,3.056,Elementary,Baltimore,Edgemere Elementary School,PreK-5
-76.557086941103364,38.937669915988408,1746,121 Washington Road,Edgewater,MD,21037,2.033,Elementary,Anne Arundel,Edgewater Elementary School,K-5
-76.297721835368037,39.423260277271716,1747,2100 Cedar Drive,Edgewood,MD,21040,12.054,Elementary,Harford,Edgewood Elementary School,PreK-5
-76.2884954367142,39.42458215581982,1748,2415 Willoughby Beach Road,Edgewood,MD,21040,12.009,High,Harford,Edgewood High School,9-12
-76.287639418605252,39.423207223074634,1749,2311 Willoughby Beach Road,Edgewood,MD,21040,12.014,Middle,Harford,Edgewood Middle School,6-8
-76.676149338941784,39.309119992980946,1750,1900 Edgewood Street,Baltimore,MD,21216,30.262,Elementary,Baltimore City,Edgewood PreK-5 # 067,PreK-5
-77.067676489213611,39.060894192739845,1751,12501 Dalewood Drive,Silver Spring,MD,20906,15.142,CareerTech,Montgomery,Edison (Thomas) High School,N/A
-76.719187836206359,39.298931692843894,1752,1600 Langford Road,Baltimore,MD,21207,3.101,Elementary,Baltimore,Edmondson Heights Elementary School,PreK-5
-76.688657543839938,39.292544934687257,1753,501 Athol Avenue,Baltimore,MD,21229,30.246,High,Baltimore City,Edmondson High School Building # 400A,9-12
-76.963932171684817,38.963801904914774,1754,6110 Editors Park Drive,Hyattsville,MD,20782,16.259,Elementary,Prince George's,Edward M. Felegy Elementary School,PreK-5
-77.067120193100862,39.03920822631077,1755,11135 Newport Mill Road,Kensington,MD,20895,15.031,High,Montgomery,Einstein (Albert) High School,9-12
-76.958620490003682,39.409459445883371,1756,1021 Johnsville Road,Sykesville,MD,21784,6.02,Elementary,Carroll,Eldersburg Elementary School,PreK-5
-76.86947585298384,38.994178322263608,1757,7601 Hanover Parkway,Greenbelt,MD,20770,16.002,High,Prince George's,Eleanor Roosevelt High School,9-12
-75.899313784954273,39.53553530399342,1758,41 Racine School Road,Elkton,MD,21921,7.024,Elementary,Cecil,Elk Neck Elementary School,K-5
-76.728919883957204,39.213670546753235,1759,7075 Montgomery Road,Elkridge,MD,21075,13.02,Elementary,Howard,Elkridge Elementary School,K-5
-76.728904245186413,39.212358327161233,1760,7085 Montgomery Road,Elkridge,MD,21075,13.054,Middle,Howard,Elkridge Landing Middle School,6-8
-75.835089173890637,39.622433830273231,1761,110 James Street,Elkton,MD,21921,7.032,High,Cecil,Elkton High School,9-12
-75.83043760482299,39.6204492963032,1762,615 North Street,Elkton,MD,21921,7.029,Middle,Cecil,Elkton Middle School,6-8
-76.81060030339863,39.250048840117969,1763,4445 Montgomery Road,Ellicott City,MD,21043,13.026,Middle,Howard,Ellicott Mills Middle School,6-8
-77.176873629026019,39.576794512730991,1764,119 North Main Street,Union Bridge,MD,21791,6.044,Elementary,Carroll,Elmer Wolfe Elementary School,PreK-5
-76.520010756415587,39.349063831709579,1765,531 Dale Avenue,Baltimore,MD,21206,3.072,Elementary,Baltimore,Elmwood Elementary School,PreK-5
-77.731418833644668,39.617082245089016,1766,1221 South Potomac Street,Hagerstown,MD,21740,21.032,Elementary,Washington,Emma K. Doub Elementary School,K-5
-77.329347899964986,39.702952207067433,1767,300 South Seton Avenue,Emmitsburg,MD,21727,10.006,Elementary,Frederick,Emmitsburg Elementary School,PreK-5
-76.329171019828479,39.486527680715099,1768,2502 Tollgate Road,Bel Air,MD,21015,12.038,Elementary,Harford,Emmorton Elementary School,K-5
-76.829987701639681,38.907254162032572,1769,1300 Campus Way North,Mitchellville,MD,20721,16.219,Middle,Prince George's,Ernest Everett Just Middle School,6-8
-76.493184094896392,38.291448701833659,1770,22790 Maple Road,Lexington Park,MD,20653,18.01,Middle,St. Mary's,Esperanza Middle School,6-8
-76.479941519050101,39.309218470673621,1771,100 Mace Avenue,Essex,MD,21221,3.055,Elementary,Baltimore,Essex Elementary School,PreK-5
-76.629941435336193,39.306539092929228,1772,1624 Eutaw Place,Baltimore,MD,21217,30.267,Elementary,Baltimore City,Eutaw Marshburn Elementary School # 011,PreK-5
-76.902732666984846,38.594242237054118,1773,1000 Bannister Circle,Waldorf,MD,20602,8.019,Elementary,Charles,Eva Turner Elementary School,PreK-5
-76.563575157990201,38.299163716225465,1774,43765 Evergreen Way,California,MD,20619,18.031,Elementary,St. Mary's,Evergreen Elementary School,PreK-5
-76.03413928310421,37.99438003628692,1775,4005 Smith Island Road,Ewell,MD,21824,19.011,Elementary/Middle,Somerset,Ewell Elementary School,PreK-7
-77.123114716212513,39.095722220979496,1776,14501 Avery Road,Rockville,MD,20853,15.224,Alternate,Montgomery,Ewing (Blair G.) Center,N/A
-76.869314527236909,38.921411871850601,1777,7910 Scott Road,Landover,MD,20785,16.245,Elementary/Middle,Prince George's,EXCEL Academy Public Charter,K-8
-76.947014858404103,38.547341205759217,1778,5998 Radio Station Road,Laplata,MD,20646,8.012,Special Education,Charles,F.B. Gwynn Center,PreK-8
-76.95780592734846,39.074873318970212,1779,13313 Old Columbia Pike,Silver Spring,MD,20904,15.265,Alternate,Montgomery,Fairland Center,N/A
-76.95612993962456,39.090940232291558,1780,14315 Fairdale Road,Silver Spring,MD,20905,15.098,Elementary,Montgomery,Fairland Elementary School,HS-5
-76.919537845365298,38.91016418416163,1781,1401 Nye Street,Capitol Heights,MD,20743,16.096,High,Prince George's,Fairmont Heights High School,9-12
-76.593597347062257,39.317553320128212,1782,2555 Harford Road,Baltimore,MD,21218,30.219,High,Baltimore City,Fairmont-Harford Building # 456,9-12
-77.941640202187017,39.664033355988622,1783,12808 Draper Road,Clear Spring,MD,21722,21.048,Environmental Education,Washington,Claud Kitchens Outdoor School at Fairview                   ,Outdoor
-77.177166335179891,39.077940783711512,1784,1800 Greenplace Terrace,Rockville,MD,20850,15.04,Elementary,Montgomery,Fallsmead Elementary School,K-5
-76.705049395680049,39.362746676205568,1785,3801 Fallstaff Road,Baltimore,MD,21215,30.148,PreK-8,Baltimore City,Fallstaff Elementary/Middle School # 241,PreK-8
-76.414901322150129,39.52251569226388,1786,2301 Carrs Mill Road,Fallston,MD,21047,12.001,High,Harford,Fallston High School,9-12
-76.413244714680175,39.522004565087748,1787,2303 Carrs Mill Road,Fallston,MD,21047,12.03,Middle,Harford,Fallston Middle School,6-8
-77.145242889656771,39.047205132140469,1788,7000 Old Gate Road,Rockville,MD,20853,15.242,Elementary,Montgomery,Farmland Elementary School,K-5
-77.045110421204328,39.13411791703664,1789,16915 Bachelor's Forest Road,Olney,MD,20832,15.197,Middle,Montgomery,Farquhar (William) Middle School,6-8
-76.7382081046689,39.322622318851082,1790,6700 Richardson Road,Baltimore,MD,21207,3.102,Elementary,Baltimore,Featherbed Lane Elementary School,PreK-5
-76.611274319764675,39.277532327128391,1791,1040 William Street,Baltimore,MD,21230,30.023,Elementary,Baltimore City,Federal Hill Prep PreK-5 # 045,PreK-5
-75.779703244112653,38.69037206006174,1792,302 South University Avenue,Federalsburg,MD,21632,5.007,Elementary,Caroline,Federalsburg Elementary School,PreK-5
-76.642977985267009,39.184169300239162,1793,105 Packard Avenue,Glen Burnie,MD,21061,2.124,Elementary,Anne Arundel,Ferndale Early Education Center,PreK-K
-77.215020036000567,39.118916595822206,1794,1 School Drive,Gaithersburg,MD,20878,15.02,Elementary,Montgomery,Fields Road Elementary School,PreK-5
-76.777301785110538,39.600860669283961,1795,3725 Mount Carmel Road,Upperco,MD,21155,3.178,Elementary,Baltimore,Fifth District Elementary School,K-5
-78.564562300607108,39.70133142809911,1796,22000 National Pike SW,Flintstone,MD,21530,1.02,Elementary,Allegany,Flintstone Elementary School,PreK-5
-76.995497802958909,38.807101248137919,1797,800 Comanche Drive,Oxon Hill,MD,20745,16.048,Elementary,Prince George's,Flintstone Elementary School,PreK-6
-77.171154054713725,39.158953648989765,1798,18425 Flower Hill Way,Gaithersburg,MD,20879,15.147,Elementary,Montgomery,Flower Hill Elementary School,PreK-5
-77.093577726988343,39.106201552776461,1799,4615 Sunflower Drive,Rockville,MD,20853,15.217,Elementary,Montgomery,Flower Valley Elementary School,K-5
-76.538419160778545,39.083248023183863,1800,175 Arundel Beach Road,Severna Park,MD,21146,2.086,Elementary,Anne Arundel,Folger McKinsey Elementary School,K-5
-76.983787634409708,39.266216916898877,1801,13500 Tridelphia Road,Ellicott City,MD,21042,13.081,Middle,Howard,Folly Quarter Middle School,6-8
-77.002455082357883,38.815841187310681,1802,200 Talbert Drive,Oxon Hill,MD,20745,16.12,Elementary,Prince George's,Forest Heights Elementary School,PreK-6
-76.385362695297218,39.586117939232246,1803,2407 Rocks Road,Forest Hill,MD,21050,12.043,Elementary,Harford,Forest Hill Elementary School,K-5
-77.020032120179891,39.033161509904005,1804,10830 Eastwood Avenue,Silver Spring,MD,20901,15.057,Elementary,Montgomery,Forest Knolls Elementary School,HS-5
-76.383236974111156,39.569204768999015,1805,100 Osborne Parkway,Forest Hill,MD,21050,12.048,Elementary,Harford,Forest Lakes Elementary School,K-5
-77.18635617329997,39.155128669716341,1806,651 Saybrooke Oaks Boulevard,Gaithersburg,MD,20877,15.191,Middle,Montgomery,Forest Oak Middle School,6-8
-76.689199475891286,39.332520328875496,1807,3701 Eldorado Avenue,Baltimore,MD,21207,30.167,High,Baltimore City,Forest Park High School # 406,9-12
-76.839977573961903,39.135095898787021,1808,9550 Gorman Road,Laurel,MD,20723,13.047,Elementary,Howard,Forest Ridge Elementary School,K-5
-77.005657263732047,38.775886124130977,1809,8300 Oxon Hill Road,Fort Washington,MD,20744,16.214,Elementary,Prince George's,Fort Foote Elementary School,PreK-6
-76.70363073306423,39.400527249988009,1810,3310 Woodvalley Drive,Baltimore,MD,21208,3.09,Elementary,Baltimore,Fort Garrison Elementary School,PreK-5
-78.747999877930567,39.644293001025765,1811,500 Greenway Avenue,Cumberland,MD,21502,1.011,High,Allegany,Fort Hill High School,9-12
-76.476793630055084,39.133412909073101,1812,1720 Poplar Ridge Road,Pasadena,MD,21122,2.031,Elementary,Anne Arundel,Fort Smallwood Elementary School,PreK-5
-76.98534921180071,38.709042724287343,1813,1300 Fillmore Road,Fort Washington,MD,20744,16.21,Elementary,Prince George's,Fort Washington Forest Elementary School,PreK-5
-76.578909542722258,39.307873753250789,1814,2701 East Oliver Street,Baltimore,MD,21213,30.27,PreK-8,Baltimore City,Fort Worthington Elementary/Middle School # 085,K-8
-76.305172998628763,39.540836512016838,1815,517 Fountain Green Road,Bel Air,MD,21015,12.033,Elementary,Harford,Fountain Green Elementary School,K-5
-77.773032566936024,39.570684030890206,1816,17145 Lappans Road,Hagerstown,MD,21740,21.043,Elementary,Washington,Fountain Rock Elementary School,K-5
-77.71825301075458,39.668800534824904,1817,901 Northern Avenue,Hagerstown,MD,21740,21.046,Elementary,Washington,Fountaindale Elementary School,K-5
-76.694463131840692,39.053338889088181,1818,979 Waugh Chapel Road,Gambrills,MD,21054,2.01,Elementary,Anne Arundel,Four Seasons Elementary School,PreK-5
-77.242232461052225,39.172225527337638,1819,19315 Archdale Road,Germantown,MD,20874,15.1,Elementary,Montgomery,Fox Chapel Elementary School,PreK-5
-76.943564669247976,39.035299594031336,1820,11011 Cherry Hill Road,Beltsville,MD,20705,16.101,Special Education,Prince George's,Frances R. Fuchs Early Childhood Center,PreK
-76.639869637415828,39.290163223340826,1821,100 North Calhoun Street,Baltimore,MD,21223,30.115,High,Baltimore City,Francis M. Wood Building # 178,9-12
-76.903620212367031,38.860292430333644,1822,2301 Scott Key Drive,District Heights,MD,20747,16.16,Elementary,Prince George's,Francis Scott Key Elementary School,PreK-6
-76.594720698409887,39.269142349673693,1823,1425 East Fort Avenue,Baltimore,MD,21230,30.181,Elementary/Middle,Baltimore City,Francis Scott Key Elementary/Middle School # 076,PreK-8
-77.132658556131545,39.592282182971694,1824,3525 Bark Hill Road,Union Bridge,MD,21791,6.024,High,Carroll,Francis Scott Key High School,9-12
-76.890873449963721,38.783527255976878,1825,6720 Old Alexandria Ferry Road,Clinton,MD,20735,16.238,Elementary,Prince George's,Francis T. Evans Elementary School,PreK-5
-76.717142223184084,39.146963528979704,1826,7660 Ridge Chapel Road,Hanover,MD,21076,2.064,Elementary,Anne Arundel,Frank Hebron-Harman Elementary School,PreK-5
-76.832647620382488,39.46279409124962,1827,33 Cockeysmill Road,Reisterstown,MD,21136,3.15,Elementary,Baltimore,Franklin Elementary School,PreK-5
-76.817337857574046,39.448235242017923,1828,12000 Reisterstown Road,Reisterstown,MD,21136,3.12,High,Baltimore,Franklin High School,9-12
-76.82998171257168,39.465198392202645,1829,10 Cockeysmill Road,Reisterstown,MD,21136,3.127,Middle,Baltimore,Franklin Middle School,6-8
-76.640685696664335,39.291188008323324,1830,1400 West Lexington Street,Baltimore,MD,21223,30.243,PreK-8,Baltimore City,Franklin Square # 095,PreK-8
-76.78143000108355,38.781038285062301,1831,8000 Croom Road,Upper Marlboro,MD,20772,16.083,High,Prince George's,Frederick Douglass High School,9-12
-76.654798681630439,39.314813762731141,1832,2301 Gwynns Falls Parkway,Baltimore,MD,21217,30.111,High,Baltimore City,Frederick Douglass HS # 450,9-12
-76.656990923961601,39.282408009116011,1833,2501 Frederick Avenue,Baltimore,MD,21223,30.162,Elementary,Baltimore City,Frederick Elementary School # 260,PreK-5
-77.42577823506177,39.41601979814341,1834,650 Carroll Parkway,Frederick,MD,21701,10.009,High,Frederick,Frederick High School,9-12
-76.943454640897031,39.419134928030296,1835,5626 Sykesville Road,Sykesville,MD,21784,6.015,Elementary,Carroll,Freedom Elementary School,K-5
-76.580085413174658,39.136937963312157,1836,7904 Freetown Road,Glen Burnie,MD,21060,2.08,Elementary,Anne Arundel,Freetown Elementary School,PreK-5
-76.968515805659109,38.752091847026279,1837,10000 Allentown Road,Fort Washington,MD,20744,16.046,High,Prince George's,Friendly High School,9-12
-77.004499308381355,39.545334390141626,1838,1100 Gist Road,Westminster,MD,21157,6.038,Elementary,Carroll,Friendship Valley Elementary School,K-5
-79.405370520560396,39.66594030931202,1839,841 First Avenue,Friendsville,MD,21531,11.002,Elementary,Garrett,Friendsville Elementary School,PreK-5
-77.188208349397158,39.075871583216703,1840,9201 Scott Drive,Rockville,MD,20850,15.161,Middle,Montgomery,Frost (Robert) Middle School,6-8
-78.930469051614821,39.67141600405391,1841,260 Shaw Avenue,Frostburg,MD,21532,1.029,Elementary,Allegany,Frost Elementary School,PreK-5
-75.622622212970725,38.325200923684761,1842,208 West Main Street,Fruitland,MD,21826,22.017,Elementary,Wicomico,Fruitland Intermediate School,3-5
-75.620743584183344,38.316000268904972,1843,301 North Division Street,Fruitland,MD,21826,22.016,Elementary,Wicomico,Fruitland Primary School,PreK-2
-76.518387177303694,39.360780227970629,1844,4400 Fullerton Avenue,Baltimore,MD,21236,3.004,Elementary,Baltimore,Fullerton Elementary School,PreK-5
-76.915927993243841,39.15108019306814,1845,11600 Scaggsville Road,Fulton,MD,20759,13.063,Elementary,Howard,Fulton Elementary School,K-5
-77.698329391052454,39.610196963950081,1846,23 Funkstown Road,Hagerstown,MD,21740,21.051,Elementary,Washington,Funkstown Elementary School,PreK
-76.552527929951012,39.328708836114174,1847,4633 Furley Avenue,Baltimore,MD,21206,30.256,Elementary,Baltimore City,Furley Elementary School # 206,K-5
-76.630050742339961,39.299553028252511,1848,1200 North Pennsylvania Avenue,Baltimore,MD,21217,30.061,Elementary,Baltimore City,Furman L. Templeton Elementary School # 125,PreK-5
-76.8753165471459,38.902973515725769,1849,900 Nalley Road,Landover,MD,20785,16.208,Middle,Prince George's,G. James Gholson Middle School,7-8
-77.192301626295517,39.143724528874635,1850,35 North Summit Avenue,Gaithersburg,MD,20877,15.144,Elementary,Montgomery,Gaithersburg Elementary School,PreK-5
-77.195771836204372,39.134941041148458,1851,314 South Frederick Avenue,Gaithersburg,MD,20877,15.13,High,Montgomery,Gaithersburg High School,9-12
-77.187871444334689,39.143960100077742,1852,2 Teachers Way,Gaithersburg,MD,20877,15.068,Middle,Montgomery,Gaithersburg Middle School,6-8
-77.150511093776473,38.561139165250019,1853,4740 Pisgah Marbury Road,Marbury,MD,20658,8.029,Elementary,Charles,Gale-Bailey Elementary School,PreK-5
-75.878094174774915,39.338561506257925,1854,114 South Main Street,Galena,MD,21635,14.002,Elementary,Kent,Galena Elementary School,PreK-5
-76.945972143429628,39.063967819892341,1855,12612 Galway Drive,Silver Spring,MD,20904,15.213,Elementary,Montgomery,Galway Elementary School,PreK-5
-76.552293399593268,39.33847121883236,1856,5300 Belair Road,Baltimore,MD,21206,30.161,Elementary,Baltimore City,Gardenville Elementary School # 211,PreK-5
-76.069878632715415,39.21281706401858,1857,320 Calvert Street,Chestertown,MD,21620,14.006,Elementary,Kent,Garnett Elementary School,PreK-5
-76.568997035108936,39.349088019246189,1858,2800 Ailsa Avenue,Baltimore,MD,21214,30.21,PreK-8,Baltimore City,Garrett Heights Elementary/Middle School # 212,PreK-8
-77.096318390800477,39.032991824152738,1859,4810 Oxford Street,Garrett Park,MD,20896,15.048,Elementary,Montgomery,Garrett Park Elementary School,K-5
-76.683990058422083,39.331925452295053,1860,3910 Barrington Road,Baltimore,MD,21207,30.182,Middle,Baltimore City,Garrison Middle School # 042,6-8
-76.990659618772455,39.534853792703238,1861,45 Kate Wagner Road,Westminster,MD,21157,6.05,Alternate,Carroll,Gateway Alternative School,6-12
-76.840324516799356,38.979496899942319,1862,6701 97th Avenue,Seabrook,MD,20706,16.203,Elementary,Prince George's,Gaywood Elementary School,PreK-5
-77.13453151385454,38.603022056173401,1863,4990 Indian Head Highway,Indian Head,MD,20640,8.005,Middle,Charles,Gen. Smallwood Middle School,6-8
-76.491473003706147,39.273890552117294,1864,7855 Trappe Road,Baltimore,MD,21222,3.122,Middle,Baltimore,General John Stricker Middle School,6-8
-76.629765744629552,39.184735299024389,1865,525 Wellham Avenue,Glen Burnie,MD,21061,2.063,Elementary,Anne Arundel,George Cromwell Elementary School,1-5
-76.180301276696298,39.503721892736827,1866,810 Edmund Street,Aberdeen,MD,21001,12.052,Elementary,Harford,George D. Lisby Elementary School @ Hillsdale,PreK-5
-76.549031599728636,39.132355363337247,1867,7922 Outing Avenue,Pasadena,MD,21122,2.044,Middle,Anne Arundel,George Fox Middle School,6-8
-76.64045915232947,39.306361224665572,1868,701 Gold Street,Baltimore,MD,21217,30.056,PreK-8,Baltimore City,George G. Kelson Elementary/Middle School Building # 157,PreK-8
-76.68414450756552,39.337459393910315,1869,4411 Garrison Boulevard,Baltimore,MD,21215,30.074,Special Education,Baltimore City,George W. F. McMechen Special Education High School # 177,9-12
-76.611742104872462,39.40998544811309,1870,938 North York Road,Towson,MD,21204,3.095,High,Baltimore,George Washington Carver Center for Arts and Technology,9-12
-76.480931337627396,38.248932717803356,1871,46155 Carver School Boulevard,Great Mills,MD,20634,18.032,Elementary,St. Mary's,George Washington Carver Elementary School,PreK-5
-76.628920014925541,39.28114081676361,1872,800 Scott Street,Baltimore,MD,21230,30.177,Elementary,Baltimore City,George Washington Elementary School # 022,PreK-5
-78.963596593554882,39.578177904800036,1873,15600 Lower George's Creek Road SW,Lonaconing,MD,21539,1.001,Elementary,Allegany,George's Creek Elementary School,PreK-5
-76.488570237104398,38.953384112344153,1874,111 Dogwood Road,Annapolis,MD,21403,2.017,Elementary,Anne Arundel,Georgetown East Elementary School,PreK-5
-77.061394962995521,39.075839207673717,1875,3100 Regina Drive,Silver Spring,MD,20906,15.202,Elementary,Montgomery,Georgian Forest Elementary School,HS-5
-76.516525295808151,38.981459597127149,1876,200 Windell Avenue,Annapolis,MD,21401,2.132,Elementary,Anne Arundel,Germantown Elementary School,PreK-5
-77.276440761619028,39.169822658215729,1877,19110 Liberty Mill Road,Germantown,MD,20874,15.013,Elementary,Montgomery,Germantown Elementary School,K-5
-77.26014263370746,39.205444391949754,1878,12615 Royal Crown Drive,Germantown,MD,20876,15.273,Elementary,Montgomery,"Gibbs, Jr. (William B.) Elementary School",PreK-5
-76.643160391778721,39.303466450758584,1879,1311-1321 North Gilmor Street,Baltimore,MD,21217,30.253,Elementary,Baltimore City,Gilmor Elementary School #107,PreK-5
-75.833827789213089,39.619337927911019,1880,203 Newark Avenue,Elkton,MD,21921,7.016,Elementary,Cecil,Gilpin Manor Elementary School,PreK-5
-77.349211015437788,39.496038612310365,1881,9525 Glade Road,Walkersville,MD,21793,10.05,Elementary,Frederick,Glade Elementary School,PreK-5
-76.90725768229359,38.930588592863515,1882,3324 64th Avenue,Cheverly,MD,20785,16.107,Elementary,Prince George's,Gladys Noon Spellman Elementary School,PreK-6
-76.99035016532676,38.817244006724032,1883,1011 Marcy Avenue,Oxon Hill,MD,20745,16.141,Elementary,Prince George's,Glassmanor Elementary School,PreK-6
-75.563850313697927,38.359826427230892,1884,1615 Glen Avenue,Salisbury,MD,21804,22.01,Elementary,Wicomico,Glen Avenue Elementary School,2-5
-76.617215502169373,39.160421325930542,1885,7550 Baltimore-Annapolis Boulevard,Glen Burnie,MD,21060,2.02,High,Anne Arundel,Glen Burnie High School,9-12
-76.636073558247787,39.140146649904111,1886,500 Marlboro Road,Glen Burnie,MD,21061,2.073,Elementary,Anne Arundel,Glen Burnie Park Elementary School,PreK-5
-77.037553201942842,39.033527891685374,1887,10900 Inwood Avenue,Silver Spring,MD,20902,15.01,Elementary,Montgomery,Glen Haven Elementary School,PreK-5
-77.041493470595483,39.060965028738522,1888,12520 Heurich Road,Silver Spring,MD,20902,15.054,Elementary,Montgomery,Glenallan Elementary School,HS-5
-76.6098732919762,39.160985624113806,1889,105 Carroll Road,Glen Burnie,MD,21060,2.065,Elementary,Anne Arundel,Glendale Elementary School,PreK-5
-77.002056230371736,39.275402193242513,1890,14025 Burnt Woods Road,Glenelg,MD,21737,13.061,High,Howard,Glenelg High School,9-12
-76.447584783726114,39.346436200814466,1891,9700 Community Drive,Baltimore,MD,21220,3.175,Elementary,Baltimore,Glenmar Elementary School,PreK-5
-76.541354093355679,39.351932198857419,1892,6211 Walther Avenue,Baltimore,MD,21206,30.095,PreK-8,Baltimore City,Glenmount Elementary/Middle School # 235,PreK-8
-76.816536994226894,38.981343415141886,1893,6700 Glenn Dale Road,Glenn Dale,MD,20769,16.202,Elementary,Prince George's,Glenn Dale Elementary School,K-5
-76.890003906819842,38.951918033822544,1894,7200 Gallatin Street,Landover Hills,MD,20784,16.116,Elementary,Prince George's,Glenridge Elementary School,PreK-6
-77.024222336975498,39.297587849041008,1895,2680 Route 97,Glenwood,MD,21738,13.069,Middle,Howard,Glenwood Middle School,6-8
-76.811500326380113,39.466831896261795,1896,445 Glyndon Drive,Reisterstown,MD,21136,3.03,Elementary,Baltimore,Glyndon Elementary School,PreK-5
-76.499630664090034,39.331833654758107,1897,6700 Kenwood Avenue,Baltimore,MD,21237,3.107,Middle,Baltimore,Golden Ring Middle School,6-8
-76.859611760072752,39.145168565780452,1898,9999 Winter Sun Road,Laurel,MD,20723,13.068,Elementary,Howard,Gorman Crossing Elementary School,PreK-5
-77.179881043968493,39.194350861064677,1899,8701 Warfield Road,Gaithersburg,MD,20882,15.156,Elementary,Montgomery,Goshen Elementary School,K-5
-77.405670938630124,39.434074609266034,1900,1501 North Market Street,Frederick,MD,21701,10.057,High,Frederick,Gov Thos. Johnson High School,9-12
-77.398204892081779,39.437145159005404,1901,1799 Schifferstadt Drive,Frederick,MD,21701,10.059,Middle,Frederick,Gov Thos. Johnson Middle School,6-8
-76.609632549768264,39.360423566671962,1902,5801 York Road,Baltimore,MD,21212,30.076,Elementary,Baltimore City,Govans Elementary School # 213,PreK-5
-76.539935207957669,39.282295026706599,1903,6300 O'Donnell Street,Baltimore,MD,21224,30.222,PreK-8,Baltimore City,Graceland Park/O'Donnell Heights Elementary/Middle School # 240,PreK-8
-76.502037416924523,39.264800570096604,1904,2000 Church Road,Baltimore,MD,21222,3.156,Elementary,Baltimore,Grange Elementary School,PreK-5
-79.153423395217516,39.694884543826518,1905,120 Grant Street,Grantsville,MD,21536,11.004,Elementary,Garrett,Grantsville Elementary School,K-5
-76.188674777988453,38.96202435873456,1906,5435 Main Street,Grasonville,MD,21638,17.009,Elementary,Queen Anne's,Grasonville Elementary School,PreK-5
-76.488336130751449,38.246890916081739,1907,21130 Great Mills Road,Great Mills,MD,20634,18.02,High,St. Mary's,Great Mills High School,9-12
-77.269507939751975,39.152341735753495,1908,13010 Dairymaid Road,Germantown,MD,20874,15.269,Elementary,Montgomery,Great Seneca Creek Elementary School,K-5
-76.483986148582559,38.294356151840418,1909,46060 Millstone Landing Road,Lexington Park,MD,20653,18.022,Elementary,St. Mary's,Green Holly Elementary School,PreK-5
-76.932989275023559,38.863126734732269,1910,2001 Shadyside Avenue,Suitland,MD,20746,16.14,Alternate,Prince George's,Green Valley Academy,6-10
-77.265730939003916,39.343076531261062,1911,11501 Fingerboaroad Road,Monrovia,MD,21770,10.042,Elementary,Frederick,Green Valley Elementary School,K-5
-76.877188187938685,39.012293007320551,1912,66 Ridge Road,Greenbelt,MD,20770,16.108,Elementary,Prince George's,Greenbelt Elementary School,PreK-5
-76.903085323107518,38.999772430819156,1913,6301 Breezewood Drive,Greenbelt,MD,20770,16.256,Middle,Prince George's,Greenbelt Middle School,6-8
-77.630192517213473,39.557285766160426,1914,21222 San Mar Road,Boonsboro,MD,21713,21.014,Elementary,Washington,Greenbrier Elementary School,K-5
