id,x,y,z,segment_id,length,section_offset,tags
35,446515.8757993838,181024.43049066397,0,60040,1000,0.3935032726192784,
36,450802.0806731139,212602.66471930302,0,30681,1000,36.0293465796304,
37,432517.7227361148,186818.50675588739,0,25357,1000,40.52189915503262,
38,441769.5622306176,212740.38304767443,0,166240,1000,33.95356340301922,
39,468305.9813672578,213288.88279255477,0,119652,1000,17.72589532065591,
40,438065.4565078029,181217.1036733632,0,44503,1000,48.6338549890707,
41,399999.39769965713,207765.10703785293,0,141355,1000,20.819068191966394,
42,465863.3019767072,208448.2410727559,0,150004,1000,40.71553079193882,
43,438516.23671862425,185514.25889809194,0,81414,1000,33.667124026909256,
44,444825.12439380493,215891.0927620593,0,73141,1000,27.7166396308303,
45,426501.09538581566,165281.6086540259,0,70322,1000,51.27582496796987,
46,432494.4722025194,170947.25362214295,0,217962,1000,27.998619147367776,
47,433095.6158613373,182153.27770402873,0,89702,1000,40.0836259467504,
48,432607.23062670586,185433.2126714127,0,11090,1000,21.538816092516967,
49,412330.5860559552,199868.99880781627,0,171098,1000,62.618245372779086,
50,422378.05992235447,185244.60098097372,0,232592,1000,24.80969319537527,
51,441307.19076366565,153171.39057244887,0,236448,1000,42.51212268050449,
52,445151.8278131731,183019.4047649122,0,211664,1000,87.44068131319241,
53,423411.6186399143,179081.85118075542,0,53734,1000,29.36646473725099,
54,391788.92775986786,180126.24275073226,0,156658,1000,23.53241043866739,
55,416589.84033777233,199048.10497686145,0,146687,1000,70.05466925407784,
56,428279.70652648475,177236.97598434263,0,210845,1000,29.329860645856947,
57,397929.71480173,175341.8380866439,0,109466,1000,27.38827777027374,
58,416108.3919491932,199078.5519457788,0,218648,1000,16.908045282448715,
59,400254.01943084766,166847.6699882352,0,216300,1000,33.18286922646018,
60,440830.3442488268,182797.40852435766,0,121496,1000,26.294324885423066,
61,440944.96917503857,200361.12778506795,0,55547,1000,62.03849343128933,
62,397799.59996366926,181753.63656003322,0,195774,1000,43.61336686656398,
63,418410.940291068,161731.57696145933,0,42797,1000,58.3814973535753,
64,400058.7455859138,196889.92333897267,0,231550,1000,46.29911802250774,
65,423740.0977357418,157721.86289962937,0,177219,1000,26.55982039755985,
66,435444.6005675062,131990.14701729387,0,139285,1000,106.58318119552442,
67,429312.96414833894,215252.6617320748,0,65073,1000,35.710617238397894,
68,441142.5970065236,196669.71620430285,0,100136,1000,33.2438611862271,
69,431381.20768552256,185200.4551441226,0,120612,1000,32.287895585727874,
70,417778.0902708747,192986.99445081953,0,248614,1000,26.23215814965875,
71,382344.296320284,227364.92665334896,0,205557,1000,21.345486055558588,
72,413419.43815664866,220266.07760168376,0,42117,1000,79.79644141927977,
73,432703.77664259425,189921.59625616227,0,143905,1000,34.354315247943234,
74,462505.64221148886,209913.7579692242,0,225793,1000,30.69934837821671,
75,417682.4820144086,198860.1229746255,0,133859,1000,19.73560877366883,
76,433540.18877988274,195179.36125144962,0,228966,1000,18.232153888307483,
77,455086.5147352915,223027.99218262572,0,78486,1000,36.30014990394129,
78,442091.95448200114,176582.47890272702,0,205576,1000,16.33423924439269,
79,423063.2987507915,178209.8068125563,0,200465,1000,17.545583344418144,
80,456254.49589911156,141932.05135657015,0,7933,1000,30.89312233079518,
81,487249.29551813647,163876.14004963243,0,173960,1000,25.86879162733395,
82,389163.9815550171,204778.29568398147,0,88273,1000,17.232551022119278,
83,457263.3849828454,215659.77501265408,0,166563,1000,23.68161411815915,
84,439411.1945261662,192370.01415868656,0,115726,1000,16.648601561828098,
85,432457.5777857786,160529.797877783,0,170821,1000,59.523919624019804,
86,463439.7152125505,222038.87468905072,0,17063,1000,24.526707726880158,
87,429024.7699004322,193788.21246991123,0,93393,1000,16.93771814942548,
88,392429.74328273325,212668.82732928797,0,237642,1000,34.504880089875094,
89,423362.4318474432,183206.65542798478,0,125437,1000,17.896806136611726,
90,411445.214987684,164567.38666121336,0,56046,1000,17.13779562763605,
91,406129.5174467138,212743.23778220048,0,561,1000,37.924687883814606,
92,441654.64939302753,177778.43505720448,0,134695,1000,72.55777342096616,
93,404546.21634910937,176430.38283035834,0,144063,1000,18.6119685743127,
94,421142.3261775088,190432.31604137816,0,248134,1000,29.45781851398332,
95,450614.4729487975,188247.49642291464,0,36092,1000,33.37605672176352,
96,409936.6247712853,163522.8048535737,0,243415,1000,15.848907067049845,
97,447314.84682256356,172887.11770331993,0,134373,1000,37.72380408439067,
98,406044.8769732399,176063.79673865822,0,139807,1000,261.3825128806963,
99,426501.31368578685,189444.34092103486,0,3827,1000,21.945924833864705,
100,400489.3447626935,207852.07409658778,0,26879,1000,55.31222131112091,
101,444828.9949556382,215139.4004289314,0,245200,1000,3.5813157025383853,
102,401228.07981701224,186329.81814560515,0,54530,1000,34.532982675919385,
103,441058.94293481053,163678.43728222194,0,74846,1000,18.720517456078547,
104,419008.0300592812,194509.44771332623,0,124613,1000,19.84778974347492,
105,423489.5409231376,198916.39100494518,0,33883,1000,24.55073402798979,
106,433035.72962719144,168862.90338167225,0,147462,1000,29.847113065650234,
107,470610.6386993127,220735.79746328577,0,71308,1000,28.561843293295183,
108,413261.4847543129,170772.35404063814,0,174617,1000,73.15572764522676,
109,442468.8660167576,218927.0808751255,0,21485,1000,20.657593507506494,
110,432227.12842070684,185604.32568831203,0,225865,1000,24.94557808166684,
111,439903.4377393874,146189.5965347493,0,238791,1000,21.24955320805249,
112,425433.51661473117,179781.55200622222,0,132618,1000,49.34220359852022,
113,390634.108911071,216967.8720889548,0,225700,1000,43.588872581437684,
114,395470.57335856283,195417.45835361746,0,131405,1000,37.701149990747275,
115,441828.3617990561,176380.99837264366,0,215770,1000,47.264724141071774,
116,426844.157220519,165710.41699221605,0,8955,1000,24.22438426679761,
117,399463.2587628918,195926.6453594365,0,113991,1000,39.057768527833716,
118,408245.61562967533,215744.8569584524,0,122822,1000,17.617141104704874,
119,415179.5897324648,175831.16837149087,0,202353,1000,21.134702370669302,
120,431482.4973089317,150059.63483936922,0,96516,1000,32.858397212779686,
121,433269.71200723125,178899.89822770536,0,130133,1000,85.94627392790244,
122,431462.0702748834,179895.05357774853,0,61391,1000,49.913086770093884,
123,445404.0974811681,148845.9783886949,0,51358,1000,75.83235471533831,
124,457922.9490930606,208787.13940587366,0,88609,1000,31.59757759585366,
125,421326.2514866913,172297.01781420593,0,180384,1000,22.59877293576245,
126,434766.6092339378,152303.797878888,0,19523,1000,34.749055410457935,
127,414219.3670793894,181260.13759440323,0,204979,1000,103.83005297598503,
128,443107.88024565385,210736.997618044,0,166196,1000,49.1013075494141,
129,385822.2753189142,188107.25012977913,0,38539,1000,19.939275675452958,
130,424439.4451651797,181640.7007096462,0,59592,1000,17.401001611825787,
131,452985.56379305443,228193.49050516088,0,183477,1000,27.30474743723254,
132,403124.09932727885,189134.6937925638,0,186412,1000,24.09961659826253,
133,438157.628464479,177555.94671211598,0,226909,1000,62.45713225496695,
134,398191.5773731993,182275.42992584727,0,195725,1000,22.291868013017066,
135,475257.63423288305,205918.374754184,0,11657,1000,29.59603587727578,
136,429387.804267017,189992.07858871802,0,46562,1000,27.248219843631315,
137,438294.12142001395,219282.88301028457,0,213024,1000,21.995028965433274,
138,457690.9988326376,203307.67704056326,0,133769,1000,30.276877823844515,
139,422139.3103818466,208864.97507735848,0,125786,1000,21.597639779216077,
140,447249.79037939094,150772.31344464264,0,51379,1000,31.475547817281793,
141,413088.57564789295,161422.4646959268,0,66085,1000,31.590898061838505,
142,428911.3512972328,227422.83231273893,0,65238,1000,45.806892978549506,
143,387514.55769560847,220040.31433309108,0,44836,1000,51.83565015459207,
144,436879.9016174356,178917.169976753,0,174332,1000,61.435342279596604,
145,425038.9110998536,176859.05304515685,0,96908,1000,27.715799475183005,
146,438341.1277275064,178193.22223193073,0,38460,1000,112.68543257215988,
147,400345.82742402755,202760.9410861682,0,231608,1000,113.11617615213147,
148,424499.4197432311,215859.56885739538,0,85120,1000,24.057779640181366,
149,403995.81214837934,180550.15916912048,0,33279,1000,38.530745827421896,
150,432957.6860209191,170936.59711068077,0,58839,1000,7.222643739176101,
151,444430.2140430248,200928.4370986633,0,101352,1000,38.46550699558841,
152,412981.7355400005,166215.92917460226,0,46106,1000,34.121881488739156,
153,423367.78553922335,194800.74791141806,0,122419,1000,164.3656204394587,
154,422814.59174983815,183431.2976971865,0,125427,1000,3.1406885207593076,
155,456347.6022870582,200449.48346236465,0,13387,1000,46.07432149973316,
156,456104.77258204937,207380.27399320612,0,150358,1000,19.19317738553941,
157,431369.86451936985,209158.8501108175,0,6952,1000,19.888812181061503,
158,437093.4912534154,186200.1265971068,0,130923,1000,53.1711781520413,
159,418182.6734476614,188879.91413592608,0,23214,1000,27.597259600535892,
160,407273.9872101959,168944.1638481029,0,90442,1000,22.33101678084612,
161,409240.78807806387,202590.9531551154,0,128407,1000,19.54420649424386,
162,432684.9650513933,173313.07472839608,0,156001,1000,6.375046632593801,
163,431020.15614168305,181720.98586554462,0,202767,1000,75.60179381221978,
164,453573.873799354,181847.778491196,0,62173,1000,17.71402844877626,
165,409937.2029664459,209921.40463817204,0,230563,1000,24.895431640427745,
166,476539.6877388997,208611.75019501982,0,191245,1000,29.709870698455617,
167,420529.36315575126,194937.19552471503,0,42709,1000,21.10577957329157,
168,381377.00609271164,218208.98310602971,0,25098,1000,22.32501710196914,
169,400297.55754152936,213489.46355485506,0,132604,1000,24.895897999199306,
170,434609.0267450365,192723.25811867317,0,20459,1000,30.95637460744372,
171,427824.0017509303,147927.33710000932,0,141323,1000,39.428610037402436,
172,410435.92078867124,169494.91488057713,0,9316,1000,31.83057402214647,
173,412489.7064721943,226936.37962837683,0,167402,1000,33.92529690649728,
174,459381.4863351828,146673.58384423563,0,121823,1000,47.71591996252577,
175,420039.5689403385,219864.39796735643,0,14698,1000,20.530544999025604,
176,413742.4676908515,172765.64622864602,0,48368,1000,23.5778748977866,
177,434562.94511376636,194094.87437800728,0,11681,1000,20.50016659391778,
178,449669.5970828985,189965.8269811836,0,222374,1000,52.25241316840973,
179,429190.583486618,205955.32050669397,0,105610,1000,24.025638812048534,
180,416049.27028037846,161316.7931727265,0,141074,1000,35.368233184394896,
181,426592.67928234494,176469.65007916396,0,173948,1000,135.09264932246967,
182,452794.3228895711,211872.34688902122,0,138771,1000,36.30926352437178,
183,445989.84141600534,181306.75231101876,0,136881,1000,17.209914063621596,
184,423661.2662997072,164993.99479687086,0,48390,1000,19.684135697813375,
185,414123.75760944124,178837.0998058613,0,148047,1000,53.79616074780114,
186,439620.2245273609,157186.67534305764,0,136498,1000,27.356240393745907,
187,430485.5879056758,195198.48507860408,0,242520,1000,60.12331994345493,
188,428054.30507680925,181746.70528694335,0,105977,1000,40.250863636772635,
189,412311.7458028453,170332.4620941582,0,157654,1000,19.21691690895601,
190,414072.48835030175,160042.1646430403,0,111526,1000,29.918525053940733,
191,449681.3978199201,222071.91619469118,0,46446,1000,21.56880882507689,
192,439656.0549093093,146891.53746287487,0,47818,1000,18.397167415622956,
193,416896.1782473144,201574.6630890196,0,200827,1000,56.65945815688184,
194,431880.26768224733,196343.52379102487,0,21912,1000,30.41601770435063,
195,433805.59739522944,166970.08532754952,0,168149,1000,31.502360086109366,
196,447439.7941041974,174258.04891563056,0,215678,1000,33.392230817324695,
197,398839.0678439756,212726.34946626998,0,207946,1000,21.78302932626531,
198,433875.8268850237,181534.4522475503,0,129739,1000,0.01649562229782386,
199,421675.95853552397,192915.74906570834,0,122519,1000,18.31517486963651,
200,411712.817472516,178348.41488415233,0,35972,1000,20.255620516007127,
201,425762.52949841175,188653.16835019112,0,17544,1000,16.160840665275174,
202,418257.82924926793,180806.85479734273,0,141524,1000,17.77797003724467,
203,420312.1350354758,177470.26183697378,0,10656,1000,35.14389115946212,
204,446915.42728965566,185700.02946003815,0,159551,1000,24.944982644017784,
205,442700.3023963308,182677.8153491465,0,179067,1000,39.56740397613531,
206,460267.1846537217,197272.72281241088,0,96666,1000,22.824700378427902,
207,426738.97769416316,161273.0048658802,0,198692,1000,36.613695354780496,
208,400553.03639262676,211599.25445379768,0,187274,1000,43.95483976884615,
209,424687.8517890169,172448.55896557227,0,34897,1000,27.35866670755817,
210,448259.4058651338,187948.05140209795,0,93499,1000,27.471988962053604,
211,404753.43134131754,192651.612443135,0,154571,1000,25.26091464830722,
212,446855.98706371564,176168.68299511634,0,17520,1000,103.75550174405322,
213,393260.5092683403,199924.5084963988,0,137698,1000,23.452088769722334,
214,402698.76228331827,205082.8530971886,0,135070,1000,44.27336372074066,
215,428319.2407336433,163142.12059984053,0,222295,1000,115.88380152211374,
216,437735.38441504503,117440.36120196684,0,6706,1000,53.27380361320062,
217,453272.9760710052,208583.94537458225,0,232180,1000,13.17394401162294,
218,409406.2049172541,164099.1301697411,0,177043,1000,20.259564113999875,
219,452723.2208850615,207432.31583447117,0,233159,1000,36.23730345599562,
220,453039.2129120263,220001.0740249294,0,57814,1000,16.03374932819301,
221,434492.34679725306,186190.6157768281,0,97821,1000,28.8833255919392,
222,449147.71402711596,180809.97247169944,0,230204,1000,9.841825340736388,
223,440737.72264638374,181212.04844934453,0,210897,1000,19.35738232196704,
224,444483.8015005773,142244.7132056878,0,235719,1000,58.78166996677957,
225,444243.30606113246,192850.53439439455,0,32198,1000,11.689683289038344,
226,435370.52857823065,183834.80438332478,0,177679,1000,22.939137219457958,
227,432496.2157566049,158821.97579253052,0,186856,1000,132.19280984732953,
228,411378.2507175002,195920.4746836595,0,217112,1000,81.30019507155922,
229,438394.5445545474,196793.68207694846,0,20888,1000,22.87918877275143,
230,448570.8607848537,173964.52507437565,0,65545,1000,27.524523467560307,
231,433537.9882713535,192093.1223613651,0,64666,1000,4.943130337731645,
232,436636.8081141457,192495.57564705287,0,189196,1000,21.447034641961324,
233,431719.4136810807,163448.3291195548,0,128574,1000,86.97481242163036,
234,433078.9298937465,200941.48528908732,0,166965,1000,22.82726174470524,
235,439503.31145084684,167817.30874566632,0,39868,1000,21.430267008339285,
236,407649.3934097754,181626.86018421955,0,187992,1000,20.188848598507086,
237,430941.5212819612,186458.91507889086,0,121862,1000,72.87989579970711,
238,388808.01983714453,209983.2133343883,0,34104,1000,25.728905828755128,
239,431735.2494337904,144377.1185703296,0,210435,1000,17.999380318302887,
240,446183.78221743705,189484.14621273757,0,201285,1000,34.96930898518952,
241,459799.3589159451,194600.05964242545,0,128198,1000,37.385280971065704,
242,442208.2294418867,175601.68135985904,0,251819,1000,61.99214845162703,
243,471867.3296795379,142227.5376521219,0,240483,1000,18.351078762180894,
244,430778.22534963756,203046.06343256478,0,21940,1000,9.067360937399746,
245,393035.1956728886,223141.25677196585,0,248773,1000,17.06618584481075,
246,462943.3526016008,218604.45721231314,0,34976,1000,44.179849766794895,
247,424944.5109048927,181929.75717142734,0,152915,1000,26.910936552736942,
248,414318.94270652364,166294.8902963499,0,35877,1000,110.68193842707882,
249,416964.81693914055,191745.30965324346,0,128015,1000,25.93592411025263,
250,414155.1545794924,224400.26694514178,0,145905,1000,23.431808583175513,
251,398347.1826287846,184122.8427559314,0,106673,1000,29.1781402193609,
252,454970.47785759304,206500.36478097155,0,92245,1000,24.81262918345831,
253,446320.7684827097,184420.75236838363,0,166732,1000,36.85765694393173,
254,414668.252122154,164403.6294567226,0,59814,1000,26.69452496411158,
255,398304.3230284387,185359.15431792362,0,170974,1000,20.14259916109542,
256,443750.0190754891,145894.44048869953,0,94571,1000,26.59436996459459,
257,418255.6288343766,171104.4820067392,0,230439,1000,37.32517352159466,
258,398072.7003245805,211147.27322101733,0,232743,1000,21.069627384089422,
259,438965.36225079995,180115.94543560012,0,153997,1000,18.05053569920546,
260,421970.8793728381,187984.65614009084,0,152351,1000,26.965457393327213,
261,427355.31530357024,175546.46002008472,0,181074,1000,25.58620584866128,
262,433458.8821092344,168635.15921093506,0,40857,1000,42.83405058207688,
263,424743.56812662963,153919.59661652124,0,26758,1000,46.53110573338506,
264,418960.40586944344,169981.53192902464,0,201023,1000,31.067589842375316,
265,452368.9695652104,184004.25118113207,0,16417,1000,25.752836944170276,
266,429019.19905333524,200221.63296515713,0,129554,1000,13.58347665987513,
267,422027.8161437288,195538.76370652873,0,79535,1000,40.258252866314415,
268,424917.50269229856,159017.19710281238,0,69554,1000,35.04170130883167,
269,417918.479459439,181997.49000903635,0,93057,1000,69.51808530975781,
270,444010.1494421281,192143.9968751206,0,32165,1000,37.43183129644192,
271,436771.79577381205,142898.66386280453,0,45850,1000,49.26938838183129,
272,424829.634877922,181495.7503365736,0,182868,1000,16.087946191057327,
273,415996.27145815763,163455.5243073926,0,240716,1000,80.32859393959929,
274,411419.0091206308,190996.42554775006,0,5359,1000,22.066839656034617,
275,433507.13977672096,180541.9669092475,0,215596,1000,24.166249391597916,
276,415365.58248197095,172804.7099815703,0,96368,1000,17.587735793471726,
277,425176.44086898037,164930.8544994136,0,219577,1000,30.534592306676526,
278,416627.73172482126,190890.68779246052,0,119312,1000,18.870822225249707,
279,461997.5765678074,199479.72810874844,0,93982,1000,22.492096962391678,
280,407366.1698696371,191843.21888987717,0,83001,1000,25.403577026873737,
281,440144.24699263106,182586.40849931777,0,94386,1000,64.70996917451627,
282,396000.1190755941,205918.85371161666,0,85778,1000,25.674508081943113,
283,434911.71836494765,172750.18914575578,0,165408,1000,37.30944784281696,
284,454422.48038351996,195470.15729699697,0,192991,1000,37.37242253279834,
285,467994.4888629146,203742.44755171213,0,36471,1000,28.35782405954534,
286,401145.7745127754,189776.41156302657,0,136949,1000,5.771527365131578,
287,437670.6787136802,186923.8365135165,0,201367,1000,18.482380569581142,
288,427409.4125408492,205300.67163694077,0,94289,1000,16.712775967199878,
289,446374.6531119937,210870.17017432212,0,245273,1000,9.91577310825605,
290,431432.5679396682,184983.14651541735,0,120600,1000,55.86193689344546,
291,407255.2140440193,200851.71115463946,0,188982,1000,53.41155895472007,
292,401911.63627280627,182302.66728606567,0,37890,1000,18.178566876028768,
293,413303.79450945946,226482.66846324375,0,167635,1000,25.953361213158008,
294,396049.01251718117,198972.63154474393,0,163017,1000,57.94646933756155,
295,425801.23046257126,127109.86469082363,0,170574,1000,17.462822804721064,
296,437181.67723644903,146295.50181042022,0,239903,1000,28.09836487468275,
297,422860.3913873561,187681.0074013286,0,218714,1000,92.38402397562034,
298,424746.85341561714,160409.38333168512,0,137052,1000,85.68257293340336,
299,425741.674464387,172711.9064391529,0,23773,1000,21.204142940573785,
300,440272.18933344807,187295.0865244766,0,234444,1000,0.039460266397250233,
301,433596.48805962893,128628.5361293081,0,194526,1000,26.92349512135942,
302,464528.17989444896,201708.7695656783,0,78783,1000,37.01800656931651,
303,461832.2257597297,207489.33569844335,0,43958,1000,39.19346253164059,
304,433897.5406097982,180038.91857862205,0,73780,1000,73.01790041799521,
305,454900.397904018,194379.36267726595,0,15052,1000,26.88721451501395,
306,402349.50749487214,220226.40288258245,0,179741,1000,70.85385660066522,
307,416327.9529211109,169238.8504938019,0,110495,1000,33.891685639110506,
308,450525.67373201315,218454.73651533935,0,58048,1000,35.88336569321579,
309,416663.1975382302,172827.56225552567,0,10286,1000,20.14742287777409,
310,421418.99934589094,185519.1312450884,0,41479,1000,54.091101694432865,
311,433075.9652828317,193256.86503061655,0,34807,1000,0.07333435784547025,
312,432033.12354335375,185526.31647683328,0,86843,1000,30.68967596211337,
313,430017.3963811273,172893.70714795453,0,220275,1000,39.305788913199535,
314,439170.81488100375,189742.65715434973,0,29932,1000,18.53615235069942,
315,448048.005722721,158780.37663284747,0,41164,1000,58.096319718051284,
316,429109.597684939,180628.88911335022,0,108281,1000,39.777829452140296,
317,454127.7423043651,197100.40777764228,0,8127,1000,27.556047295907526,
318,435611.52400708693,163621.5294665323,0,6419,1000,36.39456214394646,
319,449156.94319149427,209741.04881720067,0,154159,1000,31.712894430342672,
320,411780.1944105647,195790.20789001242,0,217100,1000,22.99572569977411,
321,430859.5666308337,208026.62456729784,0,193137,1000,18.62825384098639,
322,508047.6863446371,164519.39142146116,0,209360,1000,31.24352374687426,
323,438843.0918738961,146115.40736684288,0,156257,1000,32.079084904743794,
324,430732.2278506208,182445.9585571847,0,208831,1000,17.82933706039715,
325,436899.35511640046,183003.9694113342,0,88751,1000,22.264490612108823,
326,418595.26773419126,182154.62301172456,0,25721,1000,39.702483983561535,
327,434112.11045251036,174401.58780863136,0,24572,1000,48.14807180615262,
328,448270.98304334126,184637.97714949326,0,109577,1000,24.12633274314111,
329,437985.3134273186,185033.80953048405,0,139859,1000,0.04057531361207733,
330,437491.9952345753,144563.25576684994,0,45838,1000,83.06489073714431,
331,387793.2355940803,190692.58523564757,0,101196,1000,55.81191691143594,
332,415441.73895686714,178923.60782093604,0,139133,1000,115.78642427114676,
333,424213.3402714144,223639.22176094045,0,181886,1000,36.789116670697744,
334,477598.0075141159,209623.27397346654,0,198608,1000,85.15283787750614,
335,443378.8255859378,209958.11949484915,0,173458,1000,25.55329683022732,
336,429929.9307226625,154452.94282901188,0,112614,1000,18.199421883793548,
337,432868.926806642,182036.1285466573,0,43314,1000,1.4083579350746136,
338,496836.4664337617,173232.00146883266,0,98893,1000,714.8076378877065,
339,420069.47575998894,189070.23924488967,0,93678,1000,25.245680695258155,
340,462793.19952207216,209936.19316755945,0,43987,1000,56.18122521650747,
341,468277.4053151847,143937.1716728754,0,28272,1000,28.69433417849802,
342,414386.3934127343,200827.92478367765,0,219541,1000,28.168262567081527,
343,434675.5438171181,163198.15190917687,0,214986,1000,0.13802164462118618,
344,431456.80234572367,177273.2184416818,0,14818,1000,41.30964992037372,
345,442914.0209877747,145663.2273901827,0,129063,1000,16.351819886585197,
346,450439.2609231034,202041.18263612816,0,236059,1000,60.653104633226725,
347,444093.2658291822,147192.0493299391,0,163624,1000,34.63428739892694,
348,427217.13563699217,169670.50788693735,0,1920,1000,22.67924869600113,
349,419330.55723566905,183741.63025776495,0,52649,1000,33.33245693492585,
350,428928.5070500304,138026.6890995678,0,7768,1000,54.72945080184126,
351,457173.92526592605,195982.78780856164,0,188212,1000,54.84801211987889,
352,448813.99628788646,190843.93385017265,0,27587,1000,16.572807743964507,
353,438548.8038112436,140430.29253696266,0,232243,1000,62.56815360006125,
354,460787.17944406095,192086.63197018957,0,95974,1000,18.285347650358226,
355,411713.25252545485,181532.56708427568,0,82438,1000,1.6902350063101097,
356,439478.3411665361,182743.39163730628,0,96672,1000,18.936709887076585,
357,433617.924105391,188709.73922775607,0,116835,1000,34.1522169195716,
358,398930.19405036594,176410.91843336044,0,14031,1000,27.887488938550305,
359,447045.68526283064,191524.30823503347,0,245642,1000,44.636877091558965,
360,439096.9201006904,157176.16450221563,0,56318,1000,34.51356792067556,
361,409663.96754461265,171403.30300321057,0,144807,1000,27.653816919155574,
362,435317.9499746178,191449.10564238843,0,65735,1000,18.20532559363283,
363,417309.5326061641,173611.7863264218,0,228087,1000,36.38511644455672,
364,418040.6512160285,189148.5097748888,0,205658,1000,21.057967350615947,
365,460398.0593397282,200995.3287571606,0,132348,1000,164.9799778560008,
366,447134.3579768487,183774.2189387931,0,17623,1000,48.26438447024508,
367,481732.35525628936,153848.28093007937,0,88571,1000,90.53887058133799,
368,405184.4760049255,216333.43866494775,0,207592,1000,54.25080836837092,
369,446503.6307989515,204469.6730594716,0,102883,1000,19.834383230383708,
370,433196.2301743042,165276.55336701396,0,113302,1000,86.05004915952381,
371,423841.8193326866,183934.49651896936,0,99818,1000,16.87516230987274,
372,463339.4871807729,142208.30669155566,0,11815,1000,50.839830953683695,
373,432853.19175501616,189546.71891103112,0,214311,1000,97.50160859912461,
374,407974.2730219159,169418.38514179576,0,179362,1000,37.751812397558844,
375,454952.59021362965,208756.36267731764,0,169110,1000,28.911465374757416,
376,401893.58131176204,214559.17529859036,0,207427,1000,22.607558297818965,
377,411796.9661120505,216227.01683845112,0,199570,1000,113.87274271823128,
378,414272.86618662876,217635.3859900246,0,62604,1000,0.4305082820071669,
379,407742.3154961827,169329.04671774758,0,33840,1000,45.9683142683048,
380,465002.4396164184,202990.86332417047,0,103420,1000,61.92198792637888,
381,453449.078421521,187049.0950864253,0,228561,1000,28.127131156067975,
382,412733.4365909401,222582.61614348393,0,248284,1000,37.9297478720556,
383,445493.95307240204,187511.07015188193,0,220534,1000,23.54643287761688,
384,393057.8370725781,198542.87324501402,0,213226,1000,57.42720868394545,
385,416292.4026192202,188355.5192964909,0,29627,1000,21.040118594127325,
386,433605.82734910824,185419.43140452553,0,77124,1000,40.68582065576791,
387,475075.9422135113,201645.3130355157,0,6840,1000,36.2292632290989,
388,427885.8929944415,188246.9732650568,0,162500,1000,18.457618544707724,
389,429395.24120169325,171252.24430617903,0,159321,1000,34.276504307925016,
390,458830.28732153255,199772.78302374875,0,121327,1000,0.469803632330595,
391,452459.61795235367,214144.92045460295,0,57336,1000,51.74584594760794,
392,387781.0102664107,193840.83432683928,0,214613,1000,20.318872316991367,
393,437920.59834082215,140029.0388293627,0,57259,1000,25.094580159007325,
394,441151.2837935415,191684.75177700553,0,227565,1000,29.134076541461106,
395,411810.48743921204,167201.32569837596,0,28690,1000,17.727256171141264,
396,401715.9163264469,170986.9329555313,0,123644,1000,32.79634212707966,
397,436322.74716395454,187441.7020396418,0,84474,1000,27.84803583011659,
398,444805.8511457884,192441.77011570704,0,22289,1000,25.26637321155427,
399,442093.1057742521,153443.1742379966,0,79080,1000,27.99116419217399,
