id,x,y,z,segment_id,length,section_offset,tags
1,-76.88339091361833,39.61255255564125,0,122833,1000,2.8695812654475812e-05,
2,-76.87889148000001,39.216331180000005,0,110032,1000,0.0002478003325199771,
3,-76.37368567228988,39.683154113685454,0,132223,1000,0.00043446161840736473,
4,-76.82896214492578,39.47511404421815,0,12062,1000,0.00021244106331007613,
5,-76.79700576557322,39.20616092932052,0,219598,1000,7.998196187622619e-05,
6,-76.51670938700818,39.331928079075176,0,189309,1000,0.00021321981737382732,
7,-76.63914115228258,39.53980377619339,0,193132,1000,0.0005711915819640462,
8,-77.1006066,39.4037608,0,110797,1000,0.00026160122323764867,
9,-76.50504459999999,39.3272878,0,24818,1000,0.0006022145796936324,
10,-76.54265537852717,39.34438949784054,0,234466,1000,0.0005934956296948636,
11,-76.92071103067833,39.18744609562984,0,77727,1000,0.00022781156849473823,
12,-76.68678538197597,39.04719356040173,0,218048,1000,7.404056489477574e-06,
13,-76.64181284,39.34440684,0,63229,1000,0.00024225649877515631,
14,-76.53950016,39.39632698,0,145268,1000,0.0005012194090376177,
15,-75.9206657,39.05178492,0,131684,1000,0.0009734647268401842,
16,-76.52611115198474,39.14074979636317,0,144615,1000,0.0003732510501826064,
17,-76.7898293,39.14798042,0,135160,1000,0.0014243116086019932,
18,-76.30832094,39.44335466,0,96169,1000,0.0008880296679694352,
19,-76.69251392,39.49693218,0,11402,1000,0.0004334675222017973,
20,-77.02208370815373,39.49385594175046,0,80530,1000,0.00039261348392395385,
21,-76.69418163744213,39.30298001877308,0,107470,1000,0.0005245917370506457,
22,-76.60179407060076,39.20834563435016,0,108736,1000,0.00025664624337194436,
23,-76.825261,39.440255,0,5722,1000,0.0002414953415703678,
24,-76.62545302,39.25515526,0,153377,1000,0.0003097462187004837,
25,-76.45922653152144,39.459891922060244,0,12809,1000,0.00014195385148000649,
26,-76.3666872,39.5567588,0,90371,1000,0.00048152889841359466,
27,-76.55733601206875,38.9467730420582,0,26235,1000,0.00020505780699021502,
28,-76.4996572,39.3603542,0,189758,1000,0.00018695368410002122,
29,-76.95748520268451,39.256960021785716,0,214094,1000,0.0003716244353341961,
30,-76.74458203367162,39.34874210654344,0,8104,1000,0.0002911815424626192,
31,-76.9402536,39.5739146,0,244196,1000,0.00021241167576490684,
32,-76.67183302,39.6284351,0,176057,1000,0.00017010568009566407,
33,-76.69461696,39.50294746,0,68428,1000,0.00033560117282579647,
34,-76.4343628,39.433439,0,240700,1000,0.0004524358960077344,
35,-76.54534591134751,39.33241074900876,0,139836,1000,0.0003447467558332765,
36,-76.61868708,39.41051022,0,113459,1000,0.0002516804577292498,
37,-76.1942729,39.4830248,0,155939,1000,0.0005795899239996313,
38,-76.63466729509881,39.11780496281219,0,227254,1000,0.00032892286007482727,
39,-76.65945834557107,38.993447137635634,0,183997,1000,6.959567007148978e-05,
40,-76.64518860814762,39.287814610790385,0,72986,1000,0.0002858336136303894,
41,-76.55981582,38.92475022,0,139572,1000,0.00043423571110842615,
42,-76.4948936,39.4524184,0,100000,1000,0.0001948669289555486,
43,-77.06717427724085,39.650656596127476,0,184899,1000,0.00031793302211899317,
44,-76.59217794156024,38.92794345270557,0,183754,1000,0.0006858443684678567,
45,-76.52608634,39.39555914,0,40979,1000,0.0002305709504580008,
46,-77.20045018328352,39.700697092537254,0,155278,1000,0.00031800351209822003,
47,-76.6802838846425,39.674991923684736,0,181623,1000,0.00021850016241333855,
48,-76.88800407761411,39.68081748169898,0,148564,1000,0.0006070200325404455,
49,-76.18048926084593,38.96631090989119,0,29833,1000,0.0007918323766036011,
50,-76.44888009588196,39.41074160369377,0,52781,1000,0.0003188652864009515,
51,-76.66364564,39.25337096,0,13015,1000,0.00014721636865193768,
52,-76.72968450303124,39.17133893869473,0,220145,1000,0.003463479182493537,
53,-77.05523288,39.24953854,0,4140,1000,0.0002636990405702242,
54,-76.50632148,39.345280360000004,0,11114,1000,0.0004761189767319674,
55,-76.70653538,39.384137200000005,0,197027,1000,0.0003842059531051185,
56,-77.0874842,39.5454174,0,70487,1000,0.001807285699605316,
57,-76.52720111005044,39.33159007243503,0,86638,1000,0.0007255051016442583,
58,-76.1376513,39.48954622,0,82969,1000,0.00017756298713661318,
59,-76.32191579939729,39.45188766408122,0,27163,1000,0.00034614908052655,
60,-77.03102032,39.29436194,0,93269,1000,0.0009816941438190651,
61,-76.08807579399752,39.54354572716376,0,207613,1000,0.000422258575559466,
62,-76.77843186000001,39.23114476,0,180020,1000,0.000271030897132243,
63,-76.51571180362706,38.96648120487591,0,235535,1000,0.0006803570489356142,
64,-76.62144252,38.74876004,0,64161,1000,0.0004125022569597184,
65,-76.40123167059436,39.57571601772583,0,64836,1000,0.0007409301408572083,
66,-76.870873501669,39.20612604674318,0,201971,1000,0.00038385819999046104,
67,-76.88462916514301,39.59860381600774,0,92617,1000,0.0003187512215444057,
68,-76.41433359999999,39.48474726,0,76408,1000,0.00019231056549098095,
69,-76.55597968844981,39.439038068955675,0,111232,1000,0.00021614157833389075,
70,-76.28189630150506,39.53511758441896,0,43953,1000,0.0002054541806705215,
71,-76.64597849859247,39.16925835632918,0,65655,1000,6.477527259443596e-06,
72,-76.6457089966273,39.35986184897302,0,63381,1000,1.2073053126919723e-05,
73,-77.03481869530341,39.59246342472498,0,27878,1000,0.000603159621993819,
74,-76.7737072,39.10671362,0,41424,1000,0.00030524152797031665,
75,-76.72718868,39.4548769,0,75932,1000,0.0005586955149330669,
76,-76.57049658628698,39.31347179424938,0,198778,1000,0.00018830612668433992,
77,-76.4043906,39.4806886,0,19645,1000,0.0002291032954808117,
78,-76.67894928,39.2304137,0,80005,1000,0.0002395002931086931,
79,-76.98241546,39.58584862,0,233918,1000,1.2670595876875316e-05,
80,-76.43745688,39.325549280000004,0,109586,1000,0.00020519769199698132,
81,-76.44150248,39.39556302,0,27620,1000,0.0001864833633351638,
82,-76.66053272410909,39.3149825563225,0,222312,1000,0.0001356114888096901,
83,-76.9452608,39.5256688,0,49713,1000,0.00024044891350095594,
84,-77.1352922,39.7191134,0,228497,1000,0.0002632048631718334,
85,-76.8209532,39.25852424,0,164308,1000,0.00018552048296441943,
86,-76.5614619,39.26693772,0,2638,1000,0.0009013597585895617,
87,-76.44511775468702,39.4271941644163,0,19138,1000,2.9531538668379706e-07,
88,-76.7062199748213,39.362478454744455,0,231072,1000,0.0004354877892269153,
89,-76.51173492,38.88771472,0,214787,1000,0.000536021116002055,
90,-76.985367,39.56495194,0,42020,1000,0.00035415444314989896,
91,-76.64885094,39.720870919999996,0,73655,1000,0.00019210430500143471,
92,-76.6095192,39.37476492,0,118459,1000,0.00036525082669885555,
93,-76.75047598,39.69235652,0,75622,1000,0.00046522543008431413,
94,-76.75526496,39.35269438,0,23014,1000,0.00025245679234798813,
95,-76.68134857003241,39.20397897471853,0,19747,1000,0.00023542833293165087,
96,-76.6674725653018,39.331978018295835,0,111415,1000,0.00032021763267720135,
97,-76.77223904,39.31497544,0,156324,1000,0.0003860059937283161,
98,-76.62535992,39.34511362,0,25335,1000,0.0005766550553062061,
99,-76.62872501999999,39.151933480000004,0,90978,1000,0.00025863143814076314,
100,-76.69571662,38.997469640000006,0,141264,1000,0.0001978354063366894,
101,-76.96170985901058,39.55667127896853,0,191535,1000,0.0002766880761610517,
102,-76.4551824,39.31586532,0,29279,1000,0.0006812284480281418,
103,-76.56223127610274,39.51000958716213,0,223833,1000,0.0002961658594426633,
104,-76.60946286,39.31754852,0,114858,1000,0.0005791203536431917,
