"","weights"
"1",0.547312131251234
"2",6.45842612243677e-320
"3",6.45842612243677e-320
"4",6.45842612243677e-320
"5",6.45842612243677e-320
"6",6.45842612243677e-320
"7",6.45842612243677e-320
"8",0.393311308552756
"9",0.0506457442107075
"10",4.33343001657527e-283
"11",4.33343001657527e-283
"12",4.33343001657527e-283
"13",4.33343001657527e-283
"14",4.33343001657527e-283
"15",1.42571979194818
"16",0.203832185733695
"17",0.626722970863241
"18",0.626722970863241
"19",5.97360534514626e-142
"20",5.97360534514626e-142
"21",5.97360534514626e-142
"22",5.97360534514626e-142
"23",5.97360534514626e-142
"24",6.31153782052562e-145
"25",6.31153782052562e-145
"26",6.31153782052562e-145
"27",6.31153782052562e-145
"28",2.50511771448601e-221
"29",2.50511771448601e-221
"30",2.50511771448601e-221
"31",0.0977691154059357
"32",1.05640779951125e-05
"33",3.62561644405359e-145
"34",3.62561644405359e-145
"35",3.62561644405359e-145
"36",3.62561644405359e-145
"37",3.77606988975247
"38",3.77606988975247
"39",3.71133205491447e-06
"40",5.05568144678195e-73
"41",5.05568144678195e-73
"42",2.83767837036733e-144
"43",2.83767837036733e-144
"44",2.83767837036733e-144
"45",2.83767837036733e-144
"46",1.0533162209782e-05
"47",1.51435270433661e-213
"48",1.51435270433661e-213
"49",1.51435270433661e-213
"50",1.51435270433661e-213
"51",1.51435270433661e-213
"52",1.51435270433661e-213
"53",4.1076711528342e-73
"54",4.1076711528342e-73
"55",2.83657265480303e-05
"56",2.37522383791838e-218
"57",2.37522383791838e-218
"58",2.37522383791838e-218
"59",2.37522383791838e-218
"60",2.37522383791838e-218
"61",6.08631445616581e-74
"62",6.08631445616581e-74
"63",1.50467537485256e-72
"64",1.50467537485256e-72
"65",1.50467537485256e-72
"66",1.50467537485256e-72
"67",1.50467537485256e-72
"68",2.78329213510985e-215
"69",2.78329213510985e-215
"70",2.78329213510985e-215
"71",2.78329213510985e-215
"72",0.319267208237005
"73",4.78198063216321e-05
"74",0.738216781894802
"75",0.738216781894802
"76",1.78868703870357e-72
"77",1.78868703870357e-72
"78",0.0506457442107075
"79",8.87943324397357e-217
"80",8.87943324397357e-217
"81",8.87943324397357e-217
"82",8.87943324397357e-217
"83",2.71826929595667
"84",2.71826929595667
"85",1.50817769218826
"86",1.50817769218826
"87",8.19413723164716e-07
"88",0.107544517424521
"89",3.23576139726542e-147
"90",3.23576139726542e-147
"91",3.23576139726542e-147
"92",0.0685597339860533
"93",6.66735691654382e-212
"94",6.66735691654382e-212
"95",6.66735691654382e-212
"96",6.66735691654382e-212
"97",1.27241451507723e-06
"98",5.86518059138304e-06
"99",8.70602102585567e-06
"100",4.87457225484526e-07
"101",3.94396986819636e-75
"102",3.94396986819636e-75
"103",0.365352746902259
"104",0.0765431789517603
"105",0.00289420499592872
"106",0.140067611460585
"107",0.140067611460585
"108",6.31246993502042e-07
"109",0.893733783715433
"110",0.893733783715433
"111",8.94060445105853e-73
"112",8.94060445105853e-73
"113",8.94060445105853e-73
"114",0.337813316604612
"115",0.337813316604612
"116",3.27945275531965e-215
"117",3.27945275531965e-215
"118",3.27945275531965e-215
"119",1.55076890338793e-71
"120",1.55076890338793e-71
"121",1.55076890338793e-71
"122",0.217607437619176
"123",14.6099582886554
"124",0.842285690731268
"125",0.606157455044737
"126",0.606157455044737
"127",27.6342948688075
"128",27.6342948688075
"129",4.87279164408454e-74
"130",4.87279164408454e-74
"131",4.87279164408454e-74
"132",5.52193552880785e-74
"133",5.52193552880785e-74
"134",5.52193552880785e-74
"135",5.52193552880785e-74
"136",5.52193552880785e-74
"137",2.12008348249433e-74
"138",2.12008348249433e-74
"139",6.12900485172906e-75
"140",6.12900485172906e-75
"141",0.28616221144912
"142",1.11078791545833e-141
"143",1.11078791545833e-141
"144",1.11078791545833e-141
"145",1.72796771506543e-05
"146",4.61492045154617
"147",1.15463307125812e-145
"148",1.15463307125812e-145
"149",1.15463307125812e-145
"150",1.15463307125812e-145
"151",1.98118330742925e-211
"152",1.98118330742925e-211
"153",1.98118330742925e-211
"154",1.98118330742925e-211
"155",1.08620475433313e-73
"156",1.08620475433313e-73
"157",2.71826929595667
"158",2.71826929595667
"159",7.47869859920304e-80
"160",7.47869859920304e-80
"161",3.42653964996452e-79
"162",3.42653964996452e-79
"163",6.21450129070679e-07
"164",9.09619840373029e-74
"165",9.09619840373029e-74
"166",3.93325234180179e-74
"167",3.93325234180179e-74
"168",0.0438654297134545
"169",3.23682580015628
"170",3.23682580015628
"171",6.84929925152672e-213
"172",6.84929925152672e-213
"173",6.84929925152672e-213
"174",1.55329106121123
"175",3.42181292868574e-07
"176",4.51166484311826e-66
"177",4.51166484311826e-66
"178",1.50017160792954e-74
"179",1.50017160792954e-74
"180",1.37614509384747e-06
"181",2.19244057698722e-215
"182",2.19244057698722e-215
"183",2.19244057698722e-215
"184",2.19244057698722e-215
"185",3.54135174141941e-146
"186",3.54135174141941e-146
"187",3.54135174141941e-146
"188",1.23419843188874e-138
"189",1.23419843188874e-138
"190",1.23419843188874e-138
"191",1.23419843188874e-138
"192",6.87844285925005e-72
"193",6.87844285925005e-72
"194",1.64224472930284e-71
"195",1.64224472930284e-71
"196",1.64224472930284e-71
"197",1.64224472930284e-71
"198",1.64224472930284e-71
"199",7.88262490681811
"200",0.131509307349894
"201",0.220449121761713
"202",1.9518189724199e-05
"203",7.33358391781647e-74
"204",7.33358391781647e-74
"205",2.69907654469767e-218
"206",2.69907654469767e-218
"207",2.69907654469767e-218
"208",2.69907654469767e-218
"209",2.69907654469767e-218
"210",5.54317944608567e-06
"211",8.95095153169336e-74
"212",8.95095153169336e-74
"213",8.95095153169336e-74
"214",8.13200958753393e-75
"215",8.13200958753393e-75
"216",5.19107254829666e-139
"217",5.19107254829666e-139
"218",5.19107254829666e-139
