"","weights"
"1",1.43162582556407
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0.926560377723699
"9",0.0231292203512945
"10",0
"11",0
"12",0
"13",0
"14",0
"15",1.12419033172819
"16",0.391200879767771
"17",1.7390742960758
"18",1.7390742960758
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0.103026039264149
"32",9.2986573493469e-227
"33",0
"34",0
"35",0
"36",0
"37",12.3481825432729
"38",12.3481825432729
"39",2.07083141039117e-227
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",4.10919637022493e-227
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",3.40290594752745e-226
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0.509346938501384
"73",4.21135576102864e-226
"74",1.63701549693803
"75",1.63701549693803
"76",0
"77",0
"78",0.0231292203512945
"79",0
"80",0
"81",0
"82",0
"83",11.0447944934526
"84",11.0447944934526
"85",5.10271738543073
"86",5.10271738543073
"87",2.92724222398705e-228
"88",0.162371776218807
"89",0
"90",0
"91",0
"92",0.0651995609304286
"93",0
"94",0
"95",0
"96",0
"97",6.04896859315678e-228
"98",4.53361364748036e-227
"99",4.52089341501868e-227
"100",2.16126593421196e-228
"101",0
"102",0
"103",0.589640586056033
"104",0.153675738822509
"105",4.11555049319465e-224
"106",0.203232610628574
"107",0.203232610628574
"108",2.98267800997963e-228
"109",2.74802367000542
"110",2.74802367000542
"111",0
"112",0
"113",0
"114",0.638812756742402
"115",0.638812756742402
"116",0
"117",0
"118",0
"119",0
"120",0
"121",0
"122",0.740133112077413
"123",35.4957586446477
"124",1.73442498040006
"125",0.807357242834525
"126",0.807357242834525
"127",110.055275623219
"128",110.055275623219
"129",0
"130",0
"131",0
"132",0
"133",0
"134",0
"135",0
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0.354377304496531
"142",0
"143",0
"144",0
"145",1.02707337280049e-226
"146",19.9536825973323
"147",0
"148",0
"149",0
"150",0
"151",0
"152",0
"153",0
"154",0
"155",0
"156",0
"157",11.0447944934526
"158",11.0447944934526
"159",0
"160",0
"161",0
"162",0
"163",1.70989765606871e-228
"164",0
"165",0
"166",0
"167",0
"168",0.0149800417535204
"169",11.4993538266629
"170",11.4993538266629
"171",0
"172",0
"173",0
"174",3.77944468434383
"175",2.32611306215152e-228
"176",0
"177",0
"178",0
"179",0
"180",5.58335341406164e-228
"181",0
