hhincome,24003,24005,24013,24025,24027,24035,24510
1,203336.0,312900.0,60004.0,91727.0,108555.0,17522.0,242268.0
2,3.2,4.8,2.6,4.2,2.3,3.0,13.1
3,2.1,3.4,2.4,2.9,1.9,2.4,7.5
4,5.0,7.5,6.8,6.3,3.5,5.4,11.6
5,5.3,8.3,6.3,6.5,4.2,6.5,11.1
6,9.3,12.2,10.0,9.2,6.2,8.9,13.0
7,16.2,19.1,15.2,17.6,13.3,18.1,16.7
8,14.7,13.8,15.1,15.2,13.2,12.6,10.0
9,21.7,17.0,21.9,21.0,22.8,24.2,9.9
10,11.2,7.3,12.0,9.5,14.5,9.4,3.7
11,11.3,6.7,7.8,7.6,18.0,9.5,3.4
