id,x,y,z,traffic_light_id,tags,node_type,osmid
1063422157,-76.3205082,38.9792312,0,0,,3,-1
1063422170,-76.3208928,38.9807461,0,0,,3,-1
1063422214,-76.3222248,38.9797274,0,0,,3,-1
1063422258,-76.3198186,38.9823682,0,0,,3,-1
1063422272,-76.3210873,38.9807982,0,0,,3,-1
1063422276,-76.321557,38.9795648,0,0,,2,-1
1063422309,-76.3234546,38.9789257,0,0,,3,-1
1063422333,-76.3222925,38.9776827,0,0,,3,-1
1063422408,-76.321974,38.9785087,0,0,,2,-1
1063422417,-76.3226886,38.9766624,0,0,,2,-1
1063435937,-76.3183152,38.9825892,0,0,,2,-1
1063435946,-76.317865,38.9833468,0,0,,3,-1
1063435950,-76.3143335,38.9854101,0,0,,2,-1
1063435966,-76.3147145,38.9869767,0,0,,2,-1
1063436057,-76.3179506,38.9834934,0,0,,3,-1
1063436068,-76.3188624,38.9832606,0,0,,3,-1
1063436122,-76.3184079,38.9855121,0,0,,2,-1
1063436142,-76.319085,38.9833043,0,0,,3,-1
1063436169,-76.3184949,38.9827706,0,0,,2,-1
1063442767,-76.2894842,38.9787977,0,0,,3,-1
1063442774,-76.2897923,38.9787637,0,0,,2,-1
1063442818,-76.2892687,38.978627,0,0,,3,-1
1063442822,-76.2889799,38.9786602,0,0,,2,-1
1063442830,-76.2892405,38.9787569,0,0,,3,-1
1063442876,-76.289535,38.9786664,0,0,,3,-1
1063442883,-76.2895057,38.978627,0,0,,3,-1
1063442895,-76.2893144,38.9785972,0,0,,3,-1
1063442920,-76.2894633,38.9783278,0,0,,2,-1
1063451541,-76.2803027,38.973721,0,0,,2,-1
1063451549,-76.2800277,38.9740001,0,0,,2,-1
1063451557,-76.2804943,38.9743356,0,0,,2,-1
1063451563,-76.2807573,38.9740929,0,0,,2,-1
1063451651,-76.282946,38.9748446,0,0,,2,-1
1063452474,-76.2764671,38.9498139,0,0,,2,-1
1063452491,-76.2767743,38.9491088,0,0,,2,-1
1063455268,-76.2514135,38.9716768,0,0,,2,-1
1063455269,-76.2509338,38.971308,0,0,,2,-1
1063455281,-76.2896031,38.9773808,0,0,,2,-1
1063455285,-76.2902026,38.9771306,0,0,,2,-1
1063455290,-76.2896769,38.9769106,0,0,,2,-1
1063455733,-76.2117302,38.9615943,0,0,,2,-1
1063458925,-76.0740638,39.0359569,0,0,,2,-1
1063458927,-76.0737578,39.0359503,0,0,,2,-1
1311880215,-76.0719,39.0406258,0,0,,3,-1
1540749672,-76.1404521,38.9800798,0,0,,2,-1
1661249174,-76.047296,38.9961784,0,0,,2,-1
1661249199,-76.0469031,38.9962527,0,0,,3,-1
1661249571,-76.0810569,39.0145459,0,0,,3,-1
1661249644,-76.0781499,39.0150331,0,0,,3,-1
1661249667,-76.0718428,39.0152246,0,0,,3,-1
1661249866,-76.075106,39.0155221,0,0,,3,-1
1661250080,-76.0765369,39.0175002,0,0,,2,-1
1661250081,-76.0765224,39.0178321,0,0,,2,-1
1661250637,-76.0299919,39.0247341,0,0,,3,-1
1661250759,-76.0291065,39.0249038,0,0,,3,-1
1661252107,-76.0735619,39.0362408,0,0,,2,-1
1847632957,-76.250278,38.9711756,0,0,,2,-1
1989622971,-76.3204201,38.9132812,0,0,,2,-1
2017166530,-76.1366324,38.9787013,0,0,,3,-1
2017166538,-76.1379361,38.9789929,0,0,,3,-1
2017166557,-76.1389474,38.9793628,0,0,,3,-1
2017166559,-76.1385411,38.9793832,0,0,,3,-1
2017166587,-76.1623744,38.9816468,0,0,,3,-1
2017166591,-76.1619687,38.9816692,0,0,,3,-1
2017166695,-76.1495642,38.9822391,0,0,,3,-1
2037152214,-76.3104515,38.9759617,0,0,,2,-1
2037152267,-76.3105611,38.976069,0,0,,2,-1
2037152286,-76.3106438,38.9760245,0,0,,2,-1
2037152295,-76.3105259,38.9759091,0,0,,2,-1
2391073646,-76.1203408,38.9701962,0,0,,3,-1
2440989792,-76.0624738,38.9403136,0,0,,3,-1
2440989793,-76.0626314,38.9398438,0,0,,3,-1
2440989797,-76.063226,38.9394421,0,0,,2,-1
2440989800,-76.0629966,38.9394039,0,0,,2,-1
2440989803,-76.0626327,38.9390391,0,0,,3,-1
2440989804,-76.0618996,38.9391931,0,0,,2,-1
2440989805,-76.0614151,38.9391099,0,0,,2,-1
2462393495,-76.1828065,38.9659199,0,0,,2,-1
2462393501,-76.1830663,38.9661617,0,0,,2,-1
2619134046,-75.9372181,39.0091833,0,0,,2,-1
2751034580,-76.3091475,38.9598433,0,0,,2,-1
3605815180,-76.2686384,38.9747898,0,0,,2,-1
3637945354,-76.2596647,38.9281335,0,0,,2,-1
4131101404,-76.0139192,39.0406249,0,0,,3,-1
4131101408,-76.0141205,39.0407904,0,0,,3,-1
4429093890,-76.1425487,38.9939488,0,0,,2,-1
4694636209,-76.0270367,39.0271944,0,0,,3,-1
4730095108,-76.0292912,39.0275832,0,0,,3,-1
4796033384,-75.9741371,38.9235959,0,0,,3,-1
4796033410,-76.009888,38.929623,0,0,,3,-1
5112003572,-76.0286059,39.0279937,0,0,,3,-1
5112003581,-76.0290033,39.0281507,0,0,,2,-1
5112003583,-76.0290345,39.0280432,0,0,,2,-1
5112003584,-76.029087,39.0280045,0,0,,2,-1
5112003588,-76.0293426,39.0280493,0,0,,2,-1
5112003591,-76.0293374,39.0282092,0,0,,2,-1
5112003605,-76.0253233,39.0273587,0,0,,2,-1
5112003608,-76.025407,39.0272126,0,0,,2,-1
5112003613,-76.0256886,39.0273098,0,0,,2,-1
5112003615,-76.0256574,39.0274173,0,0,,2,-1
