id,width,vehicle_mode,bus_lane,can_stop,can_park,high_occ_veh,has_road_shoulder,segment,tags
15001,3.2,,0,0,0,0,0,150,
15100,3.2,,0,0,0,0,0,151,
15101,3.2,,0,0,0,0,0,151,
15200,3.2,,0,0,0,0,0,152,
15201,3.2,,0,0,0,0,0,152,
15300,3.2,,0,0,0,0,0,153,
15301,3.2,,0,0,0,0,0,153,
15400,3.2,,0,0,0,0,0,154,
15401,3.2,,0,0,0,0,0,154,
15500,3.2,,0,0,0,0,0,155,
15501,3.2,,0,0,0,0,0,155,
15600,3.2,,0,0,0,0,0,156,
15601,3.2,,0,0,0,0,0,156,
15700,3.2,,0,0,0,0,0,157,
15701,3.2,,0,0,0,0,0,157,
15800,3.2,,0,0,0,0,0,158,
15801,3.2,,0,0,0,0,0,158,
15900,3.2,,0,0,0,0,0,159,
15901,3.2,,0,0,0,0,0,159,
16000,3.2,,0,0,0,0,0,160,
16001,3.2,,0,0,0,0,0,160,
16100,3.2,,0,0,0,0,0,161,
16101,3.2,,0,0,0,0,0,161,
16200,3.2,,0,0,0,0,0,162,
16201,3.2,,0,0,0,0,0,162,
16300,3.2,,0,0,0,0,0,163,
16301,3.2,,0,0,0,0,0,163,
16400,3.2,,0,0,0,0,0,164,
16401,3.2,,0,0,0,0,0,164,
16500,3.2,,0,0,0,0,0,165,
16501,3.2,,0,0,0,0,0,165,
16600,3.2,,0,0,0,0,0,166,
16601,3.2,,0,0,0,0,0,166,
16700,3,,0,0,0,0,0,167,
16800,3,,0,0,0,0,0,168,
16900,3,,0,0,0,0,0,169,
17000,3,,0,0,0,0,0,170,
17100,3.2,,0,0,0,0,0,171,
17101,3.2,,0,0,0,0,0,171,
17200,3.2,,0,0,0,0,0,172,
17201,3.2,,0,0,0,0,0,172,
17300,3.2,,0,0,0,0,0,173,
17301,3.2,,0,0,0,0,0,173,
17400,3.2,,0,0,0,0,0,174,
17401,3.2,,0,0,0,0,0,174,
17500,3.2,,0,0,0,0,0,175,
17501,3.2,,0,0,0,0,0,175,
17600,3.2,,0,0,0,0,0,176,
17601,3.2,,0,0,0,0,0,176,
17700,3.2,,0,0,0,0,0,177,
17701,3.2,,0,0,0,0,0,177,
17800,3.2,,0,0,0,0,0,178,
17801,3.2,,0,0,0,0,0,178,
17900,3.2,,0,0,0,0,0,179,
17901,3.2,,0,0,0,0,0,179,
18000,3.2,,0,0,0,0,0,180,
18001,3.2,,0,0,0,0,0,180,
18100,3.2,,0,0,0,0,0,181,
18101,3.2,,0,0,0,0,0,181,
18200,3,,0,0,0,0,0,182,
18300,3.6,,0,0,0,0,0,183,
18301,3.6,,0,0,0,0,0,183,
18400,3.6,,0,0,0,0,0,184,
18401,3.6,,0,0,0,0,0,184,
18500,3.6,,0,0,0,0,0,185,
18501,3.6,,0,0,0,0,0,185,
18600,3.6,,0,0,0,0,0,186,
18601,3.6,,0,0,0,0,0,186,
18700,3.6,,0,0,0,0,0,187,
18701,3.6,,0,0,0,0,0,187,
18800,3.6,,0,0,0,0,0,188,
18801,3.6,,0,0,0,0,0,188,
18900,3.6,,0,0,0,0,0,189,
18901,3.6,,0,0,0,0,0,189,
19000,3.6,,0,0,0,0,0,190,
19001,3.6,,0,0,0,0,0,190,
19100,3.6,,0,0,0,0,0,191,
19101,3.6,,0,0,0,0,0,191,
19200,3.6,,0,0,0,0,0,192,
19201,3.6,,0,0,0,0,0,192,
19300,3.6,,0,0,0,0,0,193,
19301,3.6,,0,0,0,0,0,193,
19400,3.6,,0,0,0,0,0,194,
19401,3.6,,0,0,0,0,0,194,
19500,3.6,,0,0,0,0,0,195,
19501,3.6,,0,0,0,0,0,195,
19600,3.6,,0,0,0,0,0,196,
19601,3.6,,0,0,0,0,0,196,
19700,3.6,,0,0,0,0,0,197,
19701,3.6,,0,0,0,0,0,197,
19800,3.6,,0,0,0,0,0,198,
19801,3.6,,0,0,0,0,0,198,
19900,3.6,,0,0,0,0,0,199,
19901,3.6,,0,0,0,0,0,199,
20000,3.6,,0,0,0,0,0,200,
20001,3.6,,0,0,0,0,0,200,
20100,3.6,,0,0,0,0,0,201,
20101,3.6,,0,0,0,0,0,201,
20200,3.6,,0,0,0,0,0,202,
20201,3.6,,0,0,0,0,0,202,
20300,3.6,,0,0,0,0,0,203,
20301,3.6,,0,0,0,0,0,203,
20400,3.6,,0,0,0,0,0,204,
20401,3.6,,0,0,0,0,0,204,
20500,3.6,,0,0,0,0,0,205,
20501,3.6,,0,0,0,0,0,205,
20600,3.6,,0,0,0,0,0,206,
20601,3.6,,0,0,0,0,0,206,
20700,3.6,,0,0,0,0,0,207,
20701,3.6,,0,0,0,0,0,207,
20800,3.6,,0,0,0,0,0,208,
20801,3.6,,0,0,0,0,0,208,
20900,3.6,,0,0,0,0,0,209,
20901,3.6,,0,0,0,0,0,209,
21000,3.6,,0,0,0,0,0,210,
21001,3.6,,0,0,0,0,0,210,
21100,3.6,,0,0,0,0,0,211,
21101,3.6,,0,0,0,0,0,211,
21200,3.6,,0,0,0,0,0,212,
21201,3.6,,0,0,0,0,0,212,
21300,3.6,,0,0,0,0,0,213,
21301,3.6,,0,0,0,0,0,213,
21400,3.6,,0,0,0,0,0,214,
21401,3.6,,0,0,0,0,0,214,
21500,3.6,,0,0,0,0,0,215,
21501,3.6,,0,0,0,0,0,215,
21600,3.6,,0,0,0,0,0,216,
21601,3.6,,0,0,0,0,0,216,
21700,3.6,,0,0,0,0,0,217,
21701,3.6,,0,0,0,0,0,217,
21800,3.6,,0,0,0,0,0,218,
21801,3.6,,0,0,0,0,0,218,
21900,3.6,,0,0,0,0,0,219,
21901,3.6,,0,0,0,0,0,219,
22000,3.6,,0,0,0,0,0,220,
22001,3.6,,0,0,0,0,0,220,
22100,3.6,,0,0,0,0,0,221,
22101,3.6,,0,0,0,0,0,221,
22200,3.6,,0,0,0,0,0,222,
22201,3.6,,0,0,0,0,0,222,
22300,3.6,,0,0,0,0,0,223,
22301,3.6,,0,0,0,0,0,223,
22400,3.6,,0,0,0,0,0,224,
22401,3.6,,0,0,0,0,0,224,
22500,3.6,,0,0,0,0,0,225,
22501,3.6,,0,0,0,0,0,225,
22600,3.2,,0,0,0,0,0,226,
22601,3.2,,0,0,0,0,0,226,
22700,3.2,,0,0,0,0,0,227,
22701,3.2,,0,0,0,0,0,227,
22800,3.2,,0,0,0,0,0,228,
22801,3.2,,0,0,0,0,0,228,
22900,3.2,,0,0,0,0,0,229,
22901,3.2,,0,0,0,0,0,229,
23000,3.2,,0,0,0,0,0,230,
23001,3.2,,0,0,0,0,0,230,
23100,3.2,,0,0,0,0,0,231,
23101,3.2,,0,0,0,0,0,231,
23200,3.2,,0,0,0,0,0,232,
23201,3.2,,0,0,0,0,0,232,
23300,3.2,,0,0,0,0,0,233,
23301,3.2,,0,0,0,0,0,233,
23400,3.2,,0,0,0,0,0,234,
23401,3.2,,0,0,0,0,0,234,
23500,3.2,,0,0,0,0,0,235,
23501,3.2,,0,0,0,0,0,235,
23600,3.2,,0,0,0,0,0,236,
23601,3.2,,0,0,0,0,0,236,
23700,3.2,,0,0,0,0,0,237,
23701,3.2,,0,0,0,0,0,237,
23800,3.2,,0,0,0,0,0,238,
23801,3.2,,0,0,0,0,0,238,
23900,3.2,,0,0,0,0,0,239,
23901,3.2,,0,0,0,0,0,239,
24000,3,,0,0,0,0,0,240,
24100,3,,0,0,0,0,0,241,
24200,3,,0,0,0,0,0,242,
24300,3.2,,0,0,0,0,0,243,
24301,3.2,,0,0,0,0,0,243,
24400,3.2,,0,0,0,0,0,244,
24401,3.2,,0,0,0,0,0,244,
24500,3.2,,0,0,0,0,0,245,
24501,3.2,,0,0,0,0,0,245,
24600,3.2,,0,0,0,0,0,246,
24601,3.2,,0,0,0,0,0,246,
24700,3.2,,0,0,0,0,0,247,
24701,3.2,,0,0,0,0,0,247,
24800,3.2,,0,0,0,0,0,248,
24801,3.2,,0,0,0,0,0,248,
24900,3.2,,0,0,0,0,0,249,
24901,3.2,,0,0,0,0,0,249,
25000,3.2,,0,0,0,0,0,250,
25001,3.2,,0,0,0,0,0,250,
25100,3.2,,0,0,0,0,0,251,
25101,3.2,,0,0,0,0,0,251,
25200,3.2,,0,0,0,0,0,252,
25201,3.2,,0,0,0,0,0,252,
25300,3.2,,0,0,0,0,0,253,
25301,3.2,,0,0,0,0,0,253,
25400,3.2,,0,0,0,0,0,254,
25401,3.2,,0,0,0,0,0,254,
25500,3.2,,0,0,0,0,0,255,
25501,3.2,,0,0,0,0,0,255,
25600,3.2,,0,0,0,0,0,256,
25700,3,,0,0,0,0,0,257,
25800,3,,0,0,0,0,0,258,
25900,3,,0,0,0,0,0,259,
26000,3.2,,0,0,0,0,0,260,
26001,3.2,,0,0,0,0,0,260,
26100,3.2,,0,0,0,0,0,261,
26101,3.2,,0,0,0,0,0,261,
26200,3.2,,0,0,0,0,0,262,
26201,3.2,,0,0,0,0,0,262,
26300,3.2,,0,0,0,0,0,263,
26301,3.2,,0,0,0,0,0,263,
26400,3.2,,0,0,0,0,0,264,
26401,3.2,,0,0,0,0,0,264,
26500,3.2,,0,0,0,0,0,265,
26501,3.2,,0,0,0,0,0,265,
26600,3.2,,0,0,0,0,0,266,
26601,3.2,,0,0,0,0,0,266,
26700,3.2,,0,0,0,0,0,267,
26701,3.2,,0,0,0,0,0,267,
26800,3.2,,0,0,0,0,0,268,
26801,3.2,,0,0,0,0,0,268,
26900,3.2,,0,0,0,0,0,269,
26901,3.2,,0,0,0,0,0,269,
27000,3.2,,0,0,0,0,0,270,
27001,3.2,,0,0,0,0,0,270,
27100,3.2,,0,0,0,0,0,271,
27101,3.2,,0,0,0,0,0,271,
27200,3.2,,0,0,0,0,0,272,
27201,3.2,,0,0,0,0,0,272,
27300,3.2,,0,0,0,0,0,273,
27301,3.2,,0,0,0,0,0,273,
27400,3.2,,0,0,0,0,0,274,
27401,3.2,,0,0,0,0,0,274,
27500,3.2,,0,0,0,0,0,275,
27501,3.2,,0,0,0,0,0,275,
27600,3.2,,0,0,0,0,0,276,
27601,3.2,,0,0,0,0,0,276,
27700,3.2,,0,0,0,0,0,277,
27701,3.2,,0,0,0,0,0,277,
27800,3.2,,0,0,0,0,0,278,
27801,3.2,,0,0,0,0,0,278,
27900,3.2,,0,0,0,0,0,279,
27901,3.2,,0,0,0,0,0,279,
28000,3.2,,0,0,0,0,0,280,
28001,3.2,,0,0,0,0,0,280,
28100,3.2,,0,0,0,0,0,281,
28101,3.2,,0,0,0,0,0,281,
28200,3.2,,0,0,0,0,0,282,
28201,3.2,,0,0,0,0,0,282,
28300,3.2,,0,0,0,0,0,283,
28301,3.2,,0,0,0,0,0,283,
28400,3.2,,0,0,0,0,0,284,
28401,3.2,,0,0,0,0,0,284,
28500,3.2,,0,0,0,0,0,285,
28501,3.2,,0,0,0,0,0,285,
28600,3.2,,0,0,0,0,0,286,
28601,3.2,,0,0,0,0,0,286,
28700,3.2,,0,0,0,0,0,287,
28701,3.2,,0,0,0,0,0,287,
28800,3.2,,0,0,0,0,0,288,
28801,3.2,,0,0,0,0,0,288,
28900,3.2,,0,0,0,0,0,289,
28901,3.2,,0,0,0,0,0,289,
29000,3.2,,0,0,0,0,0,290,
29001,3.2,,0,0,0,0,0,290,
29100,3.2,,0,0,0,0,0,291,
29101,3.2,,0,0,0,0,0,291,
29200,3.2,,0,0,0,0,0,292,
29201,3.2,,0,0,0,0,0,292,
29300,3.2,,0,0,0,0,0,293,
29301,3.2,,0,0,0,0,0,293,
29400,3.2,,0,0,0,0,0,294,
29401,3.2,,0,0,0,0,0,294,
29500,3.2,,0,0,0,0,0,295,
29501,3.2,,0,0,0,0,0,295,
29600,3.2,,0,0,0,0,0,296,
29601,3.2,,0,0,0,0,0,296,
29700,3.2,,0,0,0,0,0,297,
29701,3.2,,0,0,0,0,0,297,
29800,3.2,,0,0,0,0,0,298,
29801,3.2,,0,0,0,0,0,298,
29900,3.2,,0,0,0,0,0,299,
29901,3.2,,0,0,0,0,0,299,
30000,3.2,,0,0,0,0,0,300,
30001,3.2,,0,0,0,0,0,300,
30100,3.2,,0,0,0,0,0,301,
30101,3.2,,0,0,0,0,0,301,
30200,3.2,,0,0,0,0,0,302,
30201,3.2,,0,0,0,0,0,302,
30300,3.2,,0,0,0,0,0,303,
30301,3.2,,0,0,0,0,0,303,
30400,3.2,,0,0,0,0,0,304,
30401,3.2,,0,0,0,0,0,304,
30500,3.2,,0,0,0,0,0,305,
30501,3.2,,0,0,0,0,0,305,
30600,3.2,,0,0,0,0,0,306,
30601,3.2,,0,0,0,0,0,306,
30700,3.2,,0,0,0,0,0,307,
30701,3.2,,0,0,0,0,0,307,
30800,3.2,,0,0,0,0,0,308,
30801,3.2,,0,0,0,0,0,308,
30900,3.2,,0,0,0,0,0,309,
30901,3.2,,0,0,0,0,0,309,
31000,3.2,,0,0,0,0,0,310,
31001,3.2,,0,0,0,0,0,310,
31100,3.2,,0,0,0,0,0,311,
31101,3.2,,0,0,0,0,0,311,
31200,3.2,,0,0,0,0,0,312,
31201,3.2,,0,0,0,0,0,312,
31300,3.2,,0,0,0,0,0,313,
31301,3.2,,0,0,0,0,0,313,
31400,3.2,,0,0,0,0,0,314,
31401,3.2,,0,0,0,0,0,314,
31500,3.2,,0,0,0,0,0,315,
31501,3.2,,0,0,0,0,0,315,
31600,3.2,,0,0,0,0,0,316,
31601,3.2,,0,0,0,0,0,316,
31700,3.2,,0,0,0,0,0,317,
31701,3.2,,0,0,0,0,0,317,
31800,3.2,,0,0,0,0,0,318,
31801,3.2,,0,0,0,0,0,318,
31900,3.2,,0,0,0,0,0,319,
31901,3.2,,0,0,0,0,0,319,
32000,3.2,,0,0,0,0,0,320,
32001,3.2,,0,0,0,0,0,320,
32100,3.2,,0,0,0,0,0,321,
32101,3.2,,0,0,0,0,0,321,
32200,3.2,,0,0,0,0,0,322,
32201,3.2,,0,0,0,0,0,322,
32300,3.2,,0,0,0,0,0,323,
32301,3.2,,0,0,0,0,0,323,
32400,3.2,,0,0,0,0,0,324,
32401,3.2,,0,0,0,0,0,324,
32500,3.2,,0,0,0,0,0,325,
32501,3.2,,0,0,0,0,0,325,
32600,3.2,,0,0,0,0,0,326,
32601,3.2,,0,0,0,0,0,326,
32700,3.2,,0,0,0,0,0,327,
32701,3.2,,0,0,0,0,0,327,
32800,3.2,,0,0,0,0,0,328,
32801,3.2,,0,0,0,0,0,328,
32900,3.2,,0,0,0,0,0,329,
32901,3.2,,0,0,0,0,0,329,
33000,3.2,,0,0,0,0,0,330,
33001,3.2,,0,0,0,0,0,330,
33100,3.2,,0,0,0,0,0,331,
33101,3.2,,0,0,0,0,0,331,
33200,3.2,,0,0,0,0,0,332,
33201,3.2,,0,0,0,0,0,332,
33300,3.2,,0,0,0,0,0,333,
33301,3.2,,0,0,0,0,0,333,
33400,3.2,,0,0,0,0,0,334,
33401,3.2,,0,0,0,0,0,334,
33500,3.2,,0,0,0,0,0,335,
33501,3.2,,0,0,0,0,0,335,
33600,3.2,,0,0,0,0,0,336,
33601,3.2,,0,0,0,0,0,336,
33700,3.2,,0,0,0,0,0,337,
33701,3.2,,0,0,0,0,0,337,
33800,3.2,,0,0,0,0,0,338,
33801,3.2,,0,0,0,0,0,338,
33900,3.2,,0,0,0,0,0,339,
33901,3.2,,0,0,0,0,0,339,
34000,3.2,,0,0,0,0,0,340,
34001,3.2,,0,0,0,0,0,340,
34100,3.2,,0,0,0,0,0,341,
34200,3.2,,0,0,0,0,0,342,
34300,3.2,,0,0,0,0,0,343,
34400,3.2,,0,0,0,0,0,344,
34500,3.2,,0,0,0,0,0,345,
34600,3.2,,0,0,0,0,0,346,
34700,3.2,,0,0,0,0,0,347,
34800,3.2,,0,0,0,0,0,348,
34900,3.2,,0,0,0,0,0,349,
35000,3.2,,0,0,0,0,0,350,
35100,3.2,,0,0,0,0,0,351,
35200,3.2,,0,0,0,0,0,352,
35300,3.2,,0,0,0,0,0,353,
35400,3.2,,0,0,0,0,0,354,
35500,3.2,,0,0,0,0,0,355,
35600,3.2,,0,0,0,0,0,356,
35700,3.2,,0,0,0,0,0,357,
35800,3.2,,0,0,0,0,0,358,
35900,3.2,,0,0,0,0,0,359,
36000,3.2,,0,0,0,0,0,360,
36100,3.2,,0,0,0,0,0,361,
36200,3.2,,0,0,0,0,0,362,
36300,3.2,,0,0,0,0,0,363,
36400,3.2,,0,0,0,0,0,364,
36500,3.2,,0,0,0,0,0,365,
36600,3.2,,0,0,0,0,0,366,
36700,3.2,,0,0,0,0,0,367,
36800,3.2,,0,0,0,0,0,368,
36900,3.2,,0,0,0,0,0,369,
37000,3.2,,0,0,0,0,0,370,
37100,3.2,,0,0,0,0,0,371,
37200,3.2,,0,0,0,0,0,372,
37300,3.2,,0,0,0,0,0,373,
37400,3.2,,0,0,0,0,0,374,
37500,3.2,,0,0,0,0,0,375,
37600,3.2,,0,0,0,0,0,376,
37700,3.2,,0,0,0,0,0,377,
37800,3.2,,0,0,0,0,0,378,
37900,3.2,,0,0,0,0,0,379,
38000,3.2,,0,0,0,0,0,380,
38100,3.2,,0,0,0,0,0,381,
38200,3.2,,0,0,0,0,0,382,
38300,3.2,,0,0,0,0,0,383,
38400,3.2,,0,0,0,0,0,384,
38500,3.2,,0,0,0,0,0,385,
38600,3.2,,0,0,0,0,0,386,
38700,3.5,,0,0,0,0,0,387,
38800,3.5,,0,0,0,0,0,388,
38900,3.5,,0,0,0,0,0,389,
39000,3.5,,0,0,0,0,0,390,
39100,3.5,,0,0,0,0,0,391,
39200,3.5,,0,0,0,0,0,392,
39300,3.5,,0,0,0,0,0,393,
39400,3.5,,0,0,0,0,0,394,
39500,3.5,,0,0,0,0,0,395,
39600,3.5,,0,0,0,0,0,396,
39700,3.2,,0,0,0,0,0,397,
39701,3.2,,0,0,0,0,0,397,
39800,3.2,,0,0,0,0,0,398,
39900,3.2,,0,0,0,0,0,399,
40000,3,,0,0,0,0,0,400,
40100,3,,0,0,0,0,0,401,
40200,3,,0,0,0,0,0,402,
40300,3,,0,0,0,0,0,403,
40400,3,,0,0,0,0,0,404,
40500,3,,0,0,0,0,0,405,
40600,3,,0,0,0,0,0,406,
40700,3,,0,0,0,0,0,407,
40800,3,,0,0,0,0,0,408,
40900,3,,0,0,0,0,0,409,
41000,3,,0,0,0,0,0,410,
41100,3,,0,0,0,0,0,411,
41200,3,,0,0,0,0,0,412,
41300,3,,0,0,0,0,0,413,
41400,3.6,,0,0,0,0,0,414,
41401,3.6,,0,0,0,0,0,414,
41402,3.6,,0,0,0,0,0,414,
41500,3.6,,0,0,0,0,0,415,
41501,3.6,,0,0,0,0,0,415,
41502,3.6,,0,0,0,0,0,415,
41600,3,,0,0,0,0,0,416,
41700,3,,0,0,0,0,0,417,
41800,3,,0,0,0,0,0,418,
41900,3,,0,0,0,0,0,419,
42000,3.6,,0,0,0,0,0,420,
42001,3.6,,0,0,0,0,0,420,
42100,3,,0,0,0,0,0,421,
42200,3,,0,0,0,0,0,422,
42300,3,,0,0,0,0,0,423,
42400,3,,0,0,0,0,0,424,
42500,3,,0,0,0,0,0,425,
42600,3,,0,0,0,0,0,426,
42700,3,,0,0,0,0,0,427,
42800,3,,0,0,0,0,0,428,
42900,3,,0,0,0,0,0,429,
43000,3,,0,0,0,0,0,430,
43100,3,,0,0,0,0,0,431,
43200,3,,0,0,0,0,0,432,
43300,3,,0,0,0,0,0,433,
43400,3,,0,0,0,0,0,434,
43500,3,,0,0,0,0,0,435,
43600,3.5,,0,0,0,0,0,436,
43601,3.5,,0,0,0,0,0,436,
43700,3.5,,0,0,0,0,0,437,
43701,3.5,,0,0,0,0,0,437,
43800,3.5,,0,0,0,0,0,438,
43801,3.5,,0,0,0,0,0,438,
43900,3.5,,0,0,0,0,0,439,
43901,3.5,,0,0,0,0,0,439,
44000,3.5,,0,0,0,0,0,440,
44001,3.5,,0,0,0,0,0,440,
44100,3.5,,0,0,0,0,0,441,
44101,3.5,,0,0,0,0,0,441,
44200,3.5,,0,0,0,0,0,442,
44201,3.5,,0,0,0,0,0,442,
44300,3.5,,0,0,0,0,0,443,
