id,x,y,z,seq_id
79,-76.3673014,38.8548037,0,1
79,-76.3672205,38.8549014,0,2
80,-76.3672205,38.8549014,0,0
80,-76.3669737,38.8551931,0,1
81,-76.3669737,38.8551931,0,0
81,-76.3666205,38.8556106,0,1
82,-76.3666205,38.8556106,0,0
82,-76.3648253,38.8577326,0,1
83,-76.3648253,38.8577326,0,0
83,-76.3643008,38.858363,0,1
84,-76.3643008,38.858363,0,0
84,-76.3639574,38.8587757,0,1
85,-76.3639574,38.8587757,0,0
85,-76.363652,38.8591428,0,1
86,-76.363652,38.8591428,0,0
86,-76.3626487,38.8603486,0,1
87,-76.3626487,38.8603486,0,0
87,-76.3625602,38.8604394,0,1
87,-76.3624784,38.8604979,0,2
88,-76.3624784,38.8604979,0,0
88,-76.3624033,38.860523,0,1
88,-76.3623201,38.8605282,0,2
88,-76.362233,38.8605167,0,3
89,-76.362233,38.8605167,0,0
89,-76.3621096,38.8604582,0,1
89,-76.3619111,38.8603319,0,2
90,-76.3619111,38.8603319,0,0
90,-76.3617274,38.8601993,0,1
91,-76.3617274,38.8601993,0,0
91,-76.3615758,38.8600656,0,1
91,-76.3614136,38.8598912,0,2
92,-76.3614136,38.8598912,0,0
92,-76.3612674,38.8597022,0,1
93,-76.3612674,38.8597022,0,0
93,-76.3601395,38.8580992,0,1
94,-76.3601395,38.8580992,0,0
94,-76.3600953,38.8580542,0,1
94,-76.3600564,38.8580292,0,2
94,-76.36,38.8580125,0,3
94,-76.3599383,38.8580208,0,4
95,-76.3599383,38.8580208,0,0
95,-76.3598887,38.8580501,0,1
95,-76.3598364,38.8580929,0,2
95,-76.3597318,38.8582109,0,3
96,-76.3597318,38.8582109,0,0
96,-76.3591209,38.8589189,0,1
97,-76.3591209,38.8589189,0,0
97,-76.3588551,38.8592237,0,1
98,-76.3588551,38.8592237,0,0
98,-76.3583397,38.8598181,0,1
99,-76.3583397,38.8598181,0,0
99,-76.3581701,38.8600144,0,1
100,-76.3581701,38.8600144,0,0
100,-76.3581084,38.8600844,0,1
100,-76.356607,38.8618085,0,2
101,-76.356607,38.8618085,0,0
101,-76.3558681,38.8626491,0,1
102,-76.3558681,38.8626491,0,0
102,-76.3549937,38.8636505,0,1
103,-76.3549937,38.8636505,0,0
103,-76.3548247,38.863873,0,1
104,-76.3548247,38.863873,0,0
104,-76.3547107,38.8640703,0,1
105,-76.3547107,38.8640703,0,0
105,-76.3546088,38.8642834,0,1
106,-76.3546088,38.8642834,0,0
106,-76.3543017,38.8650999,0,1
107,-76.3543017,38.8650999,0,0
107,-76.3538873,38.8661765,0,1
108,-76.3538873,38.8661765,0,0
108,-76.3538296,38.8664021,0,1
109,-76.3538296,38.8664021,0,0
109,-76.3537961,38.8666266,0,1
110,-76.3537961,38.8666266,0,0
110,-76.3537827,38.8668709,0,1
111,-76.3537827,38.8668709,0,0
111,-76.3537894,38.8670536,0,1
112,-76.3537894,38.8670536,0,0
112,-76.3538189,38.8672479,0,1
113,-76.3538189,38.8672479,0,0
113,-76.35389,38.8674859,0,1
114,-76.35389,38.8674859,0,0
114,-76.3542275,38.8684912,0,1
115,-76.3542275,38.8684912,0,0
115,-76.3542896,38.8687034,0,1
116,-76.3542896,38.8687034,0,0
116,-76.3543164,38.8688736,0,1
116,-76.3543191,38.8690042,0,2
117,-76.3543191,38.8690042,0,0
117,-76.3543097,38.8691733,0,1
117,-76.3542829,38.869332,0,2
118,-76.3542829,38.869332,0,0
118,-76.3541756,38.8697737,0,1
119,-76.3541756,38.8697737,0,0
119,-76.3540469,38.8701632,0,1
120,-76.3540469,38.8701632,0,0
120,-76.3538444,38.870656,0,1
121,-76.3538444,38.870656,0,0
121,-76.3534461,38.8715686,0,1
122,-76.3534461,38.8715686,0,0
122,-76.3531584,38.8721676,0,1
123,-76.3531584,38.8721676,0,0
123,-76.3525439,38.8734472,0,1
124,-76.3525439,38.8734472,0,0
124,-76.3522894,38.8739773,0,1
125,-76.3522894,38.8739773,0,0
125,-76.3511005,38.8766481,0,1
126,-76.3511005,38.8766481,0,0
126,-76.3502878,38.8784605,0,1
127,-76.3502878,38.8784605,0,0
127,-76.3500584,38.8790023,0,1
128,-76.3500584,38.8790023,0,0
128,-76.3499029,38.8794513,0,1
129,-76.3499029,38.8794513,0,0
129,-76.3497889,38.8798114,0,1
130,-76.3497889,38.8798114,0,0
130,-76.3497044,38.8801507,0,1
131,-76.3497044,38.8801507,0,0
131,-76.3496574,38.8804264,0,1
132,-76.3496574,38.8804264,0,0
132,-76.3496521,38.8807448,0,1
133,-76.3496521,38.8807448,0,0
133,-76.3496869,38.8814223,0,1
134,-76.3496869,38.8814223,0,0
134,-76.3497204,38.8818673,0,1
135,-76.3497204,38.8818673,0,0
135,-76.3499498,38.8849164,0,1
136,-76.3499498,38.8849164,0,0
136,-76.3500625,38.8864677,0,1
137,-76.3500625,38.8864677,0,0
137,-76.3500531,38.8865773,0,1
137,-76.3500289,38.8866598,0,2
138,-76.3500289,38.8866598,0,0
138,-76.3499793,38.8867297,0,1
138,-76.3499042,38.8867944,0,2
138,-76.349813,38.8868518,0,3
139,-76.349813,38.8868518,0,0
139,-76.3496507,38.8869218,0,1
139,-76.349516665863206,38.886973764482519,0,2
140,-76.152584040610563,38.987860706306705,0,0
140,-76.152941881569063,38.987745886576562,0,1
141,-76.152588345333825,38.987871199047525,0,0
141,-76.1527401,38.9878441,0,1
141,-76.1528907,38.9878172,0,2
142,-76.1528907,38.9878172,0,0
142,-76.1530356,38.9878092,0,1
142,-76.153186695578427,38.987830785082629,0,2
143,-76.321743854532073,38.978457561231494,0,0
143,-76.321218433987738,38.97833673612854,0,1
144,-76.321772685323324,38.97849889128296,0,0
144,-76.3216803,38.9787401,0,1
145,-76.3216803,38.9787401,0,0
145,-76.3214711,38.979276,0,1
146,-76.3214711,38.979276,0,0
146,-76.321381925693984,38.979498629474499,0,1
147,-76.269803249219905,38.972521792901809,0,0
147,-76.2695457,38.9724289,0,1
148,-76.2695457,38.9724289,0,0
148,-76.2692452,38.9722996,0,1
149,-76.2692452,38.9722996,0,0
149,-76.2688198,38.9720988,0,1
150,-76.2688198,38.9720988,0,0
150,-76.2683883,38.9718951,0,1
151,-76.2683883,38.9718951,0,0
151,-76.2679863,38.9717052,0,1
152,-76.2679863,38.9717052,0,0
152,-76.2663243,38.9709202,0,1
153,-76.2663243,38.9709202,0,0
153,-76.2641008,38.9698702,0,1
154,-76.2641008,38.9698702,0,0
154,-76.263802174050014,38.969730000777446,0,1
155,-76.269961530662556,38.97257214658557,0,0
155,-76.2701894,38.9726353,0,1
156,-76.2701894,38.9726353,0,0
156,-76.2705381,38.9727125,0,1
157,-76.2705381,38.9727125,0,0
157,-76.2709096,38.9727709,0,1
158,-76.2709096,38.9727709,0,0
158,-76.272503,38.9729873,0,1
159,-76.272503,38.9729873,0,0
159,-76.2731332,38.9730729,0,1
160,-76.2731332,38.9730729,0,0
160,-76.2738318,38.9731681,0,1
161,-76.2738318,38.9731681,0,0
161,-76.2739741,38.9731895,0,1
161,-76.2745185,38.9732713,0,2
162,-76.2745185,38.9732713,0,0
162,-76.274886,38.9733205,0,1
163,-76.274886,38.9733205,0,0
163,-76.2759508,38.9734632,0,1
164,-76.2759508,38.9734632,0,0
164,-76.2760628,38.9734763,0,1
164,-76.2767845,38.9735607,0,2
165,-76.2767845,38.9735607,0,0
165,-76.2796975,38.9739554,0,1
166,-76.2796975,38.9739554,0,0
166,-76.279943357961358,38.973988716778457,0,1
167,-76.269854897411292,38.972613205327143,0,0
167,-76.2697388,38.9728963,0,1
168,-76.2697388,38.9728963,0,0
168,-76.2696849,38.9730276,0,1
168,-76.2696266,38.9731955,0,2
169,-76.2696266,38.9731955,0,0
169,-76.2695812,38.9733575,0,1
169,-76.2695304,38.9735473,0,2
170,-76.2695304,38.9735473,0,0
170,-76.2694937,38.9736548,0,1
170,-76.269416,38.9737908,0,2
170,-76.269330034806757,38.973929907312694,0,3
171,-76.16154534828101,38.985029983667644,0,0
171,-76.1616439,38.985188,0,1
171,-76.1616855,38.9852787,0,2
172,-76.1616855,38.9852787,0,0
172,-76.1617151,38.985389,0,1
172,-76.1617136,38.9854809,0,2
173,-76.1617136,38.9854809,0,0
173,-76.1616895,38.9855664,0,1
173,-76.1616104,38.9856821,0,2
174,-76.1616104,38.9856821,0,0
174,-76.1605807,38.9870154,0,1
175,-76.1605807,38.9870154,0,0
175,-76.1600641,38.9876902,0,1
176,-76.1600641,38.9876902,0,0
176,-76.159152,38.9888139,0,1
177,-76.159152,38.9888139,0,0
177,-76.1589214,38.9891078,0,1
178,-76.1589214,38.9891078,0,0
178,-76.1589003,38.9891342,0,1
178,-76.1586527,38.9894438,0,2
179,-76.1586527,38.9894438,0,0
179,-76.1582401,38.9899241,0,1
180,-76.1582401,38.9899241,0,0
180,-76.1581352,38.9900441,0,1
180,-76.1580231,38.9901621,0,2
181,-76.1580231,38.9901621,0,0
181,-76.1579854,38.9902065,0,1
181,-76.1577296,38.9904374,0,2
181,-76.157700954343454,38.990465174438278,0,3
182,-76.161524823616574,38.984904848401442,0,0
182,-76.161536,38.9848615,0,1
182,-76.1615752,38.9847702,0,2
182,-76.161751957966075,38.984630540306362,0,3
183,-76.013868548856323,39.040678576793105,0,0
183,-76.0127189,39.0418969,0,1
184,-76.0127189,39.0418969,0,0
184,-76.00831,39.0465168,0,1
185,-76.00831,39.0465168,0,0
185,-76.0079889,39.046852,0,1
186,-76.0079889,39.046852,0,0
186,-76.0076783,39.0471882,0,1
187,-76.0076783,39.0471882,0,0
187,-76.0016679,39.0534989,0,1
188,-76.0016679,39.0534989,0,0
188,-75.9827943,39.0733118,0,1
189,-75.9827943,39.0733118,0,0
189,-75.9775952,39.0787954,0,1
190,-75.9775952,39.0787954,0,0
190,-75.9710612,39.0856717,0,1
191,-75.9710612,39.0856717,0,0
191,-75.9663976,39.0904883,0,1
192,-75.9663976,39.0904883,0,0
192,-75.9646295,39.0923336,0,1
193,-75.9646295,39.0923336,0,0
193,-75.9600837,39.0971983,0,1
194,-75.9600837,39.0971983,0,0
194,-75.9593681,39.0979291,0,1
195,-75.9593681,39.0979291,0,0
195,-75.9589716,39.0983172,0,1
196,-75.9589716,39.0983172,0,0
196,-75.9574866,39.0998814,0,1
197,-75.9574866,39.0998814,0,0
197,-75.9556193,39.1018468,0,1
198,-75.9556193,39.1018468,0,0
198,-75.9533356,39.1042761,0,1
199,-75.9533356,39.1042761,0,0
199,-75.9526561,39.105096,0,1
200,-75.9526561,39.105096,0,0
200,-75.9516619,39.1064241,0,1
201,-75.9516619,39.1064241,0,0
201,-75.9511469,39.10724,0,1
202,-75.9511469,39.10724,0,0
202,-75.9505998,39.1081891,0,1
203,-75.9505998,39.1081891,0,0
203,-75.9500097,39.1093712,0,1
204,-75.9500097,39.1093712,0,0
204,-75.9488188,39.1124514,0,1
205,-75.9488188,39.1124514,0,0
205,-75.9476386,39.1154731,0,1
206,-75.9476386,39.1154731,0,0
206,-75.9472631,39.1164138,0,1
207,-75.9472631,39.1164138,0,0
207,-75.9467424,39.11743,0,1
208,-75.9467424,39.11743,0,0
208,-75.9462274,39.1183622,0,1
209,-75.9462274,39.1183622,0,0
209,-75.9454177,39.1195602,0,1
210,-75.9454177,39.1195602,0,0
210,-75.9445058,39.1207505,0,1
211,-75.9445058,39.1207505,0,0
211,-75.9434114,39.1219741,0,1
212,-75.9434114,39.1219741,0,0
212,-75.9425102,39.1228813,0,1
213,-75.9425102,39.1228813,0,0
213,-75.9405232,39.1249419,0,1
214,-75.9405232,39.1249419,0,0
214,-75.936099,39.1296501,0,1
215,-75.936099,39.1296501,0,0
215,-75.9299897,39.1360726,0,1
216,-75.9299897,39.1360726,0,0
216,-75.9268139,39.1394096,0,1
217,-75.9268139,39.1394096,0,0
217,-75.9262239,39.1400254,0,1
218,-75.9262239,39.1400254,0,0
218,-75.9256352,39.1407628,0,1
219,-75.9256352,39.1407628,0,0
219,-75.9249793,39.1417645,0,1
220,-75.9249793,39.1417645,0,0
220,-75.9243249,39.1428296,0,1
221,-75.9243249,39.1428296,0,0
221,-75.9236382,39.1443357,0,1
222,-75.9236382,39.1443357,0,0
222,-75.9231819,39.1458258,0,1
223,-75.9231819,39.1458258,0,0
223,-75.9228643,39.1470173,0,1
224,-75.9228643,39.1470173,0,0
224,-75.919808,39.1617907,0,1
225,-75.919808,39.1617907,0,0
225,-75.918354649597944,39.169059235870321,0,1
226,-76.221539691141857,38.964320406600272,0,0
226,-76.2212776,38.9642136,0,1
227,-76.2212776,38.9642136,0,0
227,-76.220222,38.9635966,0,1
228,-76.220222,38.9635966,0,0
228,-76.2192047,38.9630133,0,1
229,-76.2192047,38.9630133,0,0
229,-76.2160776,38.9612095,0,1
230,-76.2160776,38.9612095,0,0
230,-76.213342695422526,38.959635688591753,0,1
231,-76.221697179604661,38.964371186002218,0,0
231,-76.22191,38.964423,0,1
231,-76.2252566,38.9651646,0,2
232,-76.2252566,38.9651646,0,0
232,-76.2255441,38.9652215,0,1
233,-76.2255441,38.9652215,0,0
233,-76.226106,38.9653091,0,1
234,-76.226106,38.9653091,0,0
234,-76.226878,38.9653774,0,1
235,-76.226878,38.9653774,0,0
235,-76.2348605,38.9658611,0,1
236,-76.2348605,38.9658611,0,0
236,-76.2353742,38.9658932,0,1
237,-76.2353742,38.9658932,0,0
237,-76.2355577,38.9659071,0,1
237,-76.2361316,38.9660072,0,2
238,-76.2361316,38.9660072,0,0
238,-76.2366574,38.9661323,0,1
239,-76.2366574,38.9661323,0,0
239,-76.237579060932589,38.966460022156525,0,1
240,-76.221562941260501,38.964403823746991,0,0
240,-76.2214653,38.9645014,0,1
240,-76.2213688,38.9645473,0,2
241,-76.2213688,38.9645473,0,0
241,-76.2212454,38.9645682,0,1
241,-76.221063,38.9645682,0,2
242,-76.221063,38.9645682,0,0
242,-76.220807976570654,38.964543191164751,0,1
243,-76.280389863059426,38.973982970742163,0,0
243,-76.280324130897682,38.973785411095832,0,1
244,-76.280495703870514,38.974058499352921,0,0
244,-76.280672920494197,38.974081803851121,0,1
245,-76.280430002971457,38.974112342124975,0,0
245,-76.280475602343458,38.974270676329944,0,1
246,-76.280326754638253,38.974036975089653,0,0
246,-76.280112221546489,38.974010521973796,0,1
247,-76.06117493422127,38.872081281737806,0,0
247,-76.061163440866409,38.872081117907086,0,1
248,-76.140298391234623,38.98048212205974,0,0
248,-76.140287,38.9804334,0,1
248,-76.1402999,38.9803406,0,2
248,-76.1403795,38.98019,0,3
248,-76.140413076097431,38.980139034628962,0,4
249,-76.14037716171525,38.980592267217638,0,0
249,-76.1406804,38.9808057,0,1
250,-76.1406804,38.9808057,0,0
250,-76.1418909,38.9817414,0,1
251,-76.1418909,38.9817414,0,0
251,-76.1428387,38.9824055,0,1
252,-76.1428387,38.9824055,0,0
252,-76.1437379,38.9829674,0,1
253,-76.1437379,38.9829674,0,0
253,-76.145495,38.983895,0,1
254,-76.145495,38.983895,0,0
254,-76.1467125,38.98443,0,1
255,-76.1467125,38.98443,0,0
255,-76.147967002248492,38.98492640883984,0,1
256,-76.322077221083319,38.977721619599883,0,0
256,-76.321797382420499,38.978435171465833,0,1
257,-76.322072542242637,38.977720284551033,0,0
257,-76.3218268,38.9781569,0,1
258,-76.3218268,38.9781569,0,0
258,-76.3217464,38.9782486,0,1
258,-76.321623,38.9783195,0,2
259,-76.321623,38.9783195,0,0
259,-76.3215372,38.9783487,0,1
259,-76.321446,38.9783529,0,2
259,-76.321219885636708,38.978331349263954,0,3
260,-75.937303742737015,39.00918368078824,0,0
260,-75.9374655,39.0091844,0,1
260,-75.9376942,39.0091974,0,2
261,-75.9376942,39.0091974,0,0
261,-75.9378303,39.0092115,0,1
261,-75.9380496,39.0092412,0,2
262,-75.9380496,39.0092412,0,0
262,-75.9382227,39.0092722,0,1
262,-75.9384941,39.009336,0,2
263,-75.9384941,39.009336,0,0
263,-75.9386846,39.0093907,0,1
263,-75.9389253,39.0094746,0,2
264,-75.9389253,39.0094746,0,0
264,-75.9395194,39.0097039,0,1
265,-75.9395194,39.0097039,0,0
265,-75.939968,39.0098586,0,1
266,-75.939968,39.0098586,0,0
266,-75.9400719,39.0098888,0,1
266,-75.9404133,39.0099545,0,2
267,-75.9404133,39.0099545,0,0
267,-75.9407582,39.0099816,0,1
268,-75.9407582,39.0099816,0,0
268,-75.9408739,39.0099785,0,1
268,-75.941118,39.0099706,0,2
269,-75.941118,39.0099706,0,0
269,-75.941289,39.0099587,0,1
269,-75.9414493,39.009942,0,2
270,-75.9414493,39.009942,0,0
270,-75.941753,39.0099019,0,1
271,-75.941753,39.0099019,0,0
271,-75.9419133,39.0098732,0,1
271,-75.9426925,39.0097252,0,2
272,-75.9426925,39.0097252,0,0
272,-75.9437995,39.0094918,0,1
273,-75.9437995,39.0094918,0,0
273,-75.9450293,39.0092063,0,1
274,-75.9450293,39.0092063,0,0
274,-75.9453217,39.0091302,0,1
275,-75.9453217,39.0091302,0,0
275,-75.9455725,39.009051,0,1
276,-75.9455725,39.009051,0,0
276,-75.9458595,39.008951,0,1
277,-75.9458595,39.008951,0,0
277,-75.9463047,39.0087561,0,1
278,-75.9463047,39.0087561,0,0
278,-75.9470303,39.0084278,0,1
279,-75.9470303,39.0084278,0,0
279,-75.9472663,39.0083325,0,1
280,-75.9472663,39.0083325,0,0
280,-75.9482614,39.0078969,0,1
281,-75.9482614,39.0078969,0,0
281,-75.9506968,39.0068031,0,1
282,-75.9506968,39.0068031,0,0
282,-75.9525275,39.0059257,0,1
283,-75.9525275,39.0059257,0,0
283,-75.9547517,39.0048801,0,1
284,-75.9547517,39.0048801,0,0
284,-75.9554437,39.0045513,0,1
285,-75.9554437,39.0045513,0,0
285,-75.957089,39.003795,0,1
286,-75.957089,39.003795,0,0
286,-75.9576092,39.0035566,0,1
287,-75.9576092,39.0035566,0,0
287,-75.9578694,39.0034461,0,1
288,-75.9578694,39.0034461,0,0
288,-75.9579834,39.0034044,0,1
288,-75.9581872,39.0033554,0,2
289,-75.9581872,39.0033554,0,0
289,-75.9583321,39.0033346,0,1
289,-75.9584273,39.0033273,0,2
290,-75.9584273,39.0033273,0,0
290,-75.958548,39.0033242,0,1
290,-75.9586487,39.0033307,0,2
290,-75.9590239,39.0033588,0,3
291,-75.9590239,39.0033588,0,0
291,-75.9595078,39.0034347,0,1
292,-75.9595078,39.0034347,0,0
292,-75.9599883,39.0035476,0,1
293,-75.9599883,39.0035476,0,0
293,-75.960409,39.0036849,0,1
294,-75.960409,39.0036849,0,0
294,-75.9624269,39.0045661,0,1
295,-75.9624269,39.0045661,0,0
295,-75.9628193,39.0047048,0,1
296,-75.9628193,39.0047048,0,0
296,-75.9631482,39.0047942,0,1
297,-75.9631482,39.0047942,0,0
297,-75.9634464,39.0048636,0,1
298,-75.9634464,39.0048636,0,0
298,-75.9638666,39.0049228,0,1
299,-75.9638666,39.0049228,0,0
299,-75.9643391,39.0049392,0,1
300,-75.9643391,39.0049392,0,0
300,-75.9647553,39.0049199,0,1
301,-75.9647553,39.0049199,0,0
301,-75.965553,39.004789,0,1
302,-75.965553,39.004789,0,0
302,-75.9677138,39.004277,0,1
303,-75.9677138,39.004277,0,0
303,-75.9681805,39.0041811,0,1
304,-75.9681805,39.0041811,0,0
304,-75.9687062,39.0040831,0,1
305,-75.9687062,39.0040831,0,0
305,-75.9688457,39.0040602,0,1
305,-75.9707916,39.0039023,0,2
306,-75.9707916,39.0039023,0,0
306,-75.972358,39.0038174,0,1
307,-75.972358,39.0038174,0,0
307,-75.9725699,39.0038236,0,1
307,-75.9727925,39.0038278,0,2
308,-75.9727925,39.0038278,0,0
308,-75.9732807,39.0039091,0,1
309,-75.9732807,39.0039091,0,0
309,-75.9736133,39.0039695,0,1
310,-75.9736133,39.0039695,0,0
310,-75.9739969,39.0040904,0,1
311,-75.9739969,39.0040904,0,0
311,-75.9776502,39.0053523,0,1
312,-75.9776502,39.0053523,0,0
312,-75.9785569,39.0056587,0,1
313,-75.9785569,39.0056587,0,0
313,-75.9793803,39.0059463,0,1
314,-75.9793803,39.0059463,0,0
314,-75.9817808,39.006753,0,1
315,-75.9817808,39.006753,0,0
315,-75.9848386,39.00767,0,1
316,-75.9848386,39.00767,0,0
316,-75.9852892,39.0078034,0,1
317,-75.9852892,39.0078034,0,0
317,-75.9858041,39.0080285,0,1
318,-75.9858041,39.0080285,0,0
318,-75.9879821,39.0086955,0,1
319,-75.9879821,39.0086955,0,0
319,-75.9893339,39.0092541,0,1
320,-75.9893339,39.0092541,0,0
320,-75.9915763,39.0103712,0,1
321,-75.9915763,39.0103712,0,0
321,-75.9929388,39.0111298,0,1
322,-75.9929388,39.0111298,0,0
322,-75.9944838,39.0120718,0,1
323,-75.9944838,39.0120718,0,0
323,-75.9955459,39.0125553,0,1
324,-75.9955459,39.0125553,0,0
324,-75.9978204,39.0134723,0,1
325,-75.9978204,39.0134723,0,0
325,-75.998749,39.0141,0,1
326,-75.998749,39.0141,0,0
326,-76.0003525,39.0150646,0,1
327,-76.0003525,39.0150646,0,0
327,-76.0046931,39.0177848,0,1
328,-76.0046931,39.0177848,0,0
328,-76.0050981,39.0180266,0,1
