id,link_id,sequence,num_lanes,capacity,max_speed,tags,link_category
76,9,18,1,1000,60,,4
77,9,19,1,1000,60,,4
78,9,20,1,1000,60,,4
79,9,21,1,1000,60,,4
80,9,22,1,1000,60,,4
81,9,23,1,1000,60,,4
82,9,24,1,1000,60,,4
83,9,25,1,1000,60,,4
84,9,26,1,1000,60,,4
85,9,27,1,1000,60,,4
86,9,28,1,1000,60,,4
87,9,29,1,1000,60,,4
88,9,30,1,1000,60,,4
89,9,31,1,1000,60,,4
90,9,32,1,1000,60,,4
91,9,33,1,1000,60,,4
92,9,34,1,1000,60,,4
93,9,35,1,1000,60,,4
94,9,36,1,1000,60,,4
95,9,37,1,1000,60,,4
96,9,38,1,1000,60,,4
97,9,39,1,1000,60,,4
98,9,40,1,1000,60,,4
99,9,41,1,1000,60,,4
100,9,42,1,1000,60,,4
101,9,43,1,1000,60,,4
102,9,44,1,1000,60,,4
103,9,45,1,1000,60,,4
104,9,46,1,1000,60,,4
105,9,47,1,1000,60,,4
106,9,48,1,1000,60,,4
107,9,49,1,1000,60,,4
108,9,50,1,1000,60,,4
109,9,51,1,1000,60,,4
110,9,52,1,1000,60,,4
111,9,53,1,1000,60,,4
112,9,54,1,1000,60,,4
113,9,55,1,1000,60,,4
114,9,56,1,1000,60,,4
115,9,57,1,1000,60,,4
116,9,58,1,1000,60,,4
117,9,59,1,1000,60,,4
118,9,60,1,1000,60,,4
119,9,61,1,1000,60,,4
120,9,62,1,1000,60,,4
121,9,63,1,1000,60,,4
122,9,64,1,1000,60,,4
123,9,65,1,1000,60,,4
124,9,66,1,1000,60,,4
125,9,67,1,1000,60,,4
126,9,68,1,1000,60,,4
127,9,69,1,1000,60,,4
128,9,70,1,1000,60,,4
129,9,71,1,1000,60,,4
130,9,72,1,1000,60,,4
131,9,73,1,1000,60,,4
132,9,74,1,1000,60,,4
133,9,75,1,1000,60,,4
134,9,76,1,1000,60,,4
135,9,77,1,1000,60,,4
136,9,78,1,1000,60,,4
137,9,79,1,1000,60,,4
138,9,80,1,1000,60,,4
139,9,81,1,1000,60,,4
140,10,1,2,1000,55,,1
141,11,1,1,1000,60,,6
142,11,2,1,1000,60,,6
143,12,1,1,1000,60,,6
144,13,1,1,1000,60,,3
145,13,2,1,1000,60,,3
146,13,3,1,1000,60,,3
147,14,1,2,1000,60,,3
148,14,2,2,1000,60,,3
149,14,3,2,1000,60,,3
150,14,4,2,1000,60,,3
151,14,5,2,1000,60,,3
152,14,6,2,1000,60,,3
153,14,7,2,1000,60,,3
154,14,8,2,1000,60,,3
155,15,1,2,1000,60,,3
156,15,2,2,1000,60,,3
157,15,3,2,1000,60,,3
158,15,4,2,1000,60,,3
159,15,5,2,1000,60,,3
160,15,6,2,1000,60,,3
161,15,7,2,1000,60,,3
162,15,8,2,1000,60,,3
163,15,9,2,1000,60,,3
164,15,10,2,1000,60,,3
165,15,11,2,1000,60,,3
166,15,12,2,1000,60,,3
167,16,1,1,1000,60,,4
168,16,2,1,1000,60,,4
169,16,3,1,1000,60,,4
170,16,4,1,1000,60,,4
171,17,1,2,1000,60,,3
172,17,2,2,1000,60,,3
173,17,3,2,1000,60,,3
174,17,4,2,1000,60,,3
175,17,5,2,1000,60,,3
176,17,6,2,1000,60,,3
177,17,7,2,1000,60,,3
178,17,8,2,1000,60,,3
179,17,9,2,1000,60,,3
180,17,10,2,1000,60,,3
181,17,11,2,1000,60,,3
182,18,1,1,1000,60,,6
183,19,1,2,1000,55,,1
184,19,2,2,1000,55,,1
185,19,3,2,1000,55,,1
186,19,4,2,1000,55,,1
187,19,5,2,1000,55,,1
188,19,6,2,1000,55,,1
189,19,7,2,1000,55,,1
190,19,8,2,1000,55,,1
191,19,9,2,1000,55,,1
192,19,10,2,1000,55,,1
193,19,11,2,1000,55,,1
194,19,12,2,1000,55,,1
195,19,13,2,1000,55,,1
196,19,14,2,1000,55,,1
197,19,15,2,1000,55,,1
198,19,16,2,1000,55,,1
199,19,17,2,1000,55,,1
200,19,18,2,1000,55,,1
201,19,19,2,1000,55,,1
202,19,20,2,1000,55,,1
203,19,21,2,1000,55,,1
204,19,22,2,1000,55,,1
205,19,23,2,1000,55,,1
206,19,24,2,1000,55,,1
207,19,25,2,1000,55,,1
208,19,26,2,1000,55,,1
209,19,27,2,1000,55,,1
210,19,28,2,1000,55,,1
211,19,29,2,1000,55,,1
212,19,30,2,1000,55,,1
213,19,31,2,1000,55,,1
214,19,32,2,1000,55,,1
215,19,33,2,1000,55,,1
216,19,34,2,1000,55,,1
217,19,35,2,1000,55,,1
218,19,36,2,1000,55,,1
219,19,37,2,1000,55,,1
220,19,38,2,1000,55,,1
221,19,39,2,1000,55,,1
222,19,40,2,1000,55,,1
223,19,41,2,1000,55,,1
224,19,42,2,1000,55,,1
225,19,43,2,1000,55,,1
226,20,1,2,1000,40,,3
227,20,2,2,1000,40,,3
228,20,3,2,1000,40,,3
229,20,4,2,1000,40,,3
230,20,5,2,1000,40,,3
231,21,1,2,1000,40,,3
232,21,2,2,1000,40,,3
233,21,3,2,1000,40,,3
234,21,4,2,1000,40,,3
235,21,5,2,1000,40,,3
236,21,6,2,1000,40,,3
237,21,7,2,1000,40,,3
238,21,8,2,1000,40,,3
239,21,9,2,1000,40,,3
240,22,1,1,1000,60,,6
241,22,2,1,1000,60,,6
242,22,3,1,1000,60,,6
243,23,1,2,1000,60,,3
244,24,1,2,1000,60,,3
245,25,1,2,1000,60,,3
246,26,1,2,1000,60,,3
247,27,1,2,1000,60,,3
248,28,1,2,1000,60,,3
249,29,1,2,1000,60,,3
250,29,2,2,1000,60,,3
251,29,3,2,1000,60,,3
252,29,4,2,1000,60,,3
253,29,5,2,1000,60,,3
254,29,6,2,1000,60,,3
255,29,7,2,1000,60,,3
256,30,1,1,1000,60,,3
257,31,1,1,1000,60,,6
258,31,2,1,1000,60,,6
259,31,3,1,1000,60,,6
260,32,1,2,1000,60,,3
261,32,2,2,1000,60,,3
262,32,3,2,1000,60,,3
263,32,4,2,1000,60,,3
264,32,5,2,1000,60,,3
265,32,6,2,1000,60,,3
266,32,7,2,1000,60,,3
267,32,8,2,1000,60,,3
268,32,9,2,1000,60,,3
269,32,10,2,1000,60,,3
270,32,11,2,1000,60,,3
271,32,12,2,1000,60,,3
272,32,13,2,1000,60,,3
273,32,14,2,1000,60,,3
274,32,15,2,1000,60,,3
275,32,16,2,1000,60,,3
276,32,17,2,1000,60,,3
277,32,18,2,1000,60,,3
278,32,19,2,1000,60,,3
279,32,20,2,1000,60,,3
280,32,21,2,1000,60,,3
281,32,22,2,1000,60,,3
282,32,23,2,1000,60,,3
283,32,24,2,1000,60,,3
284,32,25,2,1000,60,,3
285,32,26,2,1000,60,,3
286,32,27,2,1000,60,,3
287,32,28,2,1000,60,,3
288,32,29,2,1000,60,,3
289,32,30,2,1000,60,,3
290,32,31,2,1000,60,,3
291,32,32,2,1000,60,,3
292,32,33,2,1000,60,,3
293,32,34,2,1000,60,,3
294,32,35,2,1000,60,,3
295,32,36,2,1000,60,,3
296,32,37,2,1000,60,,3
297,32,38,2,1000,60,,3
298,32,39,2,1000,60,,3
299,32,40,2,1000,60,,3
300,32,41,2,1000,60,,3
301,32,42,2,1000,60,,3
302,32,43,2,1000,60,,3
303,32,44,2,1000,60,,3
304,32,45,2,1000,60,,3
305,32,46,2,1000,60,,3
306,32,47,2,1000,60,,3
307,32,48,2,1000,60,,3
308,32,49,2,1000,60,,3
309,32,50,2,1000,60,,3
310,32,51,2,1000,60,,3
311,32,52,2,1000,60,,3
312,32,53,2,1000,60,,3
313,32,54,2,1000,60,,3
314,32,55,2,1000,60,,3
315,32,56,2,1000,60,,3
316,32,57,2,1000,60,,3
317,32,58,2,1000,60,,3
318,32,59,2,1000,60,,3
319,32,60,2,1000,60,,3
320,32,61,2,1000,60,,3
321,32,62,2,1000,60,,3
322,32,63,2,1000,60,,3
323,32,64,2,1000,60,,3
324,32,65,2,1000,60,,3
325,32,66,2,1000,60,,3
326,32,67,2,1000,60,,3
327,32,68,2,1000,60,,3
328,32,69,2,1000,60,,3
329,32,70,2,1000,60,,3
330,32,71,2,1000,60,,3
331,32,72,2,1000,60,,3
332,32,73,2,1000,60,,3
333,32,74,2,1000,60,,3
334,32,75,2,1000,60,,3
335,32,76,2,1000,60,,3
336,32,77,2,1000,60,,3
337,32,78,2,1000,60,,3
338,32,79,2,1000,60,,3
339,32,80,2,1000,60,,3
340,32,81,2,1000,60,,3
