id,from_lane,to_lane,group_id,max_speed,tags
17761,215101,276602,630,60,
20256,215200,635002,1562,60,
20246,215200,634800,1560,60,
20247,215200,634801,1560,60,
20250,215200,634900,1561,60,
20254,215200,635000,1562,60,
20251,215200,634901,1561,60,
20255,215200,635001,1562,60,
20253,215201,634901,1561,60,
20252,215201,634900,1561,60,
20249,215201,634801,1560,60,
20259,215201,635002,1562,60,
20258,215201,635001,1562,60,
20248,215201,634800,1560,60,
20257,215201,635000,1562,60,
17781,215300,276701,634,60,
17782,215300,276702,634,60,
17780,215300,276700,634,60,
17785,215301,276702,634,60,
17784,215301,276701,634,60,
17783,215301,276700,634,60,
17512,216400,255701,544,60,
17505,216400,255500,542,60,
17507,216400,255600,543,60,
17511,216400,255700,544,60,
17508,216400,255601,543,60,
17509,216401,255600,543,60,
17506,216401,255500,542,60,
17514,216401,255701,544,60,
17513,216401,255700,544,60,
17510,216401,255601,543,60,
19044,217900,499500,1097,60,
19043,217900,499400,1096,60,
18766,219700,447100,988,60,
18767,219700,447300,989,60,
18765,219700,446600,987,60,
17126,220200,207001,407,55,
17125,220200,207000,407,55,
17306,220700,225000,468,60,
17307,220700,225600,469,60,
17121,220800,207000,406,55,
17122,220800,207001,406,55,
17124,220801,207001,406,55,
17123,220801,207000,406,55,
17279,221100,221400,455,60,
19312,221300,537100,1187,60,
19313,221300,537200,1188,60,
19947,221800,599700,1439,60,
19946,221800,599500,1438,60,
16528,222600,85700,185,60,
16529,222600,85701,185,60,
16536,222600,91800,187,60,
16532,222600,86500,186,60,
16533,222600,86501,186,60,
16530,222601,85700,185,60,
16537,222601,91800,187,60,
16535,222601,86501,186,60,
16534,222601,86500,186,60,
16531,222601,85701,185,60,
18506,223200,366900,861,60,
16470,223400,68601,155,60,
16465,223400,68500,154,60,
16466,223400,68501,154,60,
16469,223400,68600,155,60,
16468,223401,68501,154,60,
16467,223401,68500,154,60,
16472,223401,68601,155,60,
16471,223401,68600,155,60,
19356,223900,541700,1203,55,
19357,223900,541701,1203,55,
19358,223900,541702,1203,55,
17305,224400,224600,467,40,
17304,224400,224500,466,40,
18969,224500,492800,1065,40,
18970,224500,493100,1066,40,
17300,224900,223500,462,60,
17433,225500,250201,514,60,
17434,225500,250300,515,60,
17435,225500,250301,515,60,
17432,225500,250200,514,60,
16377,225900,44200,102,60,
16378,225900,44201,102,60,
16375,225900,43600,101,60,
16376,225900,43601,101,60,
16379,225900,44400,103,60,
16142,229300,5400,15,45,
16143,229300,5401,15,45,
16138,229300,3500,14,45,
16139,229300,3501,14,45,
16145,229301,5401,15,45,
16144,229301,5400,15,45,
16141,229301,3501,14,45,
16140,229301,3500,14,45,
18722,229900,438702,966,55,
18729,229900,438900,967,55,
18720,229900,438700,966,55,
18721,229900,438701,966,55,
18725,229901,438702,966,55,
18724,229901,438701,966,55,
18723,229901,438700,966,55,
18730,229901,438900,967,55,
18727,229902,438701,966,55,
18728,229902,438702,966,55,
18731,229902,438900,967,55,
18726,229902,438700,966,55,
20031,230000,616800,1489,60,
20032,230000,616900,1490,60,
20105,230100,626201,1522,60,
20102,230100,626000,1521,60,
20104,230100,626200,1522,60,
20107,230101,626201,1522,60,
20106,230101,626200,1522,60,
20103,230101,626000,1521,60,
17931,231300,288400,681,60,
17932,231300,288401,681,60,
17923,231300,287600,679,60,
17928,231300,287701,680,60,
17924,231300,287601,679,60,
17927,231300,287700,680,60,
17925,231301,287600,679,60,
17929,231301,287700,680,60,
17933,231301,288400,681,60,
17930,231301,287701,680,60,
17934,231301,288401,681,60,
17926,231301,287601,679,60,
18685,232000,415500,935,60,
18688,232000,415601,936,60,
18687,232000,415600,936,60,
18686,232001,415500,935,60,
18690,232001,415601,936,60,
18689,232001,415600,936,60,
16161,232100,14300,21,60,
16162,232100,14400,22,60,
17320,232200,230000,472,60,
16709,233000,109700,243,60,
16710,233000,110000,244,60,
16711,233000,110200,245,60,
17390,233600,234101,496,60,
17384,233600,233701,494,60,
17389,233600,234100,496,60,
17387,233600,233900,495,60,
17383,233600,233700,494,60,
17392,233601,234101,496,60,
17391,233601,234100,496,60,
17388,233601,233900,495,60,
17386,233601,233701,494,60,
17385,233601,233700,494,60,
17404,233800,235000,502,60,
17400,233800,234800,501,60,
17405,233800,235001,502,60,
17398,233800,234700,500,60,
17401,233800,234801,501,60,
17406,233801,235000,502,60,
17399,233801,234700,500,60,
17403,233801,234801,501,60,
17402,233801,234800,501,60,
17407,233801,235001,502,60,
17422,234000,246000,510,60,
17423,234000,250100,511,60,
17364,234600,232300,487,60,
17366,234600,233100,488,60,
17367,234600,233101,488,60,
17369,234601,233101,488,60,
17368,234601,233100,488,60,
17365,234601,232300,487,60,
17419,234700,250100,507,60,
17418,234700,246000,506,60,
17373,234900,233700,491,60,
17380,234900,234101,493,60,
17374,234900,233701,491,60,
17377,234900,233900,492,60,
17379,234900,234100,493,60,
17375,234901,233700,491,60,
17378,234901,233900,492,60,
17382,234901,234101,493,60,
17381,234901,234100,493,60,
17376,234901,233701,491,60,
18141,245900,312500,740,60,
18142,245900,312501,740,60,
18143,245901,312500,740,60,
18144,245901,312501,740,60,
16479,250000,69100,159,60,
16477,250000,68800,158,55,
16478,250000,68801,158,55,
17393,250100,234700,497,60,
17396,250100,235000,499,60,
17394,250100,234800,498,60,
17397,250100,235001,499,60,
17395,250100,234801,498,60,
17450,250200,251900,520,60,
17448,250200,251000,519,60,
17451,250200,251901,520,60,
17444,250200,250900,518,60,
17445,250200,250901,518,60,
17447,250201,250901,518,60,
17446,250201,250900,518,60,
17449,250201,251000,519,60,
17453,250201,251901,520,60,
17452,250201,251900,520,60,
16369,250800,44200,99,60,
16365,250800,43600,98,60,
16370,250800,44201,99,60,
16366,250800,43601,98,60,
16373,250800,44400,100,60,
16368,250801,43601,98,60,
16367,250801,43600,98,60,
16374,250801,44400,100,60,
16372,250801,44201,99,60,
16371,250801,44200,99,60,
17425,250900,250201,512,60,
17428,250900,250300,513,60,
17429,250900,250301,513,60,
17424,250900,250200,512,60,
17431,250901,250301,513,60,
17430,250901,250300,513,60,
17427,250901,250201,512,60,
17426,250901,250200,512,60,
17268,251800,219800,448,60,
19067,254200,520701,1105,60,
19075,254200,523201,1107,60,
19070,254200,523100,1106,60,
19066,254200,520700,1105,60,
19071,254200,523101,1106,60,
19074,254200,523200,1107,60,
19072,254201,523100,1106,60,
19068,254201,520700,1105,60,
19069,254201,520701,1105,60,
19077,254201,523201,1107,60,
19076,254201,523200,1107,60,
19073,254201,523101,1106,60,
19116,254300,524200,1120,60,
19117,254300,524300,1121,60,
19118,254300,524301,1121,60,
19114,254300,523400,1119,60,
19115,254300,523401,1119,60,
19256,255000,533000,1161,60,
19257,255000,533700,1162,60,
19126,255100,524301,1124,60,
19119,255100,523400,1122,60,
19120,255100,523401,1122,60,
19123,255100,524200,1123,60,
19125,255100,524300,1124,60,
19124,255101,524200,1123,60,
19127,255101,524300,1124,60,
19122,255101,523401,1122,60,
19121,255101,523400,1122,60,
19128,255101,524301,1124,60,
17467,255300,254400,527,60,
17466,255300,254300,526,60,
16490,255400,73300,163,60,
16486,255400,73200,162,60,
16487,255400,73201,162,60,
16489,255401,73201,162,60,
16488,255401,73200,162,60,
16491,255401,73300,163,60,
17524,255500,256801,547,60,
17525,255500,256900,548,60,
17523,255500,256800,547,60,
17526,255500,256901,548,60,
18112,255600,310400,728,60,
18113,255600,310401,728,60,
18116,255600,310500,729,60,
18117,255600,310501,729,60,
18108,255600,310300,727,60,
18109,255600,310301,727,60,
18115,255601,310401,728,60,
18118,255601,310500,729,60,
18114,255601,310400,728,60,
18119,255601,310501,729,60,
18111,255601,310301,727,60,
18110,255601,310300,727,60,
17256,256700,216500,440,60,
17252,256700,215400,439,60,
17253,256700,215401,439,60,
17258,256700,218000,441,60,
17259,256701,218000,441,60,
17257,256701,216500,440,60,
17255,256701,215401,439,60,
17254,256701,215400,439,60,
17055,256800,196700,375,60,
17051,256800,196600,374,60,
17052,256800,196601,374,60,
17056,256801,196700,375,60,
17054,256801,196601,374,60,
17053,256801,196600,374,60,
18100,256900,310400,725,60,
18104,256900,310500,726,60,
18096,256900,310300,724,60,
18105,256900,310501,726,60,
18097,256900,310301,724,60,
18101,256900,310401,725,60,
18102,256901,310400,725,60,
18099,256901,310301,724,60,
18098,256901,310300,724,60,
18103,256901,310401,725,60,
18107,256901,310501,726,60,
18106,256901,310500,726,60,
18172,260200,327202,750,60,
18171,260200,327201,750,60,
18176,260200,327300,751,60,
18170,260200,327200,750,60,
18177,260201,327300,751,60,
18175,260201,327202,750,60,
18174,260201,327201,750,60,
18173,260201,327200,750,60,
17550,260300,260500,557,55,
17551,260300,260501,557,55,
17899,260400,287600,673,60,
17903,260400,287700,674,60,
17900,260400,287601,673,60,
17907,260400,288400,675,60,
17908,260400,288401,675,60,
17904,260400,287701,674,60,
17906,260401,287701,674,60,
17910,260401,288401,675,60,
17905,260401,287700,674,60,
17909,260401,288400,675,60,
17902,260401,287601,673,60,
17901,260401,287600,673,60,
17581,260600,262500,575,55,
17582,260600,262501,575,55,
17585,260600,262700,576,55,
17584,260601,262501,575,55,
17583,260601,262500,575,55,
17586,260601,262700,576,55,
17564,260700,260800,563,60,
17566,260700,261600,564,60,
17565,260700,260801,563,60,
18407,261500,350800,825,60,
18411,261500,351900,826,60,
18408,261500,350801,825,60,
18403,261500,350000,824,60,
18412,261500,351901,826,60,
18404,261500,350001,824,60,
18410,261501,350801,825,60,
18409,261501,350800,825,60,
18414,261501,351901,826,60,
18406,261501,350001,824,60,
18413,261501,351900,826,60,
18405,261501,350000,824,60,
17638,261600,265300,600,55,
17639,261600,265301,600,55,
17579,261700,262400,573,60,
17600,261800,263000,582,55,
17596,261800,262900,581,55,
17597,261800,262901,581,55,
17601,261801,263000,582,55,
17598,261801,262900,581,55,
17599,261801,262901,581,55,
20007,262100,610402,1476,55,
20005,262100,610400,1476,55,
20006,262100,610401,1476,55,
18738,262200,442700,974,60,
18737,262200,442600,973,60,
19346,262300,541600,1201,60,
19344,262300,538100,1199,60,
19345,262300,541500,1200,60,
17542,262400,260400,554,60,
17541,262400,260300,553,60,
17543,262400,260401,554,60,
16875,262600,154000,317,55,
16876,262600,154001,317,55,
16879,262600,156400,318,55,
16880,262600,156401,318,55,
16882,262601,156401,318,55,
16881,262601,156400,318,55,
16877,262601,154000,317,55,
16878,262601,154001,317,55,
17588,262700,262801,577,55,
17587,262700,262800,577,55,
17615,262800,263400,588,55,
17612,262800,263301,587,55,
17611,262800,263300,587,55,
17613,262801,263300,587,55,
17616,262801,263400,588,55,
17614,262801,263301,587,55,
17552,262900,260500,558,55,
17553,262900,260501,558,55,
17555,262901,260501,558,55,
17554,262901,260500,558,55,
17580,263000,262400,574,60,
17640,263100,265300,601,55,
17641,263100,265301,601,55,
17643,263101,265301,601,55,
17642,263101,265300,601,55,
17557,263200,260700,560,60,
16155,263300,14000,19,55,
16156,263300,14001,19,55,
16159,263300,14100,20,55,
16158,263301,14001,19,55,
16160,263301,14100,20,55,
16157,263301,14000,19,55,
17595,263600,263000,580,60,
17593,263600,262900,579,55,
17594,263600,262901,579,55,
18949,263700,490601,1054,55,
18950,263700,490602,1054,55,
18948,263700,490600,1054,55,
18952,263701,490601,1054,55,
18953,263701,490602,1054,55,
18951,263701,490600,1054,55,
18956,263702,490602,1054,55,
18954,263702,490600,1054,55,
18955,263702,490601,1054,55,
17644,264000,265800,602,60,
17645,264000,266000,603,60,
16456,264200,68300,151,30,
16342,265100,40000,85,30,
16343,265100,40900,86,25,
16344,265100,41200,87,25,
18131,265200,310602,731,55,
18129,265200,310600,731,55,
18130,265200,310601,731,55,
19530,265700,554401,1249,55,
19533,265700,554500,1250,55,
19529,265700,554400,1249,55,
19531,265701,554400,1249,55,
19532,265701,554401,1249,55,
19534,265701,554500,1250,55,
18958,265900,490601,1055,55,
18959,265900,490602,1055,55,
18957,265900,490600,1055,55,
18693,266400,416600,939,60,
18694,266400,417100,940,60,
18695,266400,417400,941,60,
20052,266800,623102,1502,55,
20047,266800,622800,1501,55,
20050,266800,623100,1502,55,
20051,266800,623101,1502,55,
20055,266801,623102,1502,55,
20054,266801,623101,1502,55,
20048,266801,622800,1501,55,
20053,266801,623100,1502,55,
20056,266802,623100,1502,55,
20049,266802,622800,1501,55,
20058,266802,623102,1502,55,
20057,266802,623101,1502,55,
17308,266900,229400,470,55,
17309,266900,229401,470,55,
17310,266900,229402,470,55,
17313,266901,229402,470,55,
17312,266901,229401,470,55,
17311,266901,229400,470,55,
17314,266902,229400,470,55,
17315,266902,229401,470,55,
17316,266902,229402,470,55,
16592,267000,97100,209,60,
16594,267000,98300,211,60,
16593,267000,97200,210,60,
17061,267800,197400,379,60,
17060,267800,197000,378,60,
17652,269800,266501,607,55,
17651,269800,266500,607,55,
17653,269800,266502,607,55,
17655,269801,266501,607,55,
17654,269801,266500,607,55,
17656,269801,266502,607,55,
17659,269802,266502,607,55,
17657,269802,266500,607,55,
17658,269802,266501,607,55,
16712,270100,109700,246,60,
16714,270100,110200,248,60,
16713,270100,110000,247,60,
17370,270800,232300,489,60,
17371,270800,233100,490,60,
17372,270800,233101,490,60,
17272,273400,220800,451,55,
17273,273400,220801,451,55,
17270,273400,220300,450,55,
17275,273401,220801,451,55,
17274,273401,220800,451,55,
17271,273401,220300,450,55,
17224,273500,215200,434,60,
17216,273500,215100,433,60,
17225,273500,215201,434,60,
17217,273500,215101,433,60,
17232,273500,215300,435,60,
17233,273500,215301,435,60,
17227,273501,215201,434,60,
17219,273501,215101,433,60,
17226,273501,215200,434,60,
17218,273501,215100,433,60,
17235,273501,215301,435,60,
17234,273501,215300,435,60,
17236,273502,215300,435,60,
17220,273502,215100,433,60,
17237,273502,215301,435,60,
17228,273502,215200,434,60,
17221,273502,215101,433,60,
17229,273502,215201,434,60,
17230,273503,215200,434,60,
17239,273503,215301,435,60,
17238,273503,215300,435,60,
17223,273503,215101,433,60,
17222,273503,215100,433,60,
17231,273503,215201,434,60,
17732,273700,273900,625,60,
17729,273700,273800,624,60,
17730,273700,273801,624,60,
17731,273700,273802,624,60,
17733,273700,273901,625,60,
17734,273700,273902,625,60,
17735,273700,273903,625,60,
17768,273800,276500,632,60,
17772,273800,276601,633,60,
17773,273800,276602,633,60,
17762,273800,276400,631,60,
17763,273800,276401,631,60,
17771,273800,276600,633,60,
17776,273801,276602,633,60,
17774,273801,276600,633,60,
17775,273801,276601,633,60,
17765,273801,276401,631,60,
17764,273801,276400,631,60,
17769,273801,276500,632,60,
17779,273802,276602,633,60,
17777,273802,276600,633,60,
17778,273802,276601,633,60,
17770,273802,276500,632,60,
17766,273802,276400,631,60,
17767,273802,276401,631,60,
16948,276300,182301,334,60,
16956,276300,184801,335,55,
16939,276300,172000,333,55,
16940,276300,172001,333,55,
16955,276300,184800,335,55,
16947,276300,182300,334,60,
16942,276301,172001,333,55,
16941,276301,172000,333,55,
16957,276301,184800,335,55,
16958,276301,184801,335,55,
16949,276301,182300,334,60,
16950,276301,182301,334,60,
16952,276302,182301,334,60,
16943,276302,172000,333,55,
16959,276302,184800,335,55,
16944,276302,172001,333,55,
16951,276302,182300,334,60,
16960,276302,184801,335,55,
16954,276303,182301,334,60,
16945,276303,172000,333,55,
16953,276303,182300,334,60,
16962,276303,184801,335,55,
16961,276303,184800,335,55,
16946,276303,172001,333,55,
17213,276400,215301,432,60,
17205,276400,215101,430,60,
17208,276400,215200,431,60,
17209,276400,215201,431,60,
17212,276400,215300,432,60,
17204,276400,215100,430,60,
17211,276401,215201,431,60,
17210,276401,215200,431,60,
17215,276401,215301,432,60,
17207,276401,215101,430,60,
17206,276401,215100,430,60,
17214,276401,215300,432,60,
17786,276500,276700,635,60,
17787,276500,276701,635,60,
17788,276500,276702,635,60,
17709,276600,273801,622,60,
17708,276600,273800,622,60,
17710,276600,273802,622,60,
17718,276600,273901,623,60,
17717,276600,273900,623,60,
17719,276600,273902,623,60,
17720,276600,273903,623,60,
17721,276601,273900,623,60,
17711,276601,273800,622,60,
17724,276601,273903,623,60,
17723,276601,273902,623,60,
17713,276601,273802,622,60,
17722,276601,273901,623,60,
17712,276601,273801,622,60,
17726,276602,273901,623,60,
17716,276602,273802,622,60,
17727,276602,273902,623,60,
17725,276602,273900,623,60,
17728,276602,273903,623,60,
17714,276602,273800,622,60,
17715,276602,273801,622,60,
18629,277000,393301,901,60,
18628,277000,393300,901,60,
18634,277000,394000,902,60,
18631,277001,393301,901,60,
18630,277001,393300,901,60,
18635,277001,394000,902,60,
18632,277002,393300,901,60,
18636,277002,394000,902,60,
18633,277002,393301,901,60,
20260,277100,634800,1563,60,
20261,277100,634801,1563,60,
20264,277100,634900,1564,60,
20268,277100,635000,1565,60,
20265,277100,634901,1564,60,
20269,277100,635001,1565,60,
20270,277100,635002,1565,60,
20272,277101,635001,1565,60,
20262,277101,634800,1563,60,
20273,277101,635002,1565,60,
20266,277101,634900,1564,60,
20271,277101,635000,1565,60,
20263,277101,634801,1563,60,
20267,277101,634901,1564,60,
17836,277200,277900,644,45,
17837,277200,277901,644,45,
17827,277200,277800,643,60,
17828,277200,277801,643,60,
17824,277200,277300,642,60,
17829,277200,277802,643,60,
17839,277201,277901,644,45,
17838,277201,277900,644,45,
17832,277201,277802,643,60,
17831,277201,277801,643,60,
17825,277201,277300,642,60,
17830,277201,277800,643,60,
17834,277202,277801,643,60,
17840,277202,277900,644,45,
17841,277202,277901,644,45,
17826,277202,277300,642,60,
17835,277202,277802,643,60,
17833,277202,277800,643,60,
17539,277700,257000,552,60,
17540,277700,257001,552,60,
17810,277800,277200,639,60,
17805,277800,277101,638,60,
17811,277800,277201,639,60,
17812,277800,277202,639,60,
17804,277800,277100,638,60,
17815,277801,277202,639,60,
17807,277801,277101,638,60,
17814,277801,277201,639,60,
17806,277801,277100,638,60,
17813,277801,277200,639,60,
17818,277802,277202,639,60,
17808,277802,277100,638,60,
17809,277802,277101,638,60,
17816,277802,277200,639,60,
17817,277802,277201,639,60,
16147,278300,3501,16,45,
16146,278300,3500,16,45,
16150,278300,5400,17,45,
16151,278300,5401,17,45,
16152,278301,5400,17,45,
16149,278301,3501,16,45,
16148,278301,3500,16,45,
16153,278301,5401,17,45,
16352,280500,41401,94,40,
16351,280500,41400,94,40,
16357,280500,41600,95,40,
16353,280500,41402,94,40,
16354,280501,41400,94,40,
16358,280501,41600,95,40,
16356,280501,41402,94,40,
16355,280501,41401,94,40,
19810,281500,570900,1378,60,
19808,281500,570600,1376,60,
19809,281500,570800,1377,60,
16204,282800,18300,41,55,
16205,282800,18301,41,55,
16207,282801,18301,41,55,
16206,282801,18300,41,55,
18598,283000,387800,892,55,
18599,283000,387801,892,55,
18600,283000,387802,892,55,
18603,283001,387802,892,55,
18602,283001,387801,892,55,
18601,283001,387800,892,55,
18604,283002,387800,892,55,
18606,283002,387802,892,55,
18605,283002,387801,892,55,
19718,284000,566200,1325,60,
19719,284000,566600,1326,60,
17990,284200,296000,693,60,
19717,284300,566600,1324,60,
19716,284300,566200,1323,60,
17074,284400,199000,387,25,
17077,284400,199500,389,60,
17075,284400,199001,387,25,
17076,284400,199400,388,60,
16348,284600,40000,91,25,
16350,284600,41200,93,25,
16349,284600,40900,92,25,
17066,285000,199000,384,25,
17067,285000,199001,384,25,
17070,285000,199400,385,25,
17072,285000,199500,386,25,
17069,285001,199001,384,25,
17068,285001,199000,384,25,
17073,285001,199500,386,25,
17071,285001,199400,385,25,
18047,285600,307000,710,55,
18048,285600,307001,710,55,
18049,285600,307002,710,55,
16346,285900,40900,89,25,
16345,285900,40000,88,25,
16347,285900,41200,90,25,
18965,286400,491700,1061,60,
18963,286400,490900,1059,60,
18964,286400,491200,1060,60,
18670,287500,400600,921,25,
17547,287600,260401,556,60,
17544,287600,260300,555,60,
17546,287600,260400,556,60,
17549,287601,260401,556,60,
17548,287601,260400,556,60,
17545,287601,260300,555,60,
16309,288300,24900,70,60,
16310,288300,24901,70,60,
16305,288300,24800,69,60,
16306,288300,24801,69,60,
16311,288301,24900,70,60,
16308,288301,24801,69,60,
16307,288301,24800,69,60,
16312,288301,24901,70,60,
17339,289500,230201,478,60,
17342,289500,231400,479,60,
17343,289500,231401,479,60,
17334,289500,230100,477,60,
17335,289500,230101,477,60,
17338,289500,230200,478,60,
17336,289501,230100,477,60,
17345,289501,231401,479,60,
17341,289501,230201,478,60,
17344,289501,231400,479,60,
17340,289501,230200,478,60,
17337,289501,230101,477,60,
16542,294800,86500,189,60,
16543,294800,86501,189,60,
16539,294800,85701,188,60,
16546,294800,91800,190,60,
16538,294800,85700,188,60,
16544,294801,86500,189,60,
16541,294801,85701,188,60,
16540,294801,85700,188,60,
16547,294801,91800,190,60,
16545,294801,86501,189,60,
20176,294900,626501,1533,60,
20160,294900,626401,1532,60,
20152,294900,626301,1531,60,
20151,294900,626300,1531,60,
20175,294900,626500,1533,60,
20161,294900,626402,1532,60,
20162,294900,626403,1532,60,
20159,294900,626400,1532,60,
20178,294901,626501,1533,60,
20177,294901,626500,1533,60,
20166,294901,626403,1532,60,
20153,294901,626300,1531,60,
20154,294901,626301,1531,60,
20164,294901,626401,1532,60,
20163,294901,626400,1532,60,
20165,294901,626402,1532,60,
20169,294902,626402,1532,60,
20170,294902,626403,1532,60,
20167,294902,626400,1532,60,
20168,294902,626401,1532,60,
20155,294902,626300,1531,60,
20180,294902,626501,1533,60,
20156,294902,626301,1531,60,
20179,294902,626500,1533,60,
20173,294903,626402,1532,60,
20182,294903,626501,1533,60,
20181,294903,626500,1533,60,
20157,294903,626300,1531,60,
20172,294903,626401,1532,60,
20171,294903,626400,1532,60,
20174,294903,626403,1532,60,
20158,294903,626301,1531,60,
17988,295000,295100,692,60,
17989,295000,295101,692,60,
20203,295900,627300,1540,60,
20204,295900,627301,1540,60,
20208,295900,627401,1541,60,
20207,295900,627400,1541,60,
20206,295901,627301,1540,60,
20210,295901,627401,1541,60,
20205,295901,627300,1540,60,
20209,295901,627400,1541,60,
18596,296600,387801,891,55,
18597,296600,387802,891,55,
18595,296600,387800,891,55,
19422,296700,550601,1224,60,
19437,296700,550801,1226,60,
19423,296700,550602,1224,60,
19430,296700,550700,1225,60,
19436,296700,550800,1226,60,
19421,296700,550600,1224,60,
19431,296700,550701,1225,60,
19438,296701,550800,1226,60,
19426,296701,550602,1224,60,
19425,296701,550601,1224,60,
19439,296701,550801,1226,60,
19424,296701,550600,1224,60,
19432,296701,550700,1225,60,
19433,296701,550701,1225,60,
19428,296702,550601,1224,60,
19429,296702,550602,1224,60,
19434,296702,550700,1225,60,
19440,296702,550800,1226,60,
19441,296702,550801,1226,60,
19427,296702,550600,1224,60,
19435,296702,550701,1225,60,
18611,296800,388400,894,60,
18612,296800,388401,894,60,
16856,299100,151401,312,60,
16855,299100,151400,312,60,
16859,299100,153700,313,55,
16851,299100,147700,311,55,
16860,299100,153701,313,55,
16852,299100,147701,311,55,
16862,299101,153701,313,55,
16854,299101,147701,311,55,
16861,299101,153700,313,55,
16858,299101,151401,312,60,
16853,299101,147700,311,55,
16857,299101,151400,312,60,
19579,299700,556801,1264,40,
19576,299700,556400,1263,40,
19583,299700,557401,1265,40,
19578,299700,556800,1264,40,
19582,299700,557400,1265,40,
19585,299701,557401,1265,40,
19584,299701,557400,1265,40,
19577,299701,556400,1263,40,
19580,299701,556800,1264,40,
19581,299701,556801,1264,40,
18716,306000,435900,962,60,
18714,306000,418600,960,60,
18715,306000,429600,961,60,
17151,306900,210301,416,40,
17148,306900,209600,415,40,
17154,306900,211200,417,40,
17155,306900,211201,417,40,
17150,306900,210300,416,40,
17156,306901,211200,417,40,
17149,306901,209600,415,40,
17153,306901,210301,416,40,
17157,306901,211201,417,40,
17152,306901,210300,416,40,
19729,307100,567000,1331,55,
19732,307100,567200,1332,55,
19734,307100,567202,1332,55,
19733,307100,567201,1332,55,
19736,307101,567201,1332,55,
19730,307101,567000,1331,55,
19737,307101,567202,1332,55,
19735,307101,567200,1332,55,
19738,307102,567200,1332,55,
19739,307102,567201,1332,55,
19731,307102,567000,1331,55,
19740,307102,567202,1332,55,
16760,307200,117600,268,60,
16761,307200,119000,269,60,
17164,308200,211200,420,40,
17165,308200,211201,420,40,
17160,308200,210300,419,40,
17161,308200,210301,419,40,
17158,308200,209600,418,40,
17163,308201,210301,419,40,
17162,308201,210300,419,40,
17167,308201,211201,420,40,
17166,308201,211200,420,40,
17159,308201,209600,418,40,
18697,308500,417100,943,60,
18696,308500,416600,942,60,
18698,308500,417400,944,60,
19019,310200,497300,1087,40,
19016,310200,496801,1086,40,
19020,310200,497301,1087,40,
19024,310200,499001,1088,40,
19015,310200,496800,1086,40,
19023,310200,499000,1088,40,
19021,310201,497300,1087,40,
19026,310201,499001,1088,40,
19025,310201,499000,1088,40,
19018,310201,496801,1086,40,
19017,310201,496800,1086,40,
19022,310201,497301,1087,40,
19909,310300,585901,1424,60,
19903,310300,585501,1422,60,
19906,310300,585700,1423,60,
19908,310300,585900,1424,60,
19902,310300,585500,1422,60,
19905,310301,585501,1422,60,
19904,310301,585500,1422,60,
19911,310301,585901,1424,60,
19907,310301,585700,1423,60,
19910,310301,585900,1424,60,
17531,310400,256900,550,60,
17532,310400,256901,550,60,
17528,310400,256801,549,60,
17527,310400,256800,549,60,
17529,310401,256800,549,60,
17534,310401,256901,550,60,
17533,310401,256900,550,60,
17530,310401,256801,549,60,
17497,310500,255600,540,60,
17498,310500,255601,540,60,
17501,310500,255700,541,60,
17495,310500,255500,539,60,
17502,310500,255701,541,60,
17499,310501,255600,540,60,
17496,310501,255500,539,60,
17503,310501,255700,541,60,
17504,310501,255701,541,60,
17500,310501,255601,540,60,
18391,310900,347800,819,55,
18382,310900,347700,818,55,
18383,310900,347701,818,55,
18384,310900,347702,818,55,
18387,310901,347702,818,55,
18392,310901,347800,819,55,
18386,310901,347701,818,55,
18385,310901,347700,818,55,
18390,310902,347702,818,55,
18388,310902,347700,818,55,
18389,310902,347701,818,55,
18393,310902,347800,819,55,
19272,311000,534800,1172,60,
19041,311100,499400,1094,60,
19042,311100,499500,1095,60,
17362,311400,232200,486,60,
17360,311400,232100,485,60,
17363,311401,232200,486,60,
17361,311401,232100,485,60,
17321,311900,230000,473,60,
20069,312300,623600,1508,60,
20068,312300,623400,1507,60,
19995,312400,610300,1474,60,
19994,312400,610200,1473,60,
17408,323400,234700,503,60,
17414,323400,235000,505,60,
17410,323400,234800,504,60,
17415,323400,235001,505,60,
17411,323400,234801,504,60,
17409,323401,234700,503,60,
17413,323401,234801,504,60,
17412,323401,234800,504,60,
17417,323401,235001,505,60,
17416,323401,235000,505,60,
19708,323700,563700,1315,60,
19709,323700,566100,1316,60,
18225,323800,339600,772,60,
18226,323800,339601,772,60,
18231,323800,339800,774,60,
18229,323800,339700,773,60,
18228,323801,339601,772,60,
18227,323801,339600,772,60,
18232,323801,339800,774,60,
18230,323801,339700,773,60,
16616,327100,103300,220,60,
16612,327100,100000,219,60,
16613,327100,100001,219,60,
16608,327100,99900,218,60,
16609,327100,99901,218,60,
16617,327101,103300,220,60,
16615,327101,100001,219,60,
16611,327101,99901,218,60,
16614,327101,100000,219,60,
16610,327101,99900,218,60,
20117,327200,626400,1526,60,
20119,327200,626402,1526,60,
20112,327200,626301,1525,60,
20120,327200,626403,1526,60,
20129,327200,626500,1527,60,
20118,327200,626401,1526,60,
20130,327200,626501,1527,60,
20111,327200,626300,1525,60,
20122,327201,626401,1526,60,
20121,327201,626400,1526,60,
20113,327201,626300,1525,60,
20131,327201,626500,1527,60,
20114,327201,626301,1525,60,
20124,327201,626403,1526,60,
20123,327201,626402,1526,60,
20132,327201,626501,1527,60,
20134,327202,626501,1527,60,
20128,327202,626403,1526,60,
20127,327202,626402,1526,60,
