id,from_lane,to_lane,group_id,max_speed,tags
16604,24301,100000,216,60,
16601,24301,99901,215,60,
16600,24301,99900,215,60,
19673,24400,560900,1299,60,
19677,24400,561100,1300,60,
19674,24400,560901,1299,60,
19678,24400,561101,1300,60,
19680,24401,561101,1300,60,
19676,24401,560901,1299,60,
19675,24401,560900,1299,60,
19679,24401,561100,1300,60,
19659,24500,560700,1295,60,
19660,24500,560701,1295,60,
19657,24500,560600,1294,60,
19653,24500,560500,1293,60,
19654,24500,560501,1293,60,
19656,24501,560501,1293,60,
19658,24501,560600,1294,60,
19655,24501,560500,1293,60,
19662,24501,560701,1295,60,
19661,24501,560700,1295,60,
19633,24600,559200,1287,60,
19638,24600,559301,1288,60,
19634,24600,559201,1287,60,
19637,24600,559300,1288,60,
19639,24601,559300,1288,60,
19636,24601,559201,1287,60,
19635,24601,559200,1287,60,
19640,24601,559301,1288,60,
18776,24700,456600,992,60,
18768,24700,449100,990,60,
18772,24700,449200,991,60,
18773,24700,449201,991,60,
18769,24700,449101,990,60,
18777,24700,456601,992,60,
18771,24701,449101,990,60,
18770,24701,449100,990,60,
18779,24701,456601,992,60,
18775,24701,449201,991,60,
18778,24701,456600,992,60,
18774,24701,449200,991,60,
19249,24800,532801,1159,60,
19244,24800,532100,1158,60,
19252,24800,532900,1160,60,
19245,24800,532101,1158,60,
19253,24800,532901,1160,60,
19248,24800,532800,1159,60,
19247,24801,532101,1158,60,
19246,24801,532100,1158,60,
19254,24801,532900,1160,60,
19255,24801,532901,1160,60,
19251,24801,532801,1159,60,
19250,24801,532800,1159,60,
17915,25500,287700,677,60,
17919,25500,288400,678,60,
17916,25500,287701,677,60,
17920,25500,288401,678,60,
17912,25500,287601,676,60,
17911,25500,287600,676,60,
17921,25501,288400,678,60,
17914,25501,287601,676,60,
17913,25501,287600,676,60,
17918,25501,287701,677,60,
17917,25501,287700,677,60,
17922,25501,288401,678,60,
16163,25600,14300,23,60,
16164,25600,14400,24,60,
19843,25900,574700,1397,60,
18482,34000,358301,853,60,
18479,34000,358100,852,60,
18481,34000,358300,853,60,
18484,34001,358301,853,60,
18483,34001,358300,853,60,
18480,34001,358100,852,60,
16758,38500,117600,266,60,
16759,38500,119000,267,60,
18188,38600,329900,757,60,
18190,38600,330101,758,60,
18189,38600,330100,758,60,
18692,39600,416400,938,60,
18691,39600,416300,937,60,
16720,39700,110400,252,60,
16726,39700,110700,254,60,
16727,39700,110701,254,60,
16723,39700,110601,253,60,
16722,39700,110600,253,60,
16725,39701,110601,253,60,
16724,39701,110600,253,60,
16729,39701,110701,254,60,
16728,39701,110700,254,60,
16721,39701,110400,252,60,
16335,39900,38700,82,60,
16334,39900,38600,81,60,
17636,40800,264300,598,30,
17635,40800,264100,597,30,
17637,40800,265200,599,30,
17890,41100,285700,664,25,
17891,41100,286000,665,25,
17892,41100,286500,666,25,
17881,41300,285100,660,25,
17880,41300,284701,659,25,
17879,41300,284700,659,25,
17878,41300,284500,658,25,
19318,41500,537301,1190,55,
19317,41500,537300,1190,55,
19319,41500,537302,1190,55,
19321,41501,537301,1190,55,
19320,41501,537300,1190,55,
19322,41501,537302,1190,55,
19323,41502,537300,1190,55,
19324,41502,537301,1190,55,
19325,41502,537302,1190,55,
18135,41900,311201,734,60,
18136,41900,311500,735,60,
18134,41900,311200,734,60,
16390,42000,44800,107,55,
16392,42000,46300,108,55,
16393,42000,46301,108,55,
16391,42001,44800,107,55,
16395,42001,46301,108,55,
16394,42001,46300,108,55,
16473,43500,68500,156,60,
16475,43500,68600,157,60,
16474,43500,68501,156,60,
16476,43500,68601,157,60,
17440,44100,250300,517,60,
17436,44100,250200,516,60,
17437,44100,250201,516,60,
17441,44100,250301,517,60,
17443,44101,250301,517,60,
17442,44101,250300,517,60,
17439,44101,250201,516,60,
17438,44101,250200,516,60,
16413,44300,46601,114,60,
16408,44300,46400,113,60,
16409,44300,46401,113,60,
16412,44300,46600,114,60,
16415,44301,46601,114,60,
16414,44301,46600,114,60,
16411,44301,46401,113,60,
16410,44301,46400,113,60,
17269,44700,219800,449,60,
16396,46200,46400,109,60,
16397,46200,46401,109,60,
16398,46200,46600,110,60,
16399,46200,46601,110,60,
18508,46300,367601,862,55,
18507,46300,367600,862,55,
18509,46301,367600,862,55,
18510,46301,367601,862,55,
18487,46500,366600,855,60,
18485,46500,366400,854,60,
18491,46500,366800,856,60,
18488,46500,366601,855,60,
18492,46500,366801,856,60,
18494,46501,366801,856,60,
18493,46501,366800,856,60,
18489,46501,366600,855,60,
18490,46501,366601,855,60,
18486,46501,366400,854,60,
16384,46700,44200,105,60,
16388,46700,44400,106,60,
16385,46700,44201,105,60,
16380,46700,43600,104,60,
16381,46700,43601,104,60,
16383,46701,43601,104,60,
16382,46701,43600,104,60,
16389,46701,44400,106,60,
16387,46701,44201,105,60,
16386,46701,44200,105,60,
16553,48400,93200,194,60,
16557,48400,93300,195,60,
16554,48400,93201,194,60,
16555,48401,93200,194,60,
16558,48401,93300,195,60,
16556,48401,93201,194,60,
16445,48500,60100,140,60,
16444,48500,58900,139,60,
16446,48500,61200,141,60,
18906,51000,479600,1032,60,
18907,51000,482100,1033,60,
18905,51000,478400,1031,60,
16452,51500,67200,147,60,
16451,51500,66700,146,60,
16450,51500,61300,145,60,
19853,58800,577400,1407,60,
18909,60000,479600,1035,60,
18910,60000,482100,1036,60,
18908,60000,478400,1034,60,
16454,61100,66700,149,60,
16453,61100,61300,148,60,
16455,61100,67200,150,60,
16435,61200,48600,130,60,
16437,61200,51600,132,60,
16434,61200,48500,129,60,
16436,61200,51100,131,60,
16779,66600,134700,282,60,
16778,66600,132000,281,60,
16777,66600,123900,280,60,
16426,67100,48500,121,60,
16429,67100,51600,124,60,
16427,67100,48600,122,60,
16428,67100,51100,123,60,
16441,68200,58900,136,60,
16443,68200,61200,138,60,
16442,68200,60100,137,60,
17633,68400,264300,595,30,
17632,68400,264100,594,30,
17634,68400,265200,596,30,
18502,68500,366801,859,60,
18495,68500,366400,857,60,
18497,68500,366600,858,60,
18498,68500,366601,858,60,
18501,68500,366800,859,60,
18496,68501,366400,857,60,
18504,68501,366801,859,60,
18503,68501,366800,859,60,
18500,68501,366601,858,60,
18499,68501,366600,858,60,
17294,68700,222700,460,60,
17290,68700,221900,459,60,
17291,68700,221901,459,60,
17296,68700,223300,461,60,
17297,68700,223301,461,60,
17295,68701,222700,460,60,
17293,68701,221901,459,60,
17299,68701,223301,461,60,
17292,68701,221900,459,60,
17298,68701,223300,461,60,
19460,69000,551600,1231,55,
19456,69000,550900,1230,55,
19457,69000,550901,1230,55,
19461,69001,551600,1231,55,
19458,69001,550900,1230,55,
19459,69001,550901,1230,55,
17421,73100,250100,509,60,
17420,73100,246000,508,60,
17486,73200,255400,535,60,
17487,73200,255401,535,60,
17481,73200,255101,533,60,
17480,73200,255100,533,60,
17484,73200,255200,534,60,
17483,73201,255101,533,60,
17488,73201,255400,535,60,
17482,73201,255100,533,60,
17489,73201,255401,535,60,
17485,73201,255200,534,60,
19706,73700,562501,1313,40,
19705,73700,562500,1313,40,
19707,73700,563200,1314,60,
18713,84700,435900,959,60,
18711,84700,418600,957,60,
18712,84700,429600,958,60,
16521,84800,85201,179,60,
16522,84800,85300,180,60,
16523,84800,85500,181,60,
16520,84800,85200,179,60,
16527,85000,85500,184,60,
16524,85000,85200,182,60,
16526,85000,85300,183,60,
16525,85000,85201,182,60,
19036,85100,499001,1091,60,
19035,85100,499000,1091,60,
19032,85100,497301,1090,40,
19028,85100,496801,1089,60,
19027,85100,496800,1089,60,
19031,85100,497300,1090,40,
19030,85101,496801,1089,60,
19037,85101,499000,1091,60,
19029,85101,496800,1089,60,
19034,85101,497301,1090,40,
19033,85101,497300,1090,40,
19038,85101,499001,1091,60,
18532,85200,370600,871,60,
18528,85200,370300,870,60,
18529,85200,370301,870,60,
18533,85200,370601,871,60,
18536,85200,370700,872,60,
18534,85201,370600,871,60,
18530,85201,370300,870,60,
18531,85201,370301,870,60,
18537,85201,370700,872,60,
18535,85201,370601,871,60,
16496,85400,84800,167,60,
16498,85400,85100,169,60,
16499,85400,85101,169,60,
16497,85400,84900,168,60,
16500,85600,84800,170,60,
16502,85600,85100,172,60,
16503,85600,85101,172,60,
16501,85600,84900,171,60,
17280,86400,221900,456,60,
17284,86400,222700,457,60,
17286,86400,223300,458,60,
17281,86400,221901,456,60,
17287,86400,223301,458,60,
17283,86401,221901,456,60,
17282,86401,221900,456,60,
17285,86401,222700,457,60,
17289,86401,223301,458,60,
17288,86401,223300,458,60,
17935,91700,289600,682,60,
17941,91700,294902,683,60,
17936,91700,289601,682,60,
17942,91700,294903,683,60,
17939,91700,294900,683,60,
17947,91700,295000,684,60,
17940,91700,294901,683,60,
17944,91701,294901,683,60,
17943,91701,294900,683,60,
17948,91701,295000,684,60,
17938,91701,289601,682,60,
17937,91701,289600,682,60,
17946,91701,294903,683,60,
17945,91701,294902,683,60,
16756,93100,117600,264,60,
16757,93100,119000,265,60,
19979,93200,609601,1461,60,
19978,93200,609600,1461,60,
19980,93201,609600,1461,60,
19981,93201,609601,1461,60,
16559,93500,93600,196,60,
16560,93500,93601,196,60,
20019,95200,612900,1481,60,
20020,95200,612901,1481,60,
20023,95200,615200,1482,60,
20024,95201,615200,1482,60,
20022,95201,612901,1481,60,
20021,95201,612900,1481,60,
19233,95400,532101,1155,60,
19236,95400,532800,1156,60,
19237,95400,532801,1156,60,
19232,95400,532100,1155,60,
19240,95400,532900,1157,60,
19241,95400,532901,1157,60,
19243,95401,532901,1157,60,
19238,95401,532800,1156,60,
19239,95401,532801,1156,60,
19235,95401,532101,1155,60,
19234,95401,532100,1155,60,
19242,95401,532900,1157,60,
16321,95800,24800,73,60,
16322,95800,24801,73,60,
16323,95800,24900,74,60,
16324,95800,24901,74,60,
20299,95900,635200,1570,60,
20295,95900,635100,1569,60,
20296,95900,635101,1569,60,
20300,95901,635200,1570,60,
20298,95901,635101,1569,60,
20297,95901,635100,1569,60,
16572,96100,95901,200,60,
16571,96100,95900,200,60,
16574,96101,95901,200,60,
16573,96101,95900,200,60,
16575,96400,95900,201,60,
16576,96400,95901,201,60,
20214,97000,630501,1543,60,
20211,97000,630000,1542,60,
20213,97000,630500,1543,60,
20212,97001,630000,1542,60,
20216,97001,630501,1543,60,
20215,97001,630500,1543,60,
17317,97100,229400,471,55,
17318,97100,229401,471,55,
17319,97100,229402,471,55,
18968,98200,491700,1064,60,
18967,98200,491200,1063,60,
18966,98200,490900,1062,60,
18947,99800,489000,1053,60,
18945,99800,488100,1051,60,
18946,99800,488900,1052,60,
16273,99900,24500,61,60,
16274,99900,24501,61,60,
16269,99900,24400,60,60,
16270,99900,24401,60,60,
16265,99900,24300,59,60,
16266,99900,24301,59,60,
16277,99900,24600,62,60,
16278,99900,24601,62,60,
16279,99901,24600,62,60,
16275,99901,24500,61,60,
16272,99901,24401,60,60,
16268,99901,24301,59,60,
16271,99901,24400,60,60,
16276,99901,24501,61,60,
16267,99901,24300,59,60,
16280,99901,24601,62,60,
18157,103200,323800,745,60,
18158,103200,323801,745,60,
18161,103200,323900,746,60,
18155,103200,323500,744,60,
18162,103200,323901,746,60,
18156,103201,323500,744,60,
18164,103201,323901,746,60,
18160,103201,323801,745,60,
18163,103201,323900,746,60,
18159,103201,323800,745,60,
19649,103300,559200,1291,60,
19650,103300,559201,1291,60,
19651,103300,559300,1292,60,
19652,103300,559301,1292,60,
19386,103400,550000,1217,55,
19390,103400,550301,1218,55,
19389,103400,550300,1218,55,
19391,103400,550302,1218,55,
19394,103401,550302,1218,55,
19392,103401,550300,1218,55,
19387,103401,550000,1217,55,
19393,103401,550301,1218,55,
19397,103402,550302,1218,55,
19388,103402,550000,1217,55,
19395,103402,550300,1218,55,
19396,103402,550301,1218,55,
19746,103900,567502,1334,55,
19744,103900,567500,1334,55,
19741,103900,567300,1333,55,
19745,103900,567501,1334,55,
19742,103901,567300,1333,55,
19749,103901,567502,1334,55,
19747,103901,567500,1334,55,
19748,103901,567501,1334,55,
19743,103902,567300,1333,55,
19750,103902,567500,1334,55,
19752,103902,567502,1334,55,
19751,103902,567501,1334,55,
19925,104000,592101,1432,60,
19929,104000,592201,1433,60,
19928,104000,592200,1433,60,
19924,104000,592100,1432,60,
19922,104000,591900,1431,60,
19923,104001,591900,1431,60,
19927,104001,592101,1432,60,
19930,104001,592200,1433,60,
19926,104001,592100,1432,60,
19931,104001,592201,1433,60,
16809,107800,146100,292,50,
16808,107800,142300,291,50,
16807,107800,141500,290,50,
17181,107900,212201,424,60,
17188,107900,214000,426,60,
17184,107900,213900,425,60,
17189,107900,214001,426,60,
17185,107900,213901,425,60,
17180,107900,212200,424,60,
17186,107901,213900,425,60,
17187,107901,213901,425,60,
17183,107901,212201,424,60,
17191,107901,214001,426,60,
17182,107901,212200,424,60,
17190,107901,214000,426,60,
16658,108100,108200,232,55,
16659,108100,108201,232,55,
16660,108100,108202,232,55,
17027,108500,194800,370,55,
17030,108500,195100,371,55,
17032,108500,195102,371,55,
17031,108500,195101,371,55,
17033,108501,195100,371,55,
17028,108501,194800,370,55,
17034,108501,195101,371,55,
17035,108501,195102,371,55,
17037,108502,195101,371,55,
17029,108502,194800,370,55,
17038,108502,195102,371,55,
17036,108502,195100,371,55,
16618,108700,103400,221,55,
16619,108700,103401,221,55,
16620,108700,103402,221,55,
16623,108701,103402,221,55,
16622,108701,103401,221,55,
16621,108701,103400,221,55,
16626,108702,103402,221,55,
16624,108702,103400,221,55,
16625,108702,103401,221,55,
18667,108900,400200,918,60,
18666,108900,400000,917,60,
16630,109000,103500,223,55,
16631,109000,103501,223,55,
16632,109000,103502,223,55,
16633,109001,103500,223,55,
16635,109001,103502,223,55,
16634,109001,103501,223,55,
16638,109002,103502,223,55,
16636,109002,103500,223,55,
16637,109002,103501,223,55,
16646,109200,104000,226,60,
16647,109200,104001,226,60,
16740,109300,116300,258,55,
16741,109300,116301,258,55,
16742,109300,116302,258,55,
16745,109301,116302,258,55,
16744,109301,116301,258,55,
16743,109301,116300,258,55,
16748,109302,116302,258,55,
16746,109302,116300,258,55,
16747,109302,116301,258,55,
16768,109600,123500,272,60,
16770,109600,123701,273,60,
16769,109600,123700,273,60,
17689,109900,270200,615,60,
17688,109900,269900,614,60,
16716,110100,110600,250,60,
16718,110100,110700,251,60,
16719,110100,110701,251,60,
16715,110100,110400,249,60,
16717,110100,110601,250,60,
16333,110300,38700,80,60,
16332,110300,38600,79,60,
16708,110500,110200,242,60,
16706,110500,109700,240,60,
16707,110500,110000,241,60,
16340,110600,39800,84,60,
16336,110600,39700,83,60,
16337,110600,39701,83,60,
16339,110601,39701,83,60,
16338,110601,39700,83,60,
16341,110601,39800,84,60,
19942,116200,593900,1437,60,
19943,116200,593901,1437,60,
19945,116201,593901,1437,60,
19944,116201,593900,1437,60,
16670,116600,108600,234,55,
16679,116600,108800,235,55,
16671,116600,108601,234,55,
16672,116600,108602,234,55,
16675,116601,108602,234,55,
16674,116601,108601,234,55,
16673,116601,108600,234,55,
16680,116601,108800,235,55,
16678,116602,108602,234,55,
16677,116602,108601,234,55,
16676,116602,108600,234,55,
16681,116602,108800,235,55,
19000,116800,496300,1082,55,
19001,116800,496301,1082,55,
19002,116800,496302,1082,55,
17146,117500,211200,414,40,
17144,117500,210300,413,40,
17147,117500,211201,414,40,
17145,117500,210301,413,40,
17143,117500,209600,412,60,
16549,118900,85701,191,60,
16551,118900,86501,192,60,
16548,118900,85700,191,60,
16550,118900,86500,192,60,
16552,118900,91800,193,60,
16331,123400,34100,78,60,
16749,123600,116300,259,55,
16750,123600,116301,259,55,
16751,123600,116302,259,55,
19669,123800,560700,1298,60,
19670,123800,560701,1298,60,
19663,123800,560500,1296,60,
19664,123800,560501,1296,60,
19667,123800,560600,1297,60,
19671,123801,560700,1298,60,
19668,123801,560600,1297,60,
19666,123801,560501,1296,60,
19665,123801,560500,1296,60,
19672,123801,560701,1298,60,
16154,131900,5900,18,60,
19835,134600,571500,1393,60,
16449,140000,67200,144,60,
16447,140000,61300,142,60,
16448,140000,66700,143,60,
16792,140400,141000,285,55,
16793,140400,141001,285,55,
16794,140400,141002,285,55,
16797,140401,141002,285,55,
16796,140401,141001,285,55,
16795,140401,141000,285,55,
16800,140402,141002,285,55,
16798,140402,141000,285,55,
16799,140402,141001,285,55,
18674,140900,402500,925,60,
18675,140900,407600,926,60,
18673,140900,402100,924,60,
16703,141400,109400,239,55,
16695,141400,109301,238,55,
16696,141400,109302,238,55,
16694,141400,109300,238,55,
16697,141401,109300,238,55,
16704,141401,109400,239,55,
16699,141401,109302,238,55,
16698,141401,109301,238,55,
16705,141402,109400,239,55,
16702,141402,109302,238,55,
16700,141402,109300,238,55,
16701,141402,109301,238,55,
16978,142200,185100,342,30,
16980,142200,188600,344,60,
16979,142200,187800,343,60,
16648,146000,104100,227,50,
19193,146500,529700,1145,50,
19191,146500,528000,1143,50,
19192,146500,528200,1144,50,
18869,146600,474400,1019,60,
18868,146600,474300,1018,60,
18678,147000,407600,929,60,
18677,147000,402500,928,60,
18676,147000,402100,927,60,
16827,147200,147300,304,60,
16829,147200,147500,305,60,
16828,147200,147301,304,60,
16830,147200,147501,305,60,
17017,147400,194400,367,60,
17023,147400,194600,369,60,
17024,147400,194601,369,60,
17019,147400,194500,368,60,
17020,147400,194501,368,60,
17021,147401,194500,368,60,
17026,147401,194601,369,60,
17018,147401,194400,367,60,
17025,147401,194600,369,60,
17022,147401,194501,368,60,
19682,147600,560901,1301,60,
19681,147600,560900,1301,60,
19686,147600,561101,1302,60,
19685,147600,561100,1302,60,
19688,147601,561101,1302,60,
19687,147601,561100,1302,60,
19684,147601,560901,1301,60,
19683,147601,560900,1301,60,
18752,151300,442801,979,55,
18755,151300,442900,980,55,
18756,151300,442901,980,55,
18751,151300,442800,979,55,
18758,151301,442901,980,55,
18754,151301,442801,979,55,
18753,151301,442800,979,55,
18757,151301,442900,980,55,
18019,153600,296901,700,60,
18016,153600,296800,699,60,
18010,153600,296700,698,60,
18011,153600,296701,698,60,
18012,153600,296702,698,60,
18018,153600,296900,700,60,
18021,153601,296901,700,60,
18020,153601,296900,700,60,
18013,153601,296700,698,60,
18015,153601,296702,698,60,
18017,153601,296800,699,60,
18014,153601,296701,698,60,
16964,153900,172001,336,55,
16971,153900,184800,338,55,
16967,153900,182300,337,55,
16972,153900,184801,338,55,
16968,153900,182301,337,55,
16963,153900,172000,336,55,
16966,153901,172001,336,55,
16974,153901,184801,338,55,
16970,153901,182301,337,55,
16965,153901,172000,336,55,
16973,153901,184800,338,55,
16969,153901,182300,337,55,
16360,156300,42001,96,55,
16363,156300,42100,97,55,
16359,156300,42000,96,55,
16362,156301,42001,96,55,
16361,156301,42000,96,55,
16364,156301,42100,97,55,
18246,156400,340101,782,60,
18249,156400,340600,783,55,
18241,156400,340000,781,60,
18250,156400,340601,783,55,
18242,156400,340001,781,60,
18245,156400,340100,782,60,
18251,156401,340600,783,55,
18248,156401,340101,782,60,
18247,156401,340100,782,60,
18244,156401,340001,781,60,
18252,156401,340601,783,55,
18243,156401,340000,781,60,
19873,156500,584901,1414,60,
19869,156500,584801,1413,60,
19877,156500,585001,1415,60,
19868,156500,584800,1413,60,
19876,156500,585000,1415,60,
19872,156500,584900,1414,60,
19871,156501,584801,1413,60,
19870,156501,584800,1413,60,
19879,156501,585001,1415,60,
19875,156501,584901,1414,60,
19878,156501,585000,1415,60,
19874,156501,584900,1414,60,
19051,171600,505501,1101,60,
19050,171600,505500,1101,60,
19055,171600,520601,1102,60,
19054,171600,520600,1102,60,
19057,171601,520601,1102,60,
19056,171601,520600,1102,60,
19053,171601,505501,1101,60,
19052,171601,505500,1101,60,
19567,171900,556100,1259,60,
19563,171900,556000,1258,60,
19564,171900,556001,1258,60,
19568,171900,556101,1259,60,
19560,171900,554701,1257,60,
19559,171900,554700,1257,60,
19561,171901,554700,1257,60,
19569,171901,556100,1259,60,
19565,171901,556000,1258,60,
19570,171901,556101,1259,60,
19562,171901,554701,1257,60,
19566,171901,556001,1258,60,
18564,182200,383301,883,55,
18559,182200,383200,882,55,
18560,182200,383201,882,55,
18556,182200,372901,881,55,
18555,182200,372900,881,55,
18563,182200,383300,883,55,
18562,182201,383201,882,55,
18558,182201,372901,881,55,
18561,182201,383200,882,55,
18557,182201,372900,881,55,
18566,182201,383301,883,55,
18565,182201,383300,883,55,
17736,184700,273800,626,60,
17737,184700,273801,626,60,
17742,184700,273900,627,60,
17738,184700,273802,626,60,
17743,184700,273901,627,60,
17744,184700,273902,627,60,
17745,184700,273903,627,60,
17747,184701,273901,627,60,
17746,184701,273900,627,60,
17740,184701,273801,626,60,
17739,184701,273800,626,60,
17741,184701,273802,626,60,
17749,184701,273903,627,60,
17748,184701,273902,627,60,
16867,185000,151400,315,55,
16868,185000,151401,315,55,
16871,185000,153700,316,55,
16872,185000,153701,316,55,
16863,185000,147700,314,55,
16864,185000,147701,314,55,
16874,185001,153701,316,55,
16873,185001,153700,316,55,
16870,185001,151401,315,55,
16865,185001,147700,314,55,
16869,185001,151400,315,55,
16866,185001,147701,314,55,
16991,187700,189700,355,30,
16990,187700,188800,354,30,
16992,187700,190700,356,30,
16804,188500,141500,287,60,
16805,188500,142300,288,50,
16806,188500,146100,289,50,
19186,188700,528200,1138,50,
19185,188700,528000,1137,60,
19187,188700,529700,1139,50,
16108,189600,100,4,60,
16110,189600,2000,6,60,
16109,189600,1100,5,60,
19361,190600,546600,1206,50,
19359,190600,544700,1204,60,
19360,190600,545700,1205,60,
16975,193300,185100,339,30,
16976,193300,187800,340,30,
16977,193300,188600,341,30,
20316,194000,635501,1579,60,
20319,194000,635600,1580,60,
20315,194000,635500,1579,60,
20320,194000,635601,1580,60,
20318,194001,635501,1579,60,
20322,194001,635601,1580,60,
20317,194001,635500,1579,60,
20321,194001,635600,1580,60,
16587,194300,96500,205,60,
16588,194300,96501,205,60,
18864,194400,474300,1014,60,
18865,194400,474400,1015,60,
19773,194500,568400,1351,60,
19771,194500,568300,1350,60,
19767,194500,568200,1349,60,
19774,194500,568401,1351,60,
19768,194500,568201,1349,60,
19775,194501,568400,1351,60,
19770,194501,568201,1349,60,
19769,194501,568200,1349,60,
19776,194501,568401,1351,60,
19772,194501,568300,1350,60,
16824,194700,147501,303,60,
16819,194700,147300,302,60,
16820,194700,147301,302,60,
16823,194700,147500,303,60,
16826,194701,147501,303,60,
16825,194701,147500,303,60,
16822,194701,147301,302,60,
16821,194701,147300,302,60,
17059,195000,196700,377,60,
17057,195000,196600,376,60,
17058,195000,196601,376,60,
17676,195400,267100,612,55,
17679,195400,267900,613,55,
17680,195400,267901,613,55,
17681,195400,267902,613,55,
17682,195401,267900,613,55,
17683,195401,267901,613,55,
17684,195401,267902,613,55,
17677,195401,267100,612,55,
17686,195402,267901,613,55,
17687,195402,267902,613,55,
17678,195402,267100,612,55,
17685,195402,267900,613,55,
18513,196000,370300,864,60,
18516,196000,370601,865,60,
18515,196000,370600,865,60,
18514,196000,370301,864,60,
18517,196000,370700,866,60,
19371,196500,548100,1214,55,
19372,196500,548101,1214,55,
19373,196500,548102,1214,55,
19374,196501,548100,1214,55,
19376,196501,548102,1214,55,
19375,196501,548101,1214,55,
19377,196502,548100,1214,55,
19379,196502,548102,1214,55,
19378,196502,548101,1214,55,
17519,196600,256900,546,60,
17520,196600,256901,546,60,
17515,196600,256800,545,60,
17516,196600,256801,545,60,
17522,196601,256901,546,60,
17521,196601,256900,546,60,
17518,196601,256801,545,60,
17517,196601,256800,545,60,
17673,196900,267900,611,55,
17672,196900,267100,610,60,
17674,196900,267901,611,55,
17675,196900,267902,611,55,
17063,197300,198100,381,60,
17062,197300,197700,380,60,
17064,198000,198500,382,60,
17065,198400,198500,383,60,
17648,198900,266500,606,55,
17649,198900,266501,606,55,
17650,198900,266502,606,55,
17884,199300,284700,662,25,
17885,199300,284701,662,25,
17882,199300,284500,661,25,
17888,199300,285100,663,25,
17887,199301,284701,662,25,
17886,199301,284700,662,25,
17889,199301,285100,663,25,
17883,199301,284500,661,25,
17876,199400,284300,656,60,
17875,199400,284100,655,60,
17877,199400,284400,657,60,
17991,199700,296000,694,60,
19777,200100,568200,1352,60,
19781,200100,568300,1353,60,
19778,200100,568201,1352,60,
19783,200100,568400,1354,60,
19784,200100,568401,1354,60,
19782,200101,568300,1353,60,
19780,200101,568201,1352,60,
19779,200101,568200,1352,60,
19785,200101,568400,1354,60,
19786,200101,568401,1354,60,
19268,200400,534501,1170,60,
19265,200400,534400,1169,60,
19267,200400,534500,1170,60,
19270,200401,534501,1170,60,
19266,200401,534400,1169,60,
19269,200401,534500,1170,60,
17201,201500,214001,429,60,
17193,201500,212201,427,60,
17196,201500,213900,428,60,
17197,201500,213901,428,60,
17200,201500,214000,429,60,
17192,201500,212200,427,60,
17198,201501,213900,428,60,
17203,201501,214001,429,60,
17202,201501,214000,429,60,
17195,201501,212201,427,60,
17194,201501,212200,427,60,
17199,201501,213901,428,60,
19764,201600,568100,1346,60,
19763,201600,568000,1345,60,
19754,201700,567600,1336,60,
19758,201800,567900,1340,60,
19757,201800,567800,1339,60,
18681,206900,407600,932,60,
18679,206900,402100,930,60,
18680,206900,402500,931,60,
18269,209000,340100,788,55,
18270,209000,340101,788,55,
18273,209000,340600,789,55,
18265,209000,340000,787,55,
18266,209000,340001,787,55,
18274,209000,340601,789,55,
18267,209001,340000,787,55,
18276,209001,340601,789,55,
18275,209001,340600,789,55,
18272,209001,340101,788,55,
18271,209001,340100,788,55,
18268,209001,340001,787,55,
16297,209400,24700,67,60,
16298,209400,24701,67,60,
16300,209401,24701,67,60,
16299,209401,24700,67,60,
18836,209500,466900,1007,60,
18828,209500,466700,1005,60,
18837,209500,466901,1007,60,
18833,209500,466801,1006,60,
18832,209500,466800,1006,60,
18829,209500,466701,1005,60,
18831,209501,466701,1005,60,
18835,209501,466801,1006,60,
18830,209501,466700,1005,60,
18834,209501,466800,1006,60,
18839,209501,466901,1007,60,
18838,209501,466900,1007,60,
16754,210200,116700,262,60,
16755,210200,116900,263,60,
18041,211100,299800,708,40,
18037,211100,299200,707,40,
18043,211100,306100,709,40,
18038,211100,299201,707,40,
18044,211100,306101,709,40,
18046,211101,306101,709,40,
18040,211101,299201,707,40,
18045,211101,306100,709,40,
18039,211101,299200,707,40,
18042,211101,299800,708,40,
18074,212100,307300,718,40,
18081,212100,308601,720,40,
18078,212100,308300,719,40,
18075,212100,307301,718,40,
18080,212100,308600,720,40,
18079,212101,308300,719,40,
18083,212101,308601,720,40,
18077,212101,307301,718,40,
18082,212101,308600,720,40,
18076,212101,307300,718,40,
19939,213800,592201,1436,60,
19935,213800,592101,1435,60,
19932,213800,591900,1434,60,
19934,213800,592100,1435,60,
19938,213800,592200,1436,60,
19936,213801,592100,1435,60,
19941,213801,592201,1436,60,
19940,213801,592200,1436,60,
19933,213801,591900,1434,60,
19937,213801,592101,1435,60,
16653,213900,108000,229,60,
16649,213900,107900,228,60,
16650,213900,107901,228,60,
16651,213901,107900,228,60,
16654,213901,108000,229,60,
16652,213901,107901,228,60,
17102,215000,199800,396,60,
17103,215000,199801,396,60,
17106,215000,200200,397,60,
17110,215000,200500,398,60,
17107,215000,200201,397,60,
17111,215000,200501,398,60,
17105,215001,199801,396,60,
17104,215001,199800,396,60,
17109,215001,200201,397,60,
17108,215001,200200,397,60,
17113,215001,200501,398,60,
17112,215001,200500,398,60,
17750,215100,276400,628,60,
17751,215100,276401,628,60,
17758,215100,276602,630,60,
17754,215100,276500,629,60,
17756,215100,276600,630,60,
17757,215100,276601,630,60,
17753,215101,276401,628,60,
17752,215101,276400,628,60,
17755,215101,276500,629,60,
17760,215101,276601,630,60,
17759,215101,276600,630,60,
