id,x,y,z,seq_id
18988,-76.31828986761813,38.982562377478025,0,1
18988,-76.31834131684948,38.982615563920405,0,2
18990,-76.31828986761813,38.982562377478025,0,1
18990,-76.31828986761813,38.982562377478025,0,2
18989,-76.31828986761813,38.982562377478025,0,1
18989,-76.3183332960102,38.982619355072714,0,2
16986,-76.31003753292254,38.985398134853334,0,1
16986,-76.30997883638034,38.98544194060937,0,2
16985,-76.31003753292254,38.985398134853334,0,1
16985,-76.31000442316599,38.985459209018686,0,2
16984,-76.31003753292254,38.985398134853334,0,1
16984,-76.31003753292254,38.985398134853334,0,2
18759,-76.31035465967139,38.97858615999639,0,1
18759,-76.31035465967139,38.97858615999639,0,2
18761,-76.31035465967139,38.97858615999639,0,1
18761,-76.3102731068751,38.978565921698554,0,2
18760,-76.31035465967139,38.97858615999639,0,1
18760,-76.31031557092429,38.97854275051464,0,2
16128,-76.187270368965201,38.967323383482892,0,1
16128,-76.187485630864117,38.967187218227025,0,2
16126,-76.187270368965201,38.967323383482892,0,1
16126,-76.187504616821954,38.967241599229268,0,2
16127,-76.187270368965201,38.967323383482892,0,1
16127,-76.187495123843036,38.967214408728147,0,2
16131,-76.187260875644782,38.967296193100999,0,1
16131,-76.187485630864117,38.967187218227025,0,2
16130,-76.187260875644782,38.967296193100999,0,1
16130,-76.187495123843036,38.967214408728147,0,2
16129,-76.187260875644782,38.967296193100999,0,1
16129,-76.187504616821954,38.967241599229268,0,2
16132,-76.187251382324362,38.967269002719107,0,1
16132,-76.187504616821954,38.967241599229268,0,2
16133,-76.187251382324362,38.967269002719107,0,1
16133,-76.187495123843036,38.967214408728147,0,2
16134,-76.187251382324362,38.967269002719107,0,1
16134,-76.187485630864117,38.967187218227025,0,2
19103,-76.18469287968354,38.969058900849156,0,1
19103,-76.1847556394434,38.96906787529617,0,2
18911,-76.191838362089442,38.965720711932263,0,1
18911,-76.192072117567434,38.965638179919289,0,2
18920,-76.191838362089442,38.965720711932263,0,1
18920,-76.19207263972335,38.96563776897203,0,2
18913,-76.191838362089442,38.965720711932263,0,1
18913,-76.192052985156622,38.965583850269404,0,2
18912,-76.191838362089442,38.965720711932263,0,1
18912,-76.192062551362028,38.965611015094346,0,2
18916,-76.191828751640855,38.965693562728262,0,1
18916,-76.192052985156622,38.965583850269404,0,2
18915,-76.191828751640855,38.965693562728262,0,1
18915,-76.192062551362028,38.965611015094346,0,2
18921,-76.191828751640855,38.965693562728262,0,1
18921,-76.19207263972335,38.96563776897203,0,2
18914,-76.191828751640855,38.965693562728262,0,1
18914,-76.192072117567434,38.965638179919289,0,2
18922,-76.191819141192269,38.965666413524261,0,1
18922,-76.19207263972335,38.96563776897203,0,2
18919,-76.191819141192269,38.965666413524261,0,1
18919,-76.192052985156622,38.965583850269404,0,2
18917,-76.191819141192269,38.965666413524261,0,1
18917,-76.192072117567434,38.965638179919289,0,2
18918,-76.191819141192269,38.965666413524261,0,1
18918,-76.192062551362028,38.965611015094346,0,2
17850,-76.061287956343094,38.939099268266773,0,1
17850,-76.061293580057921,38.93907102266833,0,2
17851,-76.061287956343094,38.939099268266773,0,1
17851,-76.061287956343094,38.939099268266773,0,2
17844,-76.061287956343094,38.939099268266773,0,1
17844,-76.061535512561008,38.939159799212973,0,2
17842,-76.061287956343094,38.939099268266773,0,1
17842,-76.061535767053,38.9391438987575,0,2
