id,link_id,sequence,num_lanes,capacity,max_speed,tags,link_category,length
5803,627,30,1,1000,60,,4,35.665158345676886
5804,627,31,1,1000,60,,4,35.637298665373685
5805,627,32,1,1000,60,,4,24.593957715659588
5806,627,33,1,1000,60,,4,40.78877389732299
5807,627,34,1,1000,60,,4,39.098486250139857
5808,627,35,1,1000,60,,4,47.594788885135344
5809,627,36,1,1000,60,,4,25.72452424079566
5810,627,37,1,1000,60,,4,32.630520043425754
5811,627,38,1,1000,60,,4,22.901291418796919
5812,627,39,1,1000,60,,4,58.253389879906059
5813,627,40,1,1000,60,,4,26.48868849325779
5814,627,41,1,1000,60,,4,25.396952487691784
5815,627,42,1,1000,60,,4,24.184522383295555
5816,627,43,1,1000,60,,4,23.754489509026882
5817,627,44,1,1000,60,,4,25.4072474333774
5818,627,45,1,1000,60,,4,25.540895727974238
5819,627,46,1,1000,60,,4,27.042531252416005
5820,627,47,1,1000,60,,4,34.208665262261817
5821,627,48,1,1000,60,,4,28.187579417026477
5822,627,49,1,1000,60,,4,20.67697197691351
5823,627,50,1,1000,60,,4,74.520625515041473
5824,627,51,1,1000,60,,4,65.907893848203443
5825,627,52,1,1000,60,,4,327.92121968543614
5826,627,53,1,1000,60,,4,50.819283508644155
5827,627,54,1,1000,60,,4,30.365985034654059
5828,627,55,1,1000,60,,4,29.585146526117107
5829,627,56,1,1000,60,,4,26.633069094912763
5830,627,57,1,1000,60,,4,122.14571403979343
5831,627,58,1,1000,60,,4,274.25924562435949
5832,627,59,1,1000,60,,4,137.65212072148435
5833,627,60,1,1000,60,,4,24.146095106441066
5834,627,61,1,1000,60,,4,23.672450288446282
5835,627,62,1,1000,60,,4,22.000044609619984
5836,627,63,1,1000,60,,4,20.974071064624844
5837,627,64,1,1000,60,,4,253.39886969254994
5838,627,65,1,1000,60,,4,214.02219889161623
5839,627,66,1,1000,60,,4,34.472413635015123
5840,627,67,1,1000,60,,4,23.407697204262792
5841,627,68,1,1000,60,,4,23.118483366452747
5842,627,69,1,1000,60,,4,36.280243313357708
5843,627,70,1,1000,60,,4,143.69543159352784
5844,627,71,1,1000,60,,4,369.77219180934173
5845,627,72,1,1000,60,,4,70.509357725065854
5846,627,73,1,1000,60,,4,162.77618876360717
5847,628,1,1,1000,60,,3,1.4566599931767283
5848,629,1,2,1000,60,,3,36.619452477443666
5849,630,1,2,1000,60,,3,21.570014445665855
5850,631,1,2,1000,60,,3,31.368960813367114
5851,631,2,2,1000,60,,3,24.476040926555971
5852,631,3,2,1000,60,,3,36.260115714125007
5853,631,4,2,1000,60,,3,85.406966590393765
5854,631,5,2,1000,60,,3,83.283862953885006
5855,632,1,2,1000,60,,4,31.357118600431328
5856,632,2,2,1000,60,,4,59.86134091322703
5857,633,1,1,1000,60,,6,24.153999721958638
5858,633,2,1,1000,60,,6,26.404687730696068
5859,634,1,2,1000,60,,4,15.313066438694316
5860,635,1,2,1000,60,,1,81.83503413985227
5861,636,1,1,1000,60,,6,56.922450678965653
5862,637,1,1,1000,60,,3,77.58209960703405
5863,637,2,1,1000,60,,3,201.05446336916754
5864,637,3,1,1000,60,,3,295.30430308560545
5865,637,4,1,1000,60,,3,23.26789778539592
5866,637,5,1,1000,60,,3,52.676917305299106
5867,637,6,1,1000,60,,3,232.83657447729797
5868,637,7,1,1000,60,,3,24.000833851113821
5869,637,8,1,1000,60,,3,193.75514649800206
5870,637,9,1,1000,60,,3,164.26515708894198
5871,637,10,1,1000,60,,3,125.68110280177491
5872,637,11,1,1000,60,,3,125.9218217354135
5873,637,12,1,1000,60,,3,43.558813699924563
5874,637,13,1,1000,60,,3,31.599954138970439
5875,637,14,1,1000,60,,3,32.79795914384448
5876,637,15,1,1000,60,,3,82.221976815067322
5877,637,16,1,1000,60,,3,23.212441163743492
5878,637,17,1,1000,60,,3,24.029731312134142
5879,637,18,1,1000,60,,3,24.561504469413119
5880,637,19,1,1000,60,,3,25.504965253031639
5881,637,20,1,1000,60,,3,23.858465938394207
5882,637,21,1,1000,60,,3,174.03257242960228
5883,637,22,1,1000,60,,3,157.13841653154424
5884,637,23,1,1000,60,,3,39.364333260702146
