,0,1,2
123,105423954,105423963,"{'osmid': 11775055, 'name': 'Old Tote Road', 'highway': 'residential', 'oneway': False, 'length': 116.02586333720335, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD2E8>}"
124,105423954,105423946,"{'osmid': 11775055, 'name': 'Old Tote Road', 'highway': 'residential', 'oneway': False, 'length': 172.45908264296173, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD320>}"
125,105423954,105457105,"{'osmid': 11779672, 'name': 'Stony Brook Lane', 'highway': 'residential', 'oneway': False, 'length': 204.49236149532612, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD358>}"
126,105426515,105452484,"{'osmid': 11778185, 'name': 'Raccoon Hollow', 'highway': 'residential', 'oneway': False, 'length': 18.079028093105983}"
127,105426515,105471291,"{'osmid': 11780160, 'name': 'Wyoming Drive', 'highway': 'residential', 'oneway': False, 'length': 184.7255248167546}"
128,105426515,105426534,"{'osmid': 11775343, 'name': 'Upland Road', 'highway': 'residential', 'oneway': False, 'length': 260.25836799123465, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD390>}"
129,105507412,105438338,"{'osmid': 11784427, 'ref': 'CR 643', 'name': 'Summit Road', 'highway': 'tertiary', 'oneway': False, 'length': 22.833623162001384, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD3C8>}"
130,105507412,105507406,"{'osmid': 11784427, 'ref': 'CR 643', 'name': 'Summit Road', 'highway': 'tertiary', 'oneway': False, 'length': 66.4225134531867, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD400>}"
131,105507412,105506456,"{'osmid': 11785208, 'ref': 'CR 642', 'name': 'Summit Lane', 'highway': 'residential', 'oneway': False, 'length': 623.7720711338916, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD4A8>}"
132,105421398,105425552,"{'osmid': 60615239, 'oneway': True, 'lanes': '2', 'ref': 'US 22', 'highway': 'trunk', 'length': 140.23614542430357, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD4E0>}"
133,105440855,105440856,"{'osmid': 11776954, 'name': 'Westover Court', 'highway': 'residential', 'oneway': False, 'length': 19.110641153529542}"
134,105440855,105446517,"{'osmid': 11780855, 'name': 'Woodland Avenue', 'highway': 'residential', 'oneway': False, 'length': 330.9609555737746, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD470>}"
135,105421400,105415789,"{'osmid': 11775905, 'oneway': True, 'lanes': '2', 'ref': 'US 22', 'highway': 'trunk', 'length': 72.8115264808508}"
136,105421400,105421398,"{'osmid': 11774751, 'oneway': True, 'highway': 'trunk_link', 'length': 74.73457619332987, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD518>}"
137,2541819481,105438731,"{'osmid': 11780254, 'name': 'Watchung Avenue', 'highway': 'residential', 'oneway': False, 'length': 56.35472947959606}"
138,105449050,105469420,"{'osmid': 11785196, 'name': 'Old Grove Road', 'highway': 'residential', 'oneway': False, 'length': 171.67381083131576}"
139,105449050,105446787,"{'osmid': 11785196, 'name': 'Old Grove Road', 'highway': 'residential', 'oneway': False, 'length': 150.16646684193427}"
140,105449050,105446789,"{'osmid': 11777788, 'name': 'Linda Drive', 'highway': 'residential', 'oneway': False, 'length': 270.1594320564715, 'geometry': <shapely.geometry.linestring.LineString object at 0x000002BC551DD550>}"
