,0,1,2
518,139.0,171.0,{'dist': 0.0012142363855536015}
519,139.0,199.0,{'dist': 0.0013646871033322601}
520,139.0,235.0,{'dist': 0.0014270503074499492}
521,139.0,196.0,{'dist': 0.0016135471514746775}
522,140.0,414.0,{'dist': 0.0013127719451595107}
523,140.0,347.0,{'dist': 0.0014361615682101205}
524,140.0,370.0,{'dist': 0.0023765304058599251}
525,140.0,222.0,{'dist': 0.0027235876523439969}
526,141.0,228.0,{'dist': 0.00028398494677829144}
527,141.0,227.0,{'dist': 0.0010249916926510178}
528,141.0,230.0,{'dist': 0.0011318083980952267}
529,141.0,323.0,{'dist': 0.0011528764808051244}
530,141.0,321.0,{'dist': 0.0012111641011809638}
531,142.0,174.0,{'dist': 0.00014419420931485299}
532,142.0,168.0,{'dist': 0.00021383979984692479}
533,142.0,175.0,{'dist': 0.00077269873172187736}
534,142.0,210.0,{'dist': 0.00086626292197758729}
535,143.0,403.0,{'dist': 5.7085287078562365e-05}
536,143.0,404.0,{'dist': 0.00048455952163367508}
537,143.0,311.0,{'dist': 0.00072399406074230707}
538,143.0,402.0,{'dist': 0.0011364463251732015}
539,143.0,255.0,{'dist': 0.0018393045696699164}
540,144.0,148.0,{'dist': 0.00038362279650683544}
541,144.0,212.0,{'dist': 0.00045526559281394279}
542,144.0,182.0,{'dist': 0.00070205031870657368}
543,145.0,149.0,{'dist': 0.00033581542548864507}
544,146.0,164.0,{'dist': 0.00077655001770244626}
545,146.0,384.0,{'dist': 0.0014278350499932822}
546,146.0,385.0,{'dist': 0.0014723394071940068}
547,146.0,310.0,{'dist': 0.001674868965031464}
548,146.0,198.0,{'dist': 0.002099947361246106}
549,147.0,173.0,{'dist': 0.0011011543261525724}
550,147.0,388.0,{'dist': 0.0012343310779483454}
551,147.0,406.0,{'dist': 0.0016418536110154485}
552,147.0,159.0,{'dist': 0.001670413436849146}
553,148.0,182.0,{'dist': 0.00039508543379770207}
554,148.0,178.0,{'dist': 0.00047736353022742123}
555,148.0,176.0,{'dist': 0.00068045664813315713}
556,148.0,211.0,{'dist': 0.00062037141294341979}
557,148.0,212.0,{'dist': 0.00079945409499227978}
558,149.0,197.0,{'dist': 0.00065693181534276512}
559,150.0,154.0,{'dist': 0.00061068895519223571}
560,150.0,197.0,{'dist': 0.0011360708648664604}
561,151.0,374.0,{'dist': 0.0012632996952474144}
562,151.0,394.0,{'dist': 0.001621775052218092}
563,151.0,472.0,{'dist': 0.0026683065266216153}
564,151.0,473.0,{'dist': 0.0027166827584410688}
565,152.0,465.0,{'dist': 0.0012616253802144048}
566,152.0,463.0,{'dist': 0.0014676455873197528}
567,152.0,466.0,{'dist': 0.001472748030052523}
568,152.0,185.0,{'dist': 0.0014887370486312509}
569,152.0,242.0,{'dist': 0.0015225255334560515}
570,153.0,161.0,{'dist': 0.00021577998054246635}
571,153.0,487.0,{'dist': 0.00087448556306357584}
572,153.0,160.0,{'dist': 0.0012773476425809859}
573,153.0,376.0,{'dist': 0.001660928956938578}
574,154.0,197.0,{'dist': 0.0017047034962048649}
575,155.0,314.0,{'dist': 0.0013984377891095719}
576,155.0,313.0,{'dist': 0.001419229667815725}
577,155.0,298.0,{'dist': 0.0022831997832008736}
578,155.0,191.0,{'dist': 0.0026397032712035359}
579,156.0,280.0,{'dist': 0.00079071823678576877}
580,156.0,279.0,{'dist': 0.0012503934940635061}
581,157.0,482.0,{'dist': 0.0011236102527104688}
582,157.0,484.0,{'dist': 0.0013400720129876451}
583,157.0,481.0,{'dist': 0.001476953960017719}
584,157.0,415.0,{'dist': 0.0017163519452661428}
585,158.0,182.0,{'dist': 0.00075002904610876192}
586,159.0,173.0,{'dist': 0.00099076788401887962}
587,159.0,195.0,{'dist': 0.0013186041293753584}
588,159.0,342.0,{'dist': 0.0022196001284069391}
589,160.0,161.0,{'dist': 0.0010633842203042604}
590,160.0,375.0,{'dist': 0.0015221724606583687}
591,160.0,224.0,{'dist': 0.0015771027233481844}
592,160.0,487.0,{'dist': 0.0019089206374348548}
593,161.0,487.0,{'dist': 0.00099176005163278307}
594,161.0,376.0,{'dist': 0.0016393425511460234}
595,162.0,477.0,{'dist': 0.00065468581777671268}
596,163.0,469.0,{'dist': 0.00041285157139641428}
597,163.0,477.0,{'dist': 0.00047480199030927914}
598,163.0,184.0,{'dist': 0.001028993022324785}
599,163.0,432.0,{'dist': 0.0015275125989702232}
600,164.0,384.0,{'dist': 0.0011947900317589326}
601,164.0,385.0,{'dist': 0.0016421000273931928}
602,164.0,399.0,{'dist': 0.0017680633076856008}
603,164.0,310.0,{'dist': 0.0018368359099347736}
604,165.0,295.0,{'dist': 0.00043792236755004198}
605,165.0,444.0,{'dist': 0.0016136344133747451}
606,165.0,447.0,{'dist': 0.0016609599633956613}
607,165.0,221.0,{'dist': 0.0018319519644344388}
608,165.0,450.0,{'dist': 0.0020979878455250969}
609,166.0,218.0,{'dist': 0.00073767724649669312}
610,166.0,444.0,{'dist': 0.0017498989742256229}
611,166.0,295.0,{'dist': 0.0018332400279323792}
612,167.0,396.0,{'dist': 0.000374734639446902}
613,167.0,213.0,{'dist': 0.00064700591187444127}
614,168.0,174.0,{'dist': 0.00032045506705258943}
615,169.0,338.0,{'dist': 0.0011059231437996974}
616,169.0,301.0,{'dist': 0.0018370770261420194}
617,170.0,304.0,{'dist': 0.00076080341744793245}
618,170.0,196.0,{'dist': 0.0010077074029590663}
619,171.0,235.0,{'dist': 0.00096990977931199116}
620,171.0,398.0,{'dist': 0.0011088617452161341}
621,171.0,209.0,{'dist': 0.0011670965212910184}
622,172.0,231.0,{'dist': 0.0007748344984673792}
623,172.0,177.0,{'dist': 0.0010195097841567806}
624,172.0,399.0,{'dist': 0.0011299619551202219}
625,172.0,385.0,{'dist': 0.0011577808514668616}
626,173.0,195.0,{'dist': 0.0022370712840717724}
627,173.0,388.0,{'dist': 0.0023240505889478768}
628,174.0,211.0,{'dist': 0.00064155917108219039}
629,174.0,175.0,{'dist': 0.00077869781044620837}
630,175.0,210.0,{'dist': 0.0007200136248681952}
631,175.0,201.0,{'dist': 0.0010910204443569146}
632,175.0,271.0,{'dist': 0.001248083018068424}
633,176.0,178.0,{'dist': 0.0003618437922619586}
634,176.0,182.0,{'dist': 0.00063348279376384707}
635,177.0,179.0,{'dist': 0.0010319527993022423}
636,177.0,184.0,{'dist': 0.0010461166904357246}
637,177.0,231.0,{'dist': 0.0014098278263720519}
638,178.0,211.0,{'dist': 0.00035761326876942274}
639,179.0,184.0,{'dist': 0.00036687328875228682}
640,179.0,432.0,{'dist': 0.0010485260941041964}
641,180.0,190.0,{'dist': 0.0010052620404664085}
642,180.0,187.0,{'dist': 0.001066127858191903}
643,180.0,200.0,{'dist': 0.0015928467503136434}
644,180.0,183.0,{'dist': 0.0021579367854464432}
645,181.0,183.0,{'dist': 0.0010175563866474382}
646,181.0,471.0,{'dist': 0.0010517128885727549}
647,181.0,200.0,{'dist': 0.0012992213052431373}
648,181.0,470.0,{'dist': 0.0019294426656427869}
649,182.0,212.0,{'dist': 0.0010028064868124152}
650,183.0,292.0,{'dist': 0.0019926946630065218}
651,183.0,200.0,{'dist': 0.0020346147055398975}
652,183.0,471.0,{'dist': 0.0020582392960958062}
653,183.0,187.0,{'dist': 0.0022563666944924242}
654,184.0,469.0,{'dist': 0.00077199975388306241}
655,184.0,432.0,{'dist': 0.0012662915383112071}
656,185.0,258.0,{'dist': 0.0015553948051929445}
657,185.0,463.0,{'dist': 0.0017888676222672314}
658,185.0,460.0,{'dist': 0.0018551594864040257}
659,186.0,336.0,{'dist': 0.00047916395940960304}
660,186.0,417.0,{'dist': 0.0016092920803881089}
661,186.0,240.0,{'dist': 0.001640835671231654}
662,186.0,393.0,{'dist': 0.0019291664521284772}
663,187.0,190.0,{'dist': 0.0020710145001979477}
664,187.0,200.0,{'dist': 0.0025398152413157009}
665,188.0,270.0,{'dist': 0.0003243010021518709}
666,188.0,245.0,{'dist': 0.0014402347030977231}
667,188.0,333.0,{'dist': 0.0021411784138645191}
668,189.0,193.0,{'dist': 0.00059501885684672378}
669,189.0,293.0,{'dist': 0.00069846643441315445}
670,189.0,322.0,{'dist': 0.0012565414637087783}
671,189.0,466.0,{'dist': 0.0014049397460286527}
672,189.0,191.0,{'dist': 0.0016317902867694744}
673,190.0,200.0,{'dist': 0.0010007487197021328}
674,190.0,412.0,{'dist': 0.0018706953252772545}
675,190.0,471.0,{'dist': 0.0019389528101446108}
676,191.0,281.0,{'dist': 0.0013417593972112}
677,191.0,193.0,{'dist': 0.0016355220879034347}
678,191.0,466.0,{'dist': 0.001820332994263599}
679,192.0,232.0,{'dist': 0.00028853422674872219}
680,192.0,226.0,{'dist': 0.00032074757987232303}
681,192.0,286.0,{'dist': 0.00058484938232413635}
682,192.0,433.0,{'dist': 0.00080801398503439986}
683,192.0,289.0,{'dist': 0.00096197817024239109}
684,192.0,297.0,{'dist': 0.0011141051341845647}
685,193.0,293.0,{'dist': 0.0012120071616951369}
686,193.0,322.0,{'dist': 0.0014046390888758978}
687,193.0,198.0,{'dist': 0.0020492297577401324}
688,194.0,454.0,{'dist': 0.00036173654777970005}
689,194.0,424.0,{'dist': 0.00074377578610418144}
690,194.0,274.0,{'dist': 0.00095901701757336621}
691,194.0,456.0,{'dist': 0.0015908623384859215}
692,195.0,342.0,{'dist': 0.0013326663873631033}
693,195.0,344.0,{'dist': 0.0021333553384280547}
694,196.0,304.0,{'dist': 0.00024708138334253839}
695,198.0,310.0,{'dist': 0.00042533738372559088}
696,199.0,233.0,{'dist': 0.00030040948720560888}
697,199.0,398.0,{'dist': 0.0014480183769581491}
698,199.0,235.0,{'dist': 0.0014960395349012717}
699,200.0,471.0,{'dist': 0.00094232266236042984}
700,200.0,470.0,{'dist': 0.001478161357908774}
701,200.0,410.0,{'dist': 0.002209234482809708}
702,201.0,210.0,{'dist': 0.00059382624563867172}
703,201.0,396.0,{'dist': 0.00099945417604029594}
704,201.0,276.0,{'dist': 0.0015097052692530589}
705,202.0,375.0,{'dist': 0.0011258300982048919}
706,202.0,373.0,{'dist': 0.001184661474856167}
707,202.0,251.0,{'dist': 0.001341976605606693}
708,202.0,369.0,{'dist': 0.0013449391064354508}
709,202.0,376.0,{'dist': 0.0016559865367751006}
710,203.0,332.0,{'dist': 0.00072479876517874829}
711,203.0,324.0,{'dist': 0.0012127885223726712}
712,203.0,326.0,{'dist': 0.0013007764335129653}
713,203.0,334.0,{'dist': 0.0013609484670622639}
714,204.0,219.0,{'dist': 0.00063587533369558217}
715,204.0,285.0,{'dist': 0.0012831980556439779}
716,204.0,346.0,{'dist': 0.0012832271233153018}
717,204.0,345.0,{'dist': 0.001454700054994616}
718,204.0,287.0,{'dist': 0.0014656121315061157}
719,204.0,406.0,{'dist': 0.0015891473216728506}
720,205.0,207.0,{'dist': 0.0012927004332029502}
721,205.0,378.0,{'dist': 0.0013579313163780409}
722,205.0,476.0,{'dist': 0.0013618395867383891}
723,205.0,376.0,{'dist': 0.0017696202586926866}
724,205.0,480.0,{'dist': 0.0025742131729919733}
725,206.0,294.0,{'dist': 0.0008360513680432276}
726,206.0,445.0,{'dist': 0.0012875978603546225}
727,206.0,282.0,{'dist': 0.001884422630410531}
728,206.0,343.0,{'dist': 0.0019732028228279003}
729,207.0,378.0,{'dist': 0.0013087755995514635}
730,207.0,476.0,{'dist': 0.0022469704426179662}
731,207.0,355.0,{'dist': 0.0026781757167990382}
732,207.0,418.0,{'dist': 0.0031364779562432282}
733,208.0,283.0,{'dist': 0.0010005603629991311}
734,208.0,268.0,{'dist': 0.0011998174402749349}
735,208.0,276.0,{'dist': 0.0012647395344497138}
736,209.0,397.0,{'dist': 0.0010336419737974286}
737,209.0,416.0,{'dist': 0.0010822603845604959}
738,209.0,235.0,{'dist': 0.0012085903731306013}
739,209.0,237.0,{'dist': 0.0015575233064000914}
740,209.0,398.0,{'dist': 0.0012763114118459146}
741,209.0,455.0,{'dist': 0.0014536711044880128}
742,209.0,474.0,{'dist': 0.0013832477796801353}
743,213.0,396.0,{'dist': 0.0009246042396644597}
744,214.0,216.0,{'dist': 0.0014227596423880601}
745,214.0,223.0,{'dist': 0.0018352942543299643}
746,214.0,238.0,{'dist': 0.0021247192755785688}
747,215.0,461.0,{'dist': 0.0016025222026551089}
748,215.0,442.0,{'dist': 0.001628213539444747}
749,216.0,238.0,{'dist': 0.00072200069251852298}
750,216.0,428.0,{'dist': 0.0014711351059701551}
751,217.0,353.0,{'dist': 0.00077551853620457976}
752,217.0,415.0,{'dist': 0.00081840393449824744}
753,217.0,327.0,{'dist': 0.0012169326193379967}
754,218.0,444.0,{'dist': 0.0013020918323974164}
755,218.0,277.0,{'dist': 0.0013627412557075385}
756,219.0,268.0,{'dist': 0.001474069665928206}
757,219.0,406.0,{'dist': 0.0014744530680888064}
758,219.0,287.0,{'dist': 0.0015062022838958104}
759,219.0,388.0,{'dist': 0.001720683125970638}
760,220.0,405.0,{'dist': 0.0012373330715705233}
761,220.0,421.0,{'dist': 0.0013024500758166257}
762,220.0,425.0,{'dist': 0.0013574329780941018}
763,220.0,292.0,{'dist': 0.0016398286556859834}
764,220.0,301.0,{'dist': 0.0016795315537396732}
765,220.0,426.0,{'dist': 0.0016950022064908402}
766,221.0,438.0,{'dist': 0.0016561171456147216}
767,221.0,440.0,{'dist': 0.0020151131481915461}
768,222.0,340.0,{'dist': 0.00099804615624672762}
769,222.0,347.0,{'dist': 0.0013021160508938086}
770,222.0,227.0,{'dist': 0.0022892077253998419}
771,223.0,420.0,{'dist': 0.0021018080311954036}
772,223.0,254.0,{'dist': 0.0022063664700046831}
773,223.0,256.0,{'dist': 0.00242741385016972}
774,223.0,273.0,{'dist': 0.0024798284214754074}
775,224.0,302.0,{'dist': 0.0010026051067119912}
776,224.0,458.0,{'dist': 0.0014407113000225592}
777,224.0,375.0,{'dist': 0.0020345343447508569}
778,225.0,446.0,{'dist': 0.0013409087403814315}
779,225.0,282.0,{'dist': 0.0014868324216300104}
780,225.0,294.0,{'dist': 0.0021060622901494441}
781,226.0,232.0,{'dist': 0.00060891185733225571}
782,226.0,462.0,{'dist': 0.00070992324233778363}
783,226.0,464.0,{'dist': 0.0007138366549872563}
784,226.0,433.0,{'dist': 0.00083175662907413307}
785,227.0,228.0,{'dist': 0.00074110734715754811}
786,227.0,323.0,{'dist': 0.0011229376340603971}
787,227.0,321.0,{'dist': 0.0020455905382042476}
788,227.0,340.0,{'dist': 0.0025616338887511432}
789,228.0,323.0,{'dist': 0.0010425151174022578}
790,228.0,321.0,{'dist': 0.0014134165026597543}
791,229.0,387.0,{'dist': 0.00044611659910890006}
792,229.0,389.0,{'dist': 0.00094564792602843208}
793,229.0,309.0,{'dist': 0.0010578215208622342}
794,229.0,381.0,{'dist': 0.0024029664999694}
795,229.0,386.0,{'dist': 0.0024592057660959175}
796,229.0,443.0,{'dist': 0.0019021205272024702}
797,230.0,321.0,{'dist': 0.0010576026711344359}
798,230.0,320.0,{'dist': 0.0010734122227734504}
799,230.0,234.0,{'dist': 0.001106547323889107}
800,231.0,399.0,{'dist': 0.00066192942221653236}
801,231.0,385.0,{'dist': 0.0012334119344339749}
802,231.0,384.0,{'dist': 0.0012354668429347803}
803,231.0,250.0,{'dist': 0.0028983478638667706}
804,231.0,252.0,{'dist': 0.0022795169707575469}
805,232.0,286.0,{'dist': 0.00058009488878956925}
806,232.0,289.0,{'dist': 0.00083208177483240703}
807,232.0,297.0,{'dist': 0.00086976788282854727}
808,233.0,398.0,{'dist': 0.0013501582870222343}
809,233.0,235.0,{'dist': 0.0013716617841120374}
810,234.0,236.0,{'dist': 0.0010159367795329476}
811,234.0,317.0,{'dist': 0.0010932295870491157}
812,234.0,320.0,{'dist': 0.0011131005435209081}
813,234.0,316.0,{'dist': 0.0011477751086285003}
814,234.0,370.0,{'dist': 0.0020211064346034196}
815,234.0,414.0,{'dist': 0.002723914868350533}
816,235.0,398.0,{'dist': 0.00013895197011827727}
817,235.0,455.0,{'dist': 0.00081677245913658737}
818,236.0,316.0,{'dist': 0.00094257801799281385}
819,236.0,317.0,{'dist': 0.00098329764060402724}
820,236.0,315.0,{'dist': 0.001139851788611652}
821,236.0,370.0,{'dist': 0.0017871108303595322}
822,237.0,397.0,{'dist': 0.00065487484299707986}
823,237.0,416.0,{'dist': 0.00070088510470601301}
824,237.0,474.0,{'dist': 0.00071450811751592254}
825,237.0,456.0,{'dist': 0.0015650691550222501}
826,238.0,423.0,{'dist': 0.0010606250232776278}
827,238.0,428.0,{'dist': 0.0012961969371950819}
828,239.0,357.0,{'dist': 0.0012642851933056913}
829,239.0,354.0,{'dist': 0.0012795684038003456}
830,240.0,393.0,{'dist': 0.0011086465712755863}
831,240.0,336.0,{'dist': 0.0012532367214538602}
832,240.0,391.0,{'dist': 0.0016114580044141789}
833,241.0,322.0,{'dist': 0.001837510386361624}
834,241.0,329.0,{'dist': 0.0020045581308591573}
835,241.0,261.0,{'dist': 0.0020524484354059024}
836,242.0,330.0,{'dist': 0.0014319699577843442}
837,242.0,329.0,{'dist': 0.001619215025871061}
838,243.0,371.0,{'dist': 0.00077996474278823908}
839,243.0,368.0,{'dist': 0.0008103493073916934}
840,243.0,427.0,{'dist': 0.0010578326899801436}
841,244.0,247.0,{'dist': 0.0003165772575589012}
842,244.0,291.0,{'dist': 0.0023936994381044034}
843,245.0,270.0,{'dist': 0.0012074788362558869}
844,245.0,452.0,{'dist': 0.0017671619648424244}
845,245.0,395.0,{'dist': 0.0021295699518860622}
846,246.0,248.0,{'dist': 0.00094903793390462661}
847,246.0,361.0,{'dist': 0.0021219653625852786}
848,246.0,382.0,{'dist': 0.0022475366515358219}
849,247.0,291.0,{'dist': 0.002500435754023892}
850,248.0,382.0,{'dist': 0.0012984991336200151}
851,248.0,361.0,{'dist': 0.0020688958407827588}
852,248.0,359.0,{'dist': 0.0025927516271343353}
853,249.0,382.0,{'dist': 0.0014088665657164376}
854,249.0,252.0,{'dist': 0.0018507176770094036}
855,249.0,250.0,{'dist': 0.0018558655662462083}
856,249.0,384.0,{'dist': 0.0023249850795240899}
857,249.0,359.0,{'dist': 0.0023973869107799576}
858,250.0,252.0,{'dist': 0.00064322042878435482}
859,250.0,399.0,{'dist': 0.003043629717948723}
860,251.0,476.0,{'dist': 0.0017304695894438725}
861,251.0,480.0,{'dist': 0.0020055363372383753}
862,251.0,366.0,{'dist': 0.0020115128634921372}
863,252.0,399.0,{'dist': 0.0024844533120940157}
864,253.0,255.0,{'dist': 0.0011266744738363706}
865,253.0,404.0,{'dist': 0.0024379329482115122}
866,253.0,456.0,{'dist': 0.0028444171037418217}
867,253.0,403.0,{'dist': 0.0028474631270612133}
868,254.0,273.0,{'dist': 0.00034087241014651038}
869,254.0,256.0,{'dist': 0.00044649412089807521}
870,254.0,349.0,{'dist': 0.0024290183202390621}
871,255.0,404.0,{'dist': 0.0013580566298899608}
872,255.0,403.0,{'dist': 0.0017824369301553235}
873,256.0,273.0,{'dist': 0.00020499999999106937}
874,256.0,349.0,{'dist': 0.0025079332128284727}
875,257.0,258.0,{'dist': 0.0010060832221973077}
876,257.0,275.0,{'dist': 0.0014135590542990967}
877,257.0,303.0,{'dist': 0.0014609719572902524}
878,258.0,303.0,{'dist': 0.0014447472754704643}
879,258.0,275.0,{'dist': 0.0015007855976145665}
880,259.0,358.0,{'dist': 0.00034466299481565149}
881,259.0,356.0,{'dist': 0.00040795534069621261}
882,260.0,277.0,{'dist': 0.00096250370388316266}
883,260.0,264.0,{'dist': 0.001513654366104192}
884,261.0,315.0,{'dist': 0.0013610627759225822}
885,261.0,316.0,{'dist': 0.0015948779075564904}
886,261.0,312.0,{'dist': 0.0026551641342956764}
887,262.0,350.0,{'dist': 0.00039924174381139095}
888,262.0,351.0,{'dist': 0.00064034098728281115}
889,262.0,354.0,{'dist': 0.0016409164177380226}
890,263.0,265.0,{'dist': 0.0005722236800378385}
891,263.0,479.0,{'dist': 0.00061448918623390576}
892,263.0,274.0,{'dist': 0.0012024982661082006}
893,263.0,267.0,{'dist': 0.0012733283708465729}
894,264.0,266.0,{'dist': 0.00027477119572745002}
895,264.0,401.0,{'dist': 0.0018102132305310419}
896,265.0,479.0,{'dist': 0.00050473884337138392}
897,265.0,267.0,{'dist': 0.00070241013660496388}
898,266.0,272.0,{'dist': 0.0014733895954570538}
899,266.0,379.0,{'dist': 0.0015069263087490307}
900,267.0,479.0,{'dist': 0.001028841727384948}
901,267.0,269.0,{'dist': 0.0020581022812247263}
902,267.0,407.0,{'dist': 0.0019321226488009516}
903,267.0,408.0,{'dist': 0.0016389617841768391}
904,268.0,287.0,{'dist': 0.00084894735996701969}
905,268.0,288.0,{'dist': 0.0011645984758675645}
906,268.0,285.0,{'dist': 0.0013906449474901865}
907,269.0,408.0,{'dist': 0.00041936968178224975}
908,269.0,407.0,{'dist': 0.001161071371614576}
909,270.0,333.0,{'dist': 0.0018941204660794457}
910,271.0,400.0,{'dist': 0.0011289012357155743}
911,271.0,422.0,{'dist': 0.0016848373808807178}
912,272.0,379.0,{'dist': 0.00051534939604157412}
913,272.0,380.0,{'dist': 0.0014261844200417334}
914,272.0,392.0,{'dist': 0.0026711243512751769}
915,273.0,349.0,{'dist': 0.0023287352790850387}
916,274.0,454.0,{'dist': 0.00098245106239876114}
917,275.0,325.0,{'dist': 0.0011036587969142429}
918,275.0,328.0,{'dist': 0.0015749044574195369}
919,276.0,283.0,{'dist': 0.0016490390322807939}
920,277.0,278.0,{'dist': 0.0015215290499951085}
921,278.0,449.0,{'dist': 0.0013385551912405314}
922,278.0,377.0,{'dist': 0.0013533905570844381}
923,278.0,296.0,{'dist': 0.0014664378609363044}
924,279.0,280.0,{'dist': 0.00073617885056246138}
925,281.0,466.0,{'dist': 0.00058735622070654769}
926,281.0,465.0,{'dist': 0.00074823307197277849}
927,281.0,463.0,{'dist': 0.0013266139227324585}
928,282.0,446.0,{'dist': 0.00083905661310739485}
929,282.0,294.0,{'dist': 0.0010585660111632784}
930,282.0,302.0,{'dist': 0.0022851958340632649}
931,282.0,458.0,{'dist': 0.001551447598215431}
932,283.0,287.0,{'dist': 0.0017077042279015282}
933,283.0,288.0,{'dist': 0.0017399929022796296}
934,284.0,348.0,{'dist': 0.00069594024168587458}
935,284.0,285.0,{'dist': 0.0012179660175958465}
936,284.0,288.0,{'dist': 0.0014338559202401876}
937,284.0,346.0,{'dist': 0.0014815316466359645}
938,285.0,288.0,{'dist': 0.00030463463361909905}
939,285.0,287.0,{'dist': 0.00057050918484780554}
940,285.0,348.0,{'dist': 0.0012356718820211161}
941,286.0,433.0,{'dist': 0.00031275069944099014}
942,286.0,289.0,{'dist': 0.00045457892604442107}
943,287.0,288.0,{'dist': 0.00031567998035979212}
944,289.0,433.0,{'dist': 0.0005918487982552558}
945,290.0,437.0,{'dist': 0.00078842437811021948}
946,290.0,439.0,{'dist': 0.00079553315455831207}
947,290.0,434.0,{'dist': 0.00081105178626495454}
948,290.0,436.0,{'dist': 0.00090873813609218328}
949,291.0,434.0,{'dist': 0.00082590072042577141}
950,291.0,436.0,{'dist': 0.00082645387046616735}
951,292.0,301.0,{'dist': 0.00091862790074393982}
952,292.0,338.0,{'dist': 0.0013429110246122886}
953,292.0,405.0,{'dist': 0.0016184527086043586}
954,293.0,322.0,{'dist': 0.00093780405736626743}
955,293.0,466.0,{'dist': 0.0013132008566753021}
956,294.0,458.0,{'dist': 0.001697200356471833}
957,294.0,445.0,{'dist': 0.0021234026466969811}
958,295.0,444.0,{'dist': 0.001175712898635619}
959,295.0,447.0,{'dist': 0.001531698403732602}
960,296.0,449.0,{'dist': 0.00084492484873494131}
961,296.0,377.0,{'dist': 0.0009125535600802416}
962,296.0,331.0,{'dist': 0.0013231588151047728}
963,296.0,305.0,{'dist': 0.0015910992678001006}
964,296.0,307.0,{'dist': 0.0015663479083551399}
965,298.0,467.0,{'dist': 0.0014345201079032589}
966,299.0,300.0,{'dist': 0.00020975461853840077}
967,299.0,364.0,{'dist': 0.00078842691481608492}
968,299.0,368.0,{'dist': 0.00082106089908353503}
969,300.0,364.0,{'dist': 0.00076344613431547181}
970,300.0,368.0,{'dist': 0.00090036992397878653}
971,300.0,441.0,{'dist': 0.0012560573235360318}
972,301.0,338.0,{'dist': 0.00073115388256986096}
973,301.0,421.0,{'dist': 0.0017090000468091852}
974,302.0,446.0,{'dist': 0.001836302807268955}
975,302.0,458.0,{'dist': 0.0019988705936154695}
976,303.0,460.0,{'dist': 0.0017099595814007486}
977,305.0,331.0,{'dist': 0.00026825571755554169}
978,305.0,307.0,{'dist': 0.00030724005273538872}
979,305.0,449.0,{'dist': 0.0024336907938387669}
980,306.0,318.0,{'dist': 0.0011854876633613899}
981,306.0,349.0,{'dist': 0.0023636150278651077}
982,306.0,407.0,{'dist': 0.0029133938164892766}
983,307.0,331.0,{'dist': 0.00036072665552305176}
984,307.0,449.0,{'dist': 0.0024084002096917217}
985,308.0,455.0,{'dist': 0.001483767586248144}
986,308.0,474.0,{'dist': 0.0019804536273271556}
987,308.0,416.0,{'dist': 0.002105675741892481}
988,308.0,398.0,{'dist': 0.0021788226109525559}
989,309.0,389.0,{'dist': 0.00064756078479136204}
990,309.0,387.0,{'dist': 0.0006902278826609778}
991,309.0,417.0,{'dist': 0.001143146259238752}
992,309.0,391.0,{'dist': 0.0011858902015004938}
993,311.0,403.0,{'dist': 0.00073361985387195331}
994,311.0,404.0,{'dist': 0.00091669912730574764}
995,312.0,315.0,{'dist': 0.0020402378929978275}
996,313.0,314.0,{'dist': 0.00049859201758280702}
997,313.0,463.0,{'dist': 0.00173602291748033}
998,313.0,460.0,{'dist': 0.0019840338001159805}
999,314.0,460.0,{'dist': 0.0017609680633104224}
1000,315.0,316.0,{'dist': 0.0010155549911240577}
1001,315.0,317.0,{'dist': 0.0011143691713242491}
1002,316.0,317.0,{'dist': 9.8913143717967831e-05}
1003,317.0,320.0,{'dist': 0.0011622549849234041}
1004,318.0,349.0,{'dist': 0.0012689858155203505}
1005,318.0,407.0,{'dist': 0.0022445899246818246}
1006,319.0,419.0,{'dist': 0.0025810086904135532}
1007,319.0,418.0,{'dist': 0.0037606859294560474}
1008,319.0,355.0,{'dist': 0.0043969274567592651}
1009,319.0,480.0,{'dist': 0.0045150474039626562}
1010,320.0,321.0,{'dist': 0.00099542377408757318}
1011,321.0,323.0,{'dist': 0.0013639738487232617}
1012,322.0,329.0,{'dist': 0.0014029131405789057}
1013,322.0,330.0,{'dist': 0.0015931143399039558}
1014,324.0,334.0,{'dist': 0.00017720138261302171}
1015,324.0,352.0,{'dist': 0.00046927340645210746}
1016,324.0,326.0,{'dist': 0.00077780700048109676}
1017,324.0,332.0,{'dist': 0.0012754114826128554}
1018,324.0,428.0,{'dist': 0.001313337161578942}
1019,325.0,328.0,{'dist': 0.0012256666961309053}
1020,326.0,352.0,{'dist': 0.00071467196670273474}
1021,326.0,334.0,{'dist': 0.00072478798279238172}
1022,326.0,327.0,{'dist': 0.00093053830120335443}
1023,326.0,353.0,{'dist': 0.0011275185719165793}
1024,326.0,415.0,{'dist': 0.0011013864580628726}
1025,327.0,415.0,{'dist': 0.00040709949643926265}
1026,327.0,353.0,{'dist': 0.00045150636762414777}
1027,327.0,352.0,{'dist': 0.0015596466683142974}
1028,329.0,330.0,{'dist': 0.00023142432888658803}
1029,331.0,449.0,{'dist': 0.0021663075151062473}
1030,332.0,428.0,{'dist': 0.0012075594602319057}
1031,332.0,423.0,{'dist': 0.0013780781436434405}
1032,333.0,395.0,{'dist': 0.0014733152344294808}
1033,333.0,452.0,{'dist': 0.0023776864826966218}
1034,334.0,352.0,{'dist': 0.00029220540720893787}
1035,335.0,431.0,{'dist': 0.0001998658800225368}
