SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
110098,1,4504,66,1.0,,,1,0,2,16.0,6.0,7800.0,1001264
110098,2,4504,71,,,,1,1,1,12.0,6.0,17200.0,1001264
110185,1,4617,26,1.0,15.0,1.0,1,0,2,18.0,1.0,36000.0,1001264
110185,2,4617,31,1.0,30.0,1.0,1,1,1,16.0,1.0,25000.0,1001264
110225,1,4618,60,1.0,60.0,1.0,1,0,1,9.0,1.0,30000.0,1001264
110225,2,4618,58,,,,1,1,2,9.0,6.0,0.0,1001264
110225,3,4618,32,1.0,30.0,1.0,5,2,1,21.0,1.0,35000.0,1001264
110225,4,4618,29,1.0,45.0,1.0,1,2,1,16.0,1.0,19000.0,1001264
110225,5,4618,28,1.0,40.0,1.0,5,2,1,21.0,1.0,23000.0,1001264
110225,6,4618,22,1.0,30.0,1.0,5,2,2,21.0,1.0,9000.0,1001264
110225,7,4618,17,1.0,,,5,2,1,14.0,6.0,4300.0,1001264
110225,8,4618,16,,,,5,2,1,12.0,6.0,0.0,1001264
110225,9,4618,22,1.0,15.0,1.0,1,4,2,8.0,1.0,1500.0,1001264
110225,10,4618,4,,,,5,7,1,1.0,,,1001264
110447,1,4631,70,1.0,60.0,1.0,3,0,2,18.0,1.0,59400.0,1001264
110501,1,4619,34,1.0,10.0,1.0,5,0,1,16.0,1.0,15000.0,1001264
110661,1,4619,55,1.0,30.0,1.0,1,0,1,16.0,1.0,27000.0,1001264
110661,2,4619,57,,,,1,1,2,14.0,6.0,0.0,1001264
110664,1,4602,19,6.0,,,5,16,1,13.0,6.0,5000.0,1001264
110691,1,4901,56,1.0,40.0,1.0,1,0,1,24.0,1.0,452300.0,1001264
110691,2,4901,55,6.0,,,1,1,2,21.0,6.0,830.0,1001264
110691,3,4901,86,,,,2,8,2,11.0,6.0,2400.0,1001264
110691,4,4901,64,6.0,45.0,1.0,3,10,2,24.0,1.0,26000.0,1001264
110691,5,4901,41,1.0,35.0,1.0,5,15,2,22.0,1.0,68000.0,1001264
110695,1,4621,60,1.0,10.0,1.0,1,0,2,21.0,1.0,62300.0,1001264
110728,1,4635,62,1.0,30.0,1.0,1,0,1,16.0,1.0,27000.0,1001264
110728,2,4635,59,1.0,30.0,1.0,1,1,2,16.0,1.0,19000.0,1001264
110728,3,4635,39,1.0,30.0,1.0,5,2,1,21.0,1.0,38000.0,1001264
110728,4,4635,18,1.0,,,5,2,1,14.0,3.0,7500.0,1001264
110728,5,4635,19,,,,5,7,1,15.0,6.0,0.0,1001264
110728,6,4635,15,,,,5,7,1,10.0,,0.0,1001264
110728,7,4635,12,,,,5,7,1,8.0,,,1001264
110815,1,4905,52,1.0,22.0,1.0,1,0,1,11.0,1.0,42000.0,1001264
110815,2,4905,48,1.0,20.0,1.0,1,1,2,19.0,1.0,17000.0,1001264
110815,3,4905,14,,,,5,2,1,10.0,,,1001264
110878,1,4502,28,1.0,15.0,1.0,3,0,1,19.0,1.0,36000.0,1001264
110878,2,4502,25,1.0,7.0,1.0,1,12,2,19.0,1.0,35000.0,1001264
111176,1,4608,62,2.0,15.0,1.0,1,0,2,11.0,1.0,49010.0,1001264
111176,2,4608,65,2.0,20.0,1.0,1,1,1,16.0,1.0,25000.0,1001264
111176,3,4608,32,1.0,60.0,2.0,5,2,2,16.0,1.0,11500.0,1001264
111176,4,4608,11,,,,5,7,2,7.0,,,1001264
111176,5,4608,3,,,,5,7,2,1.0,,,1001264
111235,1,4625,84,,,,2,16,2,21.0,6.0,19200.0,1001264
111262,1,4625,48,1.0,10.0,1.0,1,0,2,5.0,1.0,22000.0,1001264
111262,2,4625,41,1.0,60.0,1.0,1,1,1,8.0,1.0,30000.0,1001264
111293,1,4615,40,1.0,40.0,12.0,1,0,1,9.0,1.0,20800.0,1001264
111293,2,4615,29,1.0,20.0,12.0,5,12,1,16.0,1.0,53000.0,1001264
111309,1,4637,85,,,,1,0,2,16.0,6.0,6000.0,1001264
111309,2,4637,85,,,,1,1,1,21.0,6.0,6000.0,1001264
111422,1,4701,32,6.0,90.0,1.0,5,0,1,21.0,1.0,95000.0,1001264
111549,1,4607,67,9.0,,,2,0,2,19.0,3.0,16800.0,1001264
111704,1,4605,38,1.0,,,1,0,2,16.0,6.0,17200.0,1001264
111704,2,4605,29,1.0,30.0,1.0,1,1,1,16.0,1.0,23400.0,1001264
111704,3,4605,13,,,,5,2,1,10.0,,,1001264
111704,4,4605,4,,,,5,2,2,1.0,,,1001264
111755,1,4607,65,,,,3,0,2,19.0,6.0,19700.0,1001264
111800,1,4903,50,1.0,15.0,1.0,1,0,2,21.0,1.0,41500.0,1001264
111800,2,4903,55,7.0,,,1,1,1,18.0,6.0,19600.0,1001264
111800,3,4903,24,1.0,30.0,1.0,5,2,1,16.0,1.0,9040.0,1001264
111800,4,4903,11,,,,5,2,2,7.0,,,1001264
111834,1,4626,39,1.0,,,1,0,2,16.0,3.0,0.0,1001264
111834,2,4626,38,1.0,30.0,1.0,1,1,1,16.0,1.0,6400.0,1001264
111834,3,4626,14,,,,5,2,1,10.0,,,1001264
111941,1,4702,61,2.0,,,3,0,2,19.0,3.0,40900.0,1001264
