SERIALNO,PUMA,NP,VEH,HHT,HINCP,HUPAC,WIF
15684,4612,1,1.0,6.0,60000.0,4.0,
15770,4613,2,2.0,1.0,276100.0,4.0,1.0
15986,4616,0,,,,,
15989,4400,4,4.0,1.0,103000.0,2.0,2.0
16173,4903,2,2.0,1.0,46200.0,4.0,1.0
16192,4618,1,2.0,4.0,95000.0,4.0,
16382,4627,3,4.0,3.0,37000.0,2.0,1.0
16392,4904,2,1.0,1.0,24500.0,4.0,1.0
16551,4602,1,,,,,
16593,5000,3,2.0,1.0,30200.0,2.0,1.0
16652,4621,1,1.0,4.0,34000.0,4.0,
16898,4603,2,1.0,2.0,57200.0,4.0,2.0
16973,4622,4,2.0,2.0,54800.0,2.0,1.0
17032,4624,1,,,,,
17065,4614,3,2.0,1.0,15000.0,4.0,1.0
17095,4503,1,0.0,4.0,51900.0,4.0,
17332,4615,1,1.0,4.0,10000.0,4.0,
17441,4701,1,1.0,6.0,71300.0,4.0,
17540,4637,2,2.0,1.0,128000.0,4.0,2.0
17561,4905,3,3.0,1.0,190600.0,4.0,2.0
17656,4616,1,2.0,4.0,70000.0,4.0,
17658,4902,2,2.0,1.0,126500.0,4.0,2.0
17663,4636,4,4.0,1.0,148600.0,2.0,3.0
17725,5000,1,1.0,6.0,57000.0,4.0,
17896,4609,1,0.0,6.0,0.0,4.0,
17930,4621,2,2.0,1.0,260000.0,4.0,2.0
17943,4626,1,0.0,4.0,133200.0,4.0,
18117,4903,1,,,,,
18307,4607,5,5.0,1.0,56600.0,4.0,3.0
18397,4602,2,2.0,7.0,25200.0,4.0,
18404,4501,5,2.0,1.0,56000.0,2.0,2.0
18484,4701,1,0.0,6.0,15700.0,4.0,
18598,4637,4,1.0,3.0,19000.0,2.0,1.0
18609,4624,3,3.0,1.0,259300.0,4.0,1.0
18650,4503,3,3.0,1.0,66500.0,4.0,3.0
18682,4632,2,2.0,1.0,72200.0,4.0,0.0
18732,4601,4,2.0,1.0,47200.0,4.0,3.0
18774,4608,4,1.0,3.0,0.0,3.0,0.0
18794,4620,2,2.0,1.0,146000.0,4.0,2.0
18812,4604,2,1.0,1.0,758500.0,4.0,1.0
18864,4602,3,1.0,5.0,85000.0,4.0,
19031,4701,3,1.0,1.0,70000.0,1.0,2.0
19085,4801,4,2.0,1.0,95000.0,2.0,1.0
19116,4400,1,1.0,6.0,56400.0,4.0,
19196,4617,0,,,,,
19298,4802,4,4.0,1.0,63600.0,2.0,3.0
19327,4625,3,3.0,3.0,67800.0,4.0,3.0
19328,4608,3,2.0,1.0,34900.0,4.0,1.0
19423,4701,0,,,,,
19491,4624,2,2.0,1.0,42000.0,4.0,1.0
19528,4501,2,2.0,1.0,72740.0,4.0,1.0
19769,4631,2,2.0,7.0,97600.0,4.0,
19771,4621,3,5.0,7.0,136000.0,4.0,
19791,4612,3,2.0,3.0,50000.0,2.0,1.0
19850,4613,1,1.0,4.0,41700.0,4.0,
19954,4626,1,0.0,6.0,9100.0,4.0,
19957,4613,1,2.0,6.0,34000.0,4.0,
19986,4629,2,2.0,1.0,145000.0,4.0,2.0
20049,4400,1,,,,,
20050,4611,5,1.0,3.0,13000.0,2.0,0.0
20084,4615,4,3.0,3.0,88400.0,4.0,1.0
20113,4635,2,1.0,3.0,35900.0,2.0,1.0
20181,4631,2,3.0,1.0,113800.0,4.0,2.0
20257,4803,3,2.0,1.0,97000.0,4.0,2.0
20258,4622,4,4.0,1.0,84200.0,4.0,2.0
20292,4629,2,1.0,1.0,245000.0,4.0,1.0
20313,4635,4,2.0,1.0,50000.0,1.0,2.0
20322,4904,2,2.0,1.0,161500.0,4.0,1.0
20373,4609,2,2.0,3.0,64700.0,4.0,2.0
20421,4616,0,,,,,
20486,4634,7,3.0,1.0,64500.0,2.0,2.0
20526,4626,2,1.0,1.0,28200.0,4.0,0.0
20547,4605,4,2.0,2.0,25000.0,1.0,1.0
20560,4905,2,2.0,1.0,324000.0,4.0,2.0
20612,4702,4,2.0,1.0,132000.0,1.0,2.0
20729,4626,4,1.0,3.0,16320.0,2.0,2.0
21143,4626,2,3.0,1.0,160000.0,4.0,1.0
21212,4601,0,,,,,
21234,4602,0,,,,,
21269,4624,4,3.0,1.0,246900.0,2.0,3.0
21280,4629,2,2.0,1.0,140530.0,4.0,0.0
21285,4612,4,2.0,1.0,170500.0,2.0,2.0
21304,4603,1,1.0,6.0,53000.0,4.0,
21326,4603,2,1.0,1.0,27000.0,4.0,1.0
21328,4625,2,2.0,1.0,133000.0,4.0,2.0
21357,4637,1,1.0,4.0,14400.0,4.0,
21410,5000,4,4.0,1.0,93600.0,1.0,3.0
21421,4608,4,2.0,1.0,52000.0,2.0,1.0
21470,4503,2,2.0,1.0,399000.0,4.0,2.0
21499,4606,2,1.0,1.0,51400.0,4.0,0.0
21666,4902,3,3.0,1.0,133000.0,4.0,2.0
21726,4629,2,2.0,3.0,37000.0,4.0,1.0
21985,4625,5,3.0,1.0,70000.0,3.0,1.0
22005,4613,1,1.0,4.0,40000.0,4.0,
22049,4603,1,1.0,4.0,491000.0,4.0,
22079,4802,1,,,,,
22126,4701,4,2.0,1.0,51000.0,2.0,1.0
22139,4601,2,2.0,1.0,80000.0,4.0,1.0
22190,4616,2,2.0,1.0,38500.0,4.0,2.0
22271,4905,3,4.0,1.0,110700.0,4.0,3.0
22348,4501,1,2.0,4.0,90100.0,4.0,
22454,4502,5,5.0,1.0,119400.0,2.0,3.0
22483,4901,1,1.0,4.0,45300.0,4.0,
22614,4632,6,2.0,1.0,80000.0,3.0,1.0
22656,4615,0,,,,,
22713,4903,2,1.0,1.0,70000.0,4.0,0.0
22764,4608,7,4.0,1.0,112800.0,3.0,3.0
22772,4905,4,1.0,3.0,64900.0,2.0,1.0
22781,4634,4,4.0,1.0,74000.0,1.0,2.0
22945,4702,5,4.0,1.0,142550.0,2.0,3.0
23007,4622,2,2.0,1.0,62000.0,4.0,1.0
23052,4610,1,1.0,6.0,18000.0,4.0,
23058,4615,4,3.0,3.0,30000.0,1.0,1.0
23137,5000,1,1.0,6.0,15700.0,4.0,
23209,4604,2,2.0,3.0,117800.0,4.0,1.0
23560,4602,1,,,,,
23657,4614,1,0.0,4.0,36000.0,4.0,
23663,4802,0,,,,,
23804,4701,1,2.0,4.0,70000.0,4.0,
23809,4905,4,2.0,1.0,130000.0,2.0,1.0
23969,4631,2,2.0,1.0,86200.0,4.0,1.0
24044,4901,4,1.0,3.0,52400.0,4.0,2.0
24091,4803,1,,,,,
24180,4501,0,,,,,
24240,4702,1,1.0,6.0,26200.0,4.0,
24245,4614,3,1.0,1.0,28000.0,2.0,2.0
24258,4503,1,1.0,4.0,75000.0,4.0,
24310,4400,2,1.0,1.0,21600.0,4.0,0.0
24338,5000,1,1.0,6.0,25800.0,4.0,
24356,4603,1,1.0,6.0,33000.0,4.0,
24439,4631,3,3.0,1.0,210300.0,4.0,2.0
24515,4803,3,1.0,1.0,64400.0,4.0,2.0
24526,4626,3,2.0,1.0,30000.0,1.0,1.0
24637,4603,1,,,,,
24734,4612,5,0.0,1.0,527000.0,2.0,3.0
24905,4626,3,3.0,1.0,153020.0,1.0,2.0
24926,4610,5,2.0,2.0,15600.0,3.0,1.0
25172,4905,5,4.0,1.0,55500.0,2.0,3.0
25197,4801,3,2.0,1.0,264000.0,1.0,2.0
25253,4612,4,3.0,1.0,251200.0,2.0,3.0
25392,4400,3,2.0,1.0,102000.0,2.0,2.0
25398,4628,2,2.0,1.0,25800.0,4.0,0.0
25404,4620,4,4.0,1.0,147000.0,4.0,3.0
25427,4504,2,1.0,3.0,75000.0,1.0,1.0
25540,4701,1,1.0,6.0,62000.0,4.0,
25649,4605,3,2.0,1.0,65000.0,4.0,2.0
25740,5000,2,3.0,1.0,103200.0,4.0,1.0
25748,4400,6,3.0,1.0,140000.0,2.0,2.0
25853,4614,6,2.0,2.0,58900.0,1.0,2.0
25905,4626,1,,,,,
26000,4616,2,1.0,3.0,14000.0,2.0,1.0
26006,4803,3,4.0,1.0,54800.0,2.0,1.0
26017,4504,2,2.0,3.0,33000.0,4.0,1.0
26094,4624,2,2.0,1.0,110700.0,4.0,1.0
26173,5000,1,0.0,6.0,23000.0,4.0,
26239,4614,2,2.0,7.0,31900.0,4.0,
26256,4801,1,2.0,6.0,15730.0,4.0,
26257,4620,2,2.0,1.0,73600.0,4.0,0.0
26275,4616,1,1.0,6.0,92000.0,4.0,
26339,4621,1,1.0,6.0,29000.0,4.0,
26458,4627,2,2.0,1.0,60260.0,4.0,1.0
26492,4621,3,1.0,3.0,64000.0,2.0,2.0
26614,4602,6,3.0,1.0,110100.0,3.0,2.0
26644,4902,3,3.0,1.0,115000.0,1.0,2.0
26680,4614,0,,,,,
26711,4503,5,1.0,1.0,54000.0,3.0,2.0
26737,4901,3,3.0,7.0,69300.0,4.0,
26792,4802,1,,,,,
26815,4637,2,0.0,3.0,0.0,1.0,0.0
26818,4603,4,2.0,1.0,671500.0,2.0,2.0
26999,4638,4,3.0,1.0,83000.0,4.0,3.0
27216,4701,2,2.0,1.0,467000.0,4.0,0.0
27239,4701,1,,,,,
27610,4503,2,2.0,1.0,124000.0,4.0,1.0
28075,4611,2,2.0,7.0,81400.0,4.0,
28099,4613,3,2.0,1.0,80300.0,1.0,2.0
28111,4400,2,2.0,1.0,86400.0,4.0,0.0
28152,4608,1,1.0,4.0,38000.0,4.0,
28168,4501,0,,,,,
28240,4636,4,4.0,1.0,128500.0,2.0,3.0
28243,4604,0,,,,,
28287,4503,2,2.0,1.0,458900.0,4.0,2.0
28300,4603,0,,,,,
28391,4615,3,2.0,1.0,253020.0,1.0,2.0
28621,4902,5,1.0,3.0,72000.0,3.0,1.0
28672,4638,7,5.0,3.0,201000.0,2.0,3.0
28710,5000,1,,,,,
28739,4637,5,2.0,3.0,49000.0,2.0,3.0
28753,4602,3,3.0,1.0,24000.0,2.0,1.0
28959,4602,1,1.0,4.0,20000.0,4.0,
28967,4701,1,2.0,6.0,2400.0,4.0,
29036,4612,1,1.0,4.0,64000.0,4.0,
29049,4622,1,1.0,4.0,9000.0,4.0,
29099,4400,1,1.0,4.0,14400.0,4.0,
29115,4612,3,3.0,3.0,92210.0,4.0,2.0
29137,4902,2,2.0,1.0,52000.0,4.0,0.0
29147,4604,1,1.0,4.0,160000.0,4.0,
29171,4604,1,,,,,
29250,4400,4,2.0,1.0,68000.0,2.0,3.0
29253,4632,4,2.0,1.0,112200.0,2.0,1.0
29328,4624,2,2.0,1.0,142000.0,4.0,2.0
29461,4619,4,2.0,1.0,36900.0,3.0,1.0
29487,4601,2,1.0,1.0,17100.0,4.0,0.0
29503,4503,2,2.0,1.0,101200.0,4.0,2.0
29515,4608,1,1.0,4.0,9000.0,4.0,
29532,4502,3,2.0,1.0,130000.0,2.0,1.0
29624,4612,1,,,,,
29633,4608,6,2.0,1.0,82000.0,2.0,3.0
29641,4613,1,0.0,4.0,46000.0,4.0,
29738,4614,3,1.0,2.0,31900.0,2.0,1.0
29875,4635,2,1.0,1.0,192900.0,4.0,0.0
29892,4629,3,1.0,3.0,5300.0,3.0,1.0
29894,4903,3,3.0,1.0,79800.0,4.0,1.0
29916,4615,3,1.0,2.0,60000.0,1.0,1.0
29974,4620,1,1.0,6.0,35000.0,4.0,
30093,4620,1,1.0,6.0,57300.0,4.0,
30155,4701,1,1.0,4.0,24000.0,4.0,
30228,4605,0,,,,,
30236,5000,1,,,,,
30316,4605,2,2.0,2.0,456600.0,4.0,2.0
30351,4902,3,3.0,1.0,52200.0,4.0,3.0
30417,4503,2,2.0,1.0,170000.0,4.0,1.0
30438,4802,4,3.0,1.0,123920.0,4.0,1.0
30440,4629,3,2.0,1.0,44800.0,4.0,2.0
30559,4618,2,0.0,3.0,13500.0,4.0,1.0
30794,5000,1,,,,,
30911,4602,5,2.0,1.0,112000.0,2.0,2.0
30940,4636,1,1.0,6.0,29000.0,4.0,
30984,4616,0,,,,,
31194,4621,1,0.0,6.0,10200.0,4.0,
31446,4621,1,1.0,6.0,52000.0,4.0,
31453,4603,1,0.0,4.0,45000.0,4.0,
31526,4604,2,2.0,5.0,90000.0,4.0,
31607,4607,2,2.0,2.0,39200.0,4.0,1.0
31869,4621,2,2.0,1.0,80000.0,4.0,1.0
32087,4616,2,2.0,1.0,81920.0,4.0,1.0
32144,4503,4,3.0,1.0,200500.0,3.0,2.0
32147,4619,1,3.0,6.0,9000.0,4.0,
32162,4622,2,3.0,1.0,25000.0,4.0,2.0
32207,4610,4,2.0,1.0,83880.0,3.0,2.0
32345,4620,3,3.0,1.0,190000.0,2.0,2.0
32346,4608,2,3.0,1.0,50000.0,4.0,2.0
32482,4618,2,1.0,1.0,33800.0,4.0,1.0
32503,4901,2,4.0,1.0,70000.0,4.0,1.0
32539,4628,3,2.0,3.0,116000.0,4.0,2.0
32575,4802,1,2.0,4.0,74000.0,4.0,
32648,4901,5,2.0,1.0,68000.0,3.0,1.0
32698,4604,1,0.0,6.0,35000.0,4.0,
32751,4902,2,0.0,1.0,586000.0,4.0,2.0
32795,4613,1,1.0,6.0,97100.0,4.0,
32808,4623,0,,,,,
32822,4601,2,0.0,5.0,23100.0,4.0,
33101,4903,3,2.0,1.0,142700.0,2.0,2.0
33258,4624,2,2.0,1.0,31204.0,4.0,0.0
33270,4620,4,4.0,1.0,105000.0,3.0,2.0
33307,4637,0,,,,,
33500,4614,2,2.0,1.0,175000.0,4.0,1.0
33570,4626,2,0.0,3.0,12950.0,2.0,0.0
33577,4400,2,2.0,3.0,0.0,4.0,0.0
33687,4803,2,2.0,1.0,90000.0,4.0,2.0
33712,4627,2,2.0,1.0,180000.0,4.0,2.0
33838,4502,2,6.0,1.0,200600.0,4.0,1.0
33932,4602,1,2.0,6.0,250000.0,4.0,
33937,4503,2,2.0,1.0,146700.0,4.0,2.0
33943,4901,4,2.0,1.0,20800.0,3.0,1.0
33998,4502,1,1.0,6.0,12000.0,4.0,
34045,4607,0,,,,,
34201,4615,0,,,,,
34224,4636,2,2.0,1.0,223400.0,4.0,1.0
34258,4903,2,1.0,1.0,48500.0,4.0,1.0
34332,4701,2,1.0,5.0,26000.0,2.0,
34334,4701,2,2.0,1.0,84600.0,4.0,0.0
34358,4625,1,,,,,
34388,4604,2,2.0,1.0,125160.0,4.0,1.0
34410,4615,4,3.0,1.0,910800.0,2.0,2.0
34430,4637,3,3.0,7.0,80600.0,4.0,
34432,4400,6,2.0,1.0,77000.0,3.0,2.0
34433,4602,12,4.0,1.0,104200.0,3.0,3.0
34513,4629,6,2.0,1.0,129500.0,2.0,0.0
34686,4635,5,3.0,1.0,83200.0,2.0,3.0
34738,4605,1,1.0,4.0,16000.0,4.0,
34822,4638,4,2.0,3.0,215400.0,4.0,3.0
34918,4607,4,2.0,3.0,58800.0,3.0,1.0
34933,4611,1,0.0,4.0,10200.0,4.0,
35030,4503,1,1.0,4.0,112000.0,4.0,
35047,4628,3,1.0,3.0,0.0,1.0,0.0
35074,4612,2,2.0,1.0,28400.0,4.0,0.0
35083,4607,3,1.0,3.0,42000.0,2.0,1.0
35137,4609,1,2.0,4.0,43000.0,4.0,
35185,4623,3,2.0,1.0,53300.0,2.0,3.0
35205,4604,1,1.0,6.0,461000.0,4.0,
35214,4611,2,1.0,3.0,16000.0,2.0,1.0
35335,4400,3,3.0,1.0,217600.0,2.0,2.0
35403,4635,4,3.0,1.0,61700.0,3.0,2.0
35431,4622,3,3.0,1.0,81000.0,2.0,2.0
35546,4612,1,1.0,4.0,42500.0,4.0,
35590,4609,0,,,,,
35615,4615,1,1.0,6.0,451000.0,4.0,
35664,4803,3,2.0,1.0,215000.0,1.0,2.0
35830,4608,2,0.0,3.0,16600.0,4.0,0.0
35870,4632,3,3.0,1.0,193000.0,2.0,2.0
35931,4626,3,2.0,1.0,97550.0,2.0,2.0
36069,4601,1,0.0,4.0,0.0,4.0,
36115,4615,1,1.0,6.0,15000.0,4.0,
36135,4626,2,2.0,1.0,3100.0,4.0,1.0
36183,4617,2,1.0,3.0,60000.0,2.0,1.0
36227,4619,2,2.0,3.0,51900.0,4.0,2.0
36261,4601,1,1.0,6.0,60.0,4.0,
36282,4615,1,,,,,
36331,4619,4,2.0,1.0,33000.0,3.0,1.0
36393,4622,2,3.0,1.0,79000.0,4.0,1.0
36477,4701,4,4.0,1.0,122000.0,2.0,1.0
36496,4603,1,,,,,
36590,4618,5,2.0,1.0,24600.0,2.0,1.0
36701,4616,5,3.0,1.0,280000.0,2.0,2.0
36749,4623,5,3.0,1.0,132000.0,2.0,3.0
36865,4622,2,2.0,1.0,96000.0,4.0,2.0
37023,4604,1,1.0,6.0,33000.0,4.0,
37042,4612,4,3.0,1.0,84000.0,1.0,2.0
37080,4634,3,2.0,3.0,13400.0,2.0,1.0
37124,4608,2,1.0,2.0,16000.0,4.0,0.0
37146,4621,1,2.0,4.0,200200.0,4.0,
37207,4701,2,2.0,1.0,96800.0,4.0,1.0
37244,4601,4,3.0,1.0,79000.0,2.0,3.0
37287,4502,1,,,,,
37298,4400,1,,,,,
37299,4617,5,2.0,1.0,32100.0,3.0,2.0
37404,4626,1,1.0,4.0,26900.0,4.0,
37582,4626,0,,,,,
37694,4605,5,1.0,3.0,45000.0,3.0,1.0
37702,4621,1,1.0,6.0,66000.0,4.0,
37708,4633,4,2.0,1.0,60000.0,2.0,1.0
37786,4631,4,3.0,1.0,192000.0,2.0,2.0
37852,4635,2,3.0,1.0,125000.0,4.0,1.0
37857,4610,1,1.0,6.0,4400.0,4.0,
37877,4606,3,2.0,1.0,22000.0,2.0,1.0
37975,4607,3,2.0,1.0,154000.0,1.0,2.0
38012,4802,1,,,,,
38040,4602,2,1.0,1.0,44500.0,4.0,0.0
38053,4606,4,3.0,1.0,80000.0,1.0,2.0
38065,4604,1,1.0,6.0,31100.0,4.0,
38083,4802,2,1.0,3.0,153600.0,4.0,2.0
38164,4621,1,1.0,6.0,30000.0,4.0,
38238,4701,2,2.0,1.0,44700.0,4.0,0.0
38454,4601,1,1.0,6.0,13200.0,4.0,
38461,4504,1,1.0,6.0,105000.0,4.0,
38798,4701,1,1.0,6.0,0.0,4.0,
38825,4616,2,2.0,1.0,6400.0,4.0,2.0
38876,4611,1,0.0,4.0,15200.0,4.0,
38923,4504,1,1.0,4.0,25000.0,4.0,
38987,4702,2,2.0,7.0,35200.0,4.0,
39129,4501,2,4.0,1.0,122004.0,4.0,1.0
39133,5000,0,,,,,
39389,4605,5,4.0,1.0,34400.0,2.0,3.0
39452,4701,4,1.0,2.0,70400.0,2.0,1.0
39476,4608,2,2.0,1.0,130000.0,4.0,2.0
39509,4637,8,1.0,1.0,48100.0,3.0,3.0
39728,4904,2,2.0,1.0,150600.0,4.0,1.0
39751,4904,4,3.0,1.0,451800.0,2.0,2.0
39770,4702,0,,,,,
39787,4604,4,2.0,1.0,308000.0,1.0,2.0
39826,4701,4,3.0,5.0,58000.0,2.0,
39869,4609,2,2.0,1.0,202000.0,4.0,2.0
39903,4629,1,1.0,6.0,70000.0,4.0,
39930,4613,1,0.0,6.0,319000.0,4.0,
39948,4638,1,1.0,6.0,12000.0,4.0,
39973,4619,2,1.0,2.0,48100.0,4.0,2.0
39998,4625,5,2.0,1.0,45000.0,2.0,2.0
40028,4803,1,0.0,6.0,9600.0,4.0,
40037,4605,1,1.0,6.0,8500.0,4.0,
40084,4504,0,,,,,
40130,4634,3,4.0,1.0,80240.0,4.0,3.0
40249,4613,2,2.0,1.0,222800.0,4.0,2.0
40256,4626,3,2.0,1.0,37000.0,4.0,2.0
40287,4606,4,5.0,2.0,102800.0,2.0,3.0
40438,4623,1,0.0,6.0,19000.0,4.0,
40448,4604,2,3.0,5.0,45000.0,4.0,
40543,4607,5,1.0,3.0,19000.0,3.0,1.0
40695,4634,5,2.0,2.0,0.0,2.0,0.0
40713,4802,0,,,,,
40999,4602,4,3.0,3.0,96800.0,2.0,2.0
41027,4902,7,4.0,1.0,69800.0,2.0,3.0
41078,4618,3,1.0,2.0,47800.0,2.0,1.0
41133,4616,6,1.0,3.0,39300.0,2.0,3.0
41270,4802,3,2.0,1.0,130000.0,2.0,2.0
41536,4701,4,0.0,3.0,39000.0,2.0,1.0
41601,4607,1,,,,,
41696,4637,3,2.0,3.0,210900.0,4.0,3.0
41838,4802,3,4.0,1.0,122200.0,2.0,2.0
41854,4619,1,,,,,
41915,4903,1,1.0,4.0,60000.0,4.0,
42126,4905,5,3.0,1.0,109000.0,4.0,3.0
42152,4618,2,1.0,5.0,35000.0,4.0,
42168,4502,2,2.0,1.0,125000.0,4.0,2.0
42186,4622,3,3.0,1.0,150000.0,4.0,3.0
42189,4605,1,0.0,6.0,18700.0,4.0,
42295,4611,2,1.0,3.0,36350.0,4.0,0.0
42303,4902,2,2.0,5.0,272400.0,4.0,
42321,4604,0,,,,,
42419,5000,2,2.0,3.0,100000.0,4.0,1.0
42432,4503,1,5.0,6.0,140300.0,4.0,
42460,4622,4,3.0,1.0,35000.0,2.0,2.0
42482,4604,2,2.0,2.0,90000.0,4.0,2.0
42522,4606,2,2.0,1.0,74400.0,4.0,2.0
42527,4608,2,3.0,1.0,64700.0,4.0,2.0
42550,4624,2,2.0,1.0,118000.0,4.0,2.0
42574,4603,1,1.0,6.0,50000.0,4.0,
42617,4602,3,2.0,1.0,45500.0,1.0,2.0
42646,4604,3,3.0,1.0,245000.0,4.0,1.0
42706,4630,2,2.0,1.0,157010.0,4.0,2.0
42806,4612,4,2.0,1.0,97000.0,2.0,2.0
42830,5000,1,1.0,6.0,23700.0,4.0,
42834,4607,2,3.0,2.0,23400.0,4.0,0.0
42874,4636,2,5.0,1.0,190000.0,4.0,2.0
42876,5000,3,1.0,1.0,37210.0,4.0,2.0
42911,4902,2,3.0,1.0,88000.0,4.0,2.0
42912,4601,3,2.0,1.0,130000.0,2.0,2.0
42933,4501,2,3.0,1.0,52000.0,4.0,1.0
43037,4400,3,2.0,3.0,36600.0,4.0,0.0
43109,4636,1,,,,,
43415,4612,5,2.0,1.0,60000.0,3.0,2.0
43648,4803,4,1.0,3.0,2400.0,2.0,0.0
43788,4611,2,1.0,1.0,45000.0,4.0,1.0
43821,4601,1,,,,,
43986,4612,1,1.0,6.0,135000.0,4.0,
44023,4616,2,2.0,1.0,110000.0,4.0,1.0
44163,5000,4,2.0,1.0,56000.0,2.0,2.0
44167,4701,1,1.0,6.0,18300.0,4.0,
44180,4802,2,0.0,1.0,43960.0,4.0,2.0
44208,4619,2,1.0,3.0,12000.0,1.0,1.0
44377,4610,1,1.0,6.0,13800.0,4.0,
44412,4702,1,1.0,6.0,65290.0,4.0,
44421,4634,2,2.0,1.0,124000.0,4.0,2.0
44430,4501,1,,,,,
44463,4621,4,2.0,1.0,62000.0,2.0,1.0
44467,4638,1,,,,,
44476,5000,2,2.0,1.0,62000.0,4.0,1.0
44528,4503,2,2.0,1.0,461500.0,4.0,2.0
44635,4400,1,,,,,
44697,4628,5,3.0,1.0,32000.0,2.0,2.0
44713,4625,1,,,,,
44754,4603,1,,,,,
44867,4614,5,2.0,1.0,31000.0,2.0,2.0
44880,4618,3,2.0,1.0,70400.0,4.0,1.0
44930,4701,5,2.0,1.0,64000.0,3.0,2.0
44993,4803,3,4.0,2.0,121200.0,2.0,1.0
45101,4803,3,2.0,1.0,160000.0,2.0,2.0
45141,4502,4,2.0,1.0,113000.0,3.0,2.0
45430,4611,0,,,,,
45726,4605,2,3.0,1.0,35600.0,4.0,0.0
45740,4616,1,,,,,
45846,4803,3,1.0,5.0,112000.0,2.0,
45850,4802,3,2.0,1.0,87000.0,2.0,2.0
45871,4614,4,1.0,3.0,12000.0,1.0,0.0
45872,4633,5,2.0,1.0,122000.0,2.0,1.0
45893,5000,1,,,,,
46060,4801,1,1.0,6.0,45000.0,4.0,
46087,4623,1,1.0,6.0,74000.0,4.0,
46118,4617,4,1.0,3.0,17500.0,2.0,2.0
46121,4629,1,1.0,4.0,12000.0,4.0,
46127,5000,2,2.0,1.0,34800.0,4.0,0.0
46184,4623,3,3.0,1.0,149500.0,4.0,3.0
46206,4622,1,2.0,4.0,30000.0,4.0,
46255,4625,2,1.0,3.0,356000.0,4.0,1.0
46277,4626,2,2.0,3.0,13300.0,4.0,2.0
46329,5000,1,,,,,
46344,4628,1,1.0,4.0,71000.0,4.0,
46435,4502,2,2.0,1.0,33700.0,4.0,0.0
46498,4903,3,1.0,3.0,26000.0,2.0,1.0
46589,4632,5,4.0,1.0,84000.0,2.0,2.0
46710,4802,2,2.0,1.0,120000.0,4.0,2.0
46747,4618,3,1.0,3.0,8800.0,3.0,0.0
46782,4611,3,2.0,1.0,92000.0,2.0,2.0
46823,4903,1,0.0,6.0,39100.0,4.0,
46846,4614,3,2.0,1.0,48000.0,4.0,2.0
46849,4631,3,1.0,3.0,92000.0,2.0,1.0
46920,4628,5,2.0,1.0,46000.0,2.0,1.0
46938,4615,2,1.0,1.0,27700.0,4.0,0.0
46988,4609,2,1.0,3.0,184800.0,2.0,1.0
46995,4605,1,0.0,4.0,20000.0,4.0,
47002,4609,1,1.0,6.0,18000.0,4.0,
47105,4630,2,2.0,5.0,235000.0,4.0,
47216,4616,2,2.0,2.0,158450.0,4.0,1.0
47227,4634,2,2.0,1.0,162100.0,4.0,0.0
47230,4602,1,0.0,6.0,24000.0,4.0,
47373,4603,4,4.0,1.0,225150.0,2.0,3.0
47409,4701,1,,,,,
47466,4627,1,2.0,6.0,180000.0,4.0,
47509,4614,1,1.0,4.0,34500.0,4.0,
47572,4601,3,2.0,2.0,140000.0,1.0,1.0
47648,4613,1,3.0,4.0,21700.0,4.0,
47664,4635,1,1.0,4.0,21000.0,4.0,
47729,4803,2,1.0,3.0,17700.0,4.0,1.0
47856,4625,2,2.0,1.0,102000.0,4.0,2.0
47928,4619,5,4.0,1.0,92000.0,1.0,2.0
47936,4609,2,2.0,5.0,131000.0,4.0,
48163,4602,2,1.0,5.0,39500.0,4.0,
48263,4625,2,2.0,1.0,93400.0,4.0,2.0
48315,4615,1,1.0,4.0,15000.0,4.0,
48376,4702,3,2.0,1.0,140000.0,1.0,1.0
48399,4802,4,2.0,1.0,235800.0,4.0,1.0
48446,4601,2,2.0,1.0,238000.0,4.0,1.0
48482,5000,1,,,,,
48507,4616,3,3.0,3.0,49100.0,4.0,1.0
48695,4623,1,1.0,4.0,60000.0,4.0,
48696,4609,1,1.0,4.0,35000.0,4.0,
48711,4630,2,2.0,1.0,143000.0,4.0,2.0
48727,4608,3,1.0,3.0,5000.0,1.0,1.0
48749,4701,1,1.0,6.0,7300.0,4.0,
48906,4621,4,3.0,1.0,157000.0,2.0,1.0
48971,4616,2,2.0,5.0,40000.0,4.0,
49038,4905,2,1.0,2.0,55000.0,2.0,1.0
49133,4701,1,,,,,
49188,4603,1,1.0,6.0,63000.0,4.0,
49292,4617,0,,,,,
49317,4608,7,3.0,1.0,47000.0,2.0,1.0
49343,4604,1,1.0,4.0,70000.0,4.0,
49581,4616,7,3.0,1.0,152500.0,2.0,3.0
49758,4613,3,1.0,1.0,30000.0,1.0,1.0
49858,4903,1,,,,,
49933,4601,4,1.0,1.0,22600.0,2.0,2.0
50098,4803,2,3.0,1.0,115000.0,4.0,2.0
50112,4608,2,2.0,1.0,8000.0,4.0,2.0
50128,4607,7,2.0,2.0,16000.0,3.0,1.0
50200,4625,1,1.0,6.0,64000.0,4.0,
50230,4611,3,1.0,3.0,20510.0,2.0,1.0
50338,4802,2,1.0,3.0,25700.0,4.0,2.0
50373,4501,1,2.0,6.0,0.0,4.0,
50482,4628,1,1.0,4.0,12400.0,4.0,
50564,4902,2,2.0,1.0,52100.0,4.0,1.0
50568,4631,3,1.0,3.0,24900.0,3.0,1.0
50628,4503,0,,,,,
