"start_stops","end_stops","r_type","service_id","Road_Index","stop_link_sequence","road_edge_id","r_service_lines","link_travel_time","edge_id","wait_time","walk_time","transit_time","transfer_penalty","day_transit_time","dist"
"D13","N_6363","Walk","Walk",0,0,0,"",3158.22028684276,29886,10,3158.22028684276,0,2000,0,3.50913365204752
"D12","N_6363","Walk","Walk",0,0,0,"",5347.95205264166,29887,10,5347.95205264166,0,2000,0,5.94216894737963
"D13","N_6364","Walk","Walk",0,0,0,"",3864.19782738993,29888,10,3864.19782738993,0,2000,0,4.29355314154436
"D12","N_6364","Walk","Walk",0,0,0,"",4609.32185514701,29889,10,4609.32185514701,0,2000,0,5.12146872794112
"D12","N_6365","Walk","Walk",0,0,0,"",2429.75410262295,29890,10,2429.75410262295,0,2000,0,2.69972678069217
"D13","N_6365","Walk","Walk",0,0,0,"",6049.59516924877,29891,10,6049.59516924877,0,2000,0,6.72177241027641
"D12","N_6366","Walk","Walk",0,0,0,"",1062.34076665795,29892,10,1062.34076665795,0,2000,0,1.18037862961995
"D13","N_6366","Walk","Walk",0,0,0,"",7456.59047948492,29893,10,7456.59047948492,0,2000,0,8.28510053276102
"D12","N_6367","Walk","Walk",0,0,0,"",393.179620767312,29894,10,393.179620767312,0,2000,0,0.436866245297014
"D13","N_6367","Walk","Walk",0,0,0,"",8174.36321800138,29895,10,8174.36321800138,0,2000,0,9.08262579777931
"D12","N_6368","Walk","Walk",0,0,0,"",134.000562571071,29896,10,134.000562571071,0,2000,0,0.148889513967857
"D13","N_6368","Walk","Walk",0,0,0,"",8410.22260960376,29897,10,8410.22260960376,0,2000,0,9.34469178844862
"F6","N_637","Walk","Walk",0,0,0,"",7352.43711954068,29898,10,7352.43711954068,0,2000,0,8.16937457726742
"D11","N_6370","Walk","Walk",0,0,0,"",9060.34751043394,29899,10,9060.34751043394,0,2000,0,10.067052789371
"D11","N_6371","Walk","Walk",0,0,0,"",9046.591530254,29900,10,9046.591530254,0,2000,0,10.0517683669489
"D12","N_6376","Walk","Walk",0,0,0,"",3399.90393719055,29901,10,3399.90393719055,0,2000,0,3.77767104132284
"D11","N_6376","Walk","Walk",0,0,0,"",10308.7091632079,29902,10,10308.7091632079,0,2000,0,11.4541212924532
"D12","N_6377","Walk","Walk",0,0,0,"",1025.99158259164,29903,10,1025.99158259164,0,2000,0,1.13999064732404
"D13","N_6377","Walk","Walk",0,0,0,"",9422.07838738198,29904,10,9422.07838738198,0,2000,0,10.46897598598
"D12","N_6378","Walk","Walk",0,0,0,"",73.2399232730017,29905,10,73.2399232730017,0,2000,0,0.0813776925255574
"D13","N_6378","Walk","Walk",0,0,0,"",8520.70003299981,29906,10,8520.70003299981,0,2000,0,9.4674444811109
"D12","N_6379","Walk","Walk",0,0,0,"",1021.65847349746,29907,10,1021.65847349746,0,2000,0,1.13517608166385
"D13","N_6379","Walk","Walk",0,0,0,"",9422.41588408446,29908,10,9422.41588408446,0,2000,0,10.4693509823161
"F6","N_638","Walk","Walk",0,0,0,"",5948.08845196706,29909,10,5948.08845196706,0,2000,0,6.60898716885229
"F5","N_638","Walk","Walk",0,0,0,"",9890.55952339164,29910,10,9890.55952339164,0,2000,0,10.9895105815463
"D12","N_6380","Walk","Walk",0,0,0,"",3410.07206198482,29911,10,3410.07206198482,0,2000,0,3.78896895776092
