stop_id,stop_code,stop_name,stop_lat,stop_lon,EZLink_Name,Type,stopType
14,14,,38.9776724854765,-76.5364805631283,14,1,1
22,22,,38.9705058501571,-76.5240835504007,22,1,1
27,27,,38.965054400329,-76.5092542493372,27,1,1
38,38,,38.9479234521528,-76.4881824963174,38,1,1
46,46,,38.9644592001717,-76.4894823014284,46,1,1
247,247,,39.5828008500017,-76.998987950001,247,1,1
248,248,,39.5858829000018,-76.9990479999902,248,1,1
249,249,,39.587926650459,-76.9975792500543,249,1,1
250,250,,39.5821396500843,-76.9887694496765,250,1,1
251,251,,39.5850565505981,-76.9884146518834,251,1,1
252,252,,39.5855153310412,-76.9861620209132,252,1,1
253,253,,39.5865023002107,-76.9840641497716,253,1,1
254,254,,39.5795928500022,-76.9851540999958,254,1,1
255,255,,39.5731594500604,-76.9814777001452,255,1,1
259,259,,39.4059228000499,-76.9612851003778,259,1,1
260,260,,39.3996414019791,-76.9349475482631,260,1,1
261,261,,39.4033382776151,-76.9479232116846,261,1,1
262,262,,39.5320152000232,-76.9885970998715,262,1,1
272,272,,39.4010194000021,-76.9449857499934,272,1,1
280,280,,39.6518689688887,-77.1627874990198,280,1,1
281,281,,39.6532691040217,-77.16577371751,281,1,1
282,282,,39.6573984003106,-77.1737469491075,282,1,1
283,283,,39.6593860013139,-77.1768608003666,283,1,1
284,284,,39.6454344665057,-77.1659233438408,284,1,1
285,285,,39.6454935000765,-77.1620355000353,285,1,1
368,368,,39.4227868870709,-76.3229269954752,368,1,1
369,369,,39.4246995836222,-76.3130364624839,369,1,1
375,375,,39.4177960526079,-76.3048972517994,375,1,1
382,382,,39.4185260588287,-76.3012660210637,382,1,1
1228,1228,,39.3288362000079,-76.6558501500492,1228,1,1
1233,1233,,39.3145864979865,-76.6479606525183,1233,1,1
1235,1235,,39.3114642500487,-76.6465869497381,1235,1,1
1236,1236,,39.3101363769829,-76.6465035201941,1236,1,1
1237,1237,,39.3073239424076,-76.6463312498022,1237,1,1
1238,1238,,39.3073281495473,-76.6462133285604,1238,1,1
1239,1239,,39.2979952500057,-76.6400632999694,1239,1,1
1241,1241,,39.2944354460471,-76.6398739384304,1241,1,1
1374,1374,,39.2797007001011,-76.6630794500474,1374,1,1
1375,1375,,39.2804323194333,-76.6690283878829,1375,1,1
1382,1382,,39.3320589501909,-76.6482155001686,1382,1,1
1383,1383,,39.3306801639556,-76.6528404883287,1383,1,1
1384,1384,,39.3257881133937,-76.6574439231335,1384,1,1
1392,1392,,39.2940749001873,-76.6757611000228,1392,1,1
1394,1394,,39.2866867000131,-76.6723409499395,1394,1,1
1395,1395,,39.2809764897956,-76.6725491915174,1395,1,1
1399,1399,,39.2805227500542,-76.6855357997962,1399,1,1
1400,1400,,39.275606400316,-76.6879027509716,1400,1,1
1402,1402,,39.2742698802179,-76.689286831071,1402,1,1
1403,1403,,39.2751029819701,-76.6939943420622,1403,1,1
1407,1407,,39.2813421505184,-76.6972390500421,1407,1,1
1408,1408,,39.2810029522625,-76.701091050997,1408,1,1
1409,1409,,39.2805512844889,-76.7058904430123,1409,1,1
1410,1410,,39.2786494000652,-76.7090541500844,1410,1,1
1411,1411,,39.2773877501606,-76.7122832002127,1411,1,1
1412,1412,,39.2764265501405,-76.7147209501721,1412,1,1
1413,1413,,39.2757702345797,-76.7166339393494,1413,1,1
1414,1414,,39.2745082082764,-76.7204207816416,1414,1,1
1434,1434,,39.4021916869279,-76.5710945220954,1434,1,1
1435,1435,,39.3992531000368,-76.5645684998618,1435,1,1
1439,1439,,39.3916409000185,-76.5655000999847,1439,1,1
1440,1440,,39.3903890003282,-76.5680505505011,1440,1,1
1447,1447,,39.3769121500537,-76.5796205996335,1447,1,1
1449,1449,,39.3715520004624,-76.5825442023535,1449,1,1
1450,1450,,39.3674183501853,-76.5849741009441,1450,1,1
1454,1454,,39.3660061591432,-76.5857906423573,1454,1,1
1465,1465,,39.3394765303444,-76.594058423736,1465,1,1
1466,1466,,39.3363266000025,-76.5943823500196,1466,1,1
1467,1467,,39.3313289000202,-76.5953634500049,1467,1,1
1468,1468,,39.3287363247484,-76.5953702595582,1468,1,1
1470,1470,,39.328343000612,-76.5996235500326,1470,1,1
1476,1476,,39.3251841000727,-76.6158642496209,1476,1,1
1477,1477,,39.3234941186542,-76.6157565370202,1477,1,1
1478,1478,,39.320207200041,-76.6155462997945,1478,1,1
1479,1479,,39.3178954898389,-76.6158893771974,1479,1,1
1480,1480,,39.3144094501039,-76.6151741973624,1480,1,1
1481,1481,,39.3105815495428,-76.6149187134509,1481,1,1
1567,1567,,39.3956089993491,-76.614798512923,1567,1,1
1568,1568,,39.2778120002864,-76.4848239997007,1568,1,1
1569,1569,,39.2772256500778,-76.4809404499837,1569,1,1
1570,1570,,39.2693142770818,-76.4698737643189,1570,1,1
1571,1571,,39.257609003357,-76.4656324965775,1571,1,1
1572,1572,,39.2618264992543,-76.4800331821037,1572,1,1
1573,1573,,39.2634798503446,-76.4856901996435,1573,1,1
1574,1574,,39.2651320510616,-76.4908977988638,1574,1,1
1575,1575,,39.2665767463108,-76.4950104365433,1575,1,1
1576,1576,,39.2683277855021,-76.499216861633,1576,1,1
1577,1577,,39.2696514742804,-76.5022746014236,1577,1,1
1578,1578,,39.271097845061,-76.5069681310763,1578,1,1
1579,1579,,39.2665798000212,-76.5282950498811,1579,1,1
1580,1580,,39.2652824500354,-76.5276708497856,1580,1,1
1581,1581,,39.2635897770531,-76.5270307290765,1581,1,1
1582,1582,,39.2605052500424,-76.5253779497377,1582,1,1
1583,1583,,39.2587490150399,-76.524539699148,1583,1,1
1597,1597,,39.367854000349,-76.716689448847,1597,1,1
1629,1629,,39.3127431014608,-76.6374532251673,1629,1,1
1630,1630,,39.3133923495567,-76.6363582725667,1630,1,1
1631,1631,,39.3168046501877,-76.6314720499836,1631,1,1
1644,1644,,39.2920072483388,-76.6089881163067,1644,1,1
1645,1645,,39.2947040882588,-76.6065369385446,1645,1,1
1646,1646,,39.2967254658345,-76.6049893570592,1646,1,1
1661,1661,,39.3188208354097,-76.5871981581688,1661,1,1
1673,1673,,39.3315621880655,-76.5327279770884,1673,1,1
1674,1674,,39.3332230824084,-76.5325126072614,1674,1,1
1675,1675,,39.3366282768725,-76.533117731414,1675,1,1
1710,1710,,39.3144964699487,-76.6306101161818,1710,1,1
1711,1711,,39.3144205502078,-76.6322560500121,1711,1,1
1712,1712,,39.3144120004336,-76.6335673999896,1712,1,1
1713,1713,,39.3133923495567,-76.6363582725667,1713,1,1
1747,1747,,39.3766855000401,-76.7248736498538,1747,1,1
1748,1748,,39.375043792295,-76.7234296135999,1748,1,1
1749,1749,,39.3745152484866,-76.7229646040074,1749,1,1
1750,1750,,39.3717921503978,-76.7204885986514,1750,1,1
1751,1751,,39.3691905476056,-76.717976871162,1751,1,1
1754,1754,,39.3639788263301,-76.7128259581206,1754,1,1
1755,1755,,39.3628315781191,-76.7112128258144,1755,1,1
1756,1756,,39.3604571501654,-76.7079569495846,1756,1,1
1794,1794,,39.2863517291041,-76.6121872013617,1794,1,1
1795,1795,,39.28671901905,-76.6083450932271,1795,1,1
1796,1796,,39.2868132474707,-76.6059095998478,1796,1,1
1797,1797,,39.2877043001326,-76.6021621501595,1797,1,1
1798,1798,,39.2884423726936,-76.600185161207,1798,1,1
