6,70551
7,61986
8,45217
12,43781
13,39602
9,38538
10,35818
11,33930
22,33596
5,26609
14,22380
15,19485
0,17509
16,16279
17,16170
18,16074
1,15981
2,14606
19,13654
4,12592
20,10274
3,8944
21,8878
