polyline_id,x,y,z,sequence_no
9,431099.3460850466,182202.30008038593,0,1
9,431123.59197966143,182177.9715318922,0,2
9,431153.04366450815,182145.8922702329,0,3
9,431183.35807511024,182113.81653744006,0,4
9,431217.1358966577,182078.42406121938,0,5
9,431263.04624432203,182028.64732818952,0,6
9,431296.8203748725,181994.3653820416,0,7
9,431337.53901024425,181949.00924562654,0,8
9,431347.07075795566,181937.94521482493,0,9
9,431385.1803148921,181898.12992864713,0,10
9,431430.21696070186,181851.68129535604,0,11
9,431452.73991715006,181827.34689820677,0,12
9,431478.72197092086,181800.80600096384,0,13
9,431485.65321172506,181793.062335653,0,14
9,431514.23194906395,181764.3115473583,0,15
9,431532.4205475918,181745.51101952972,0,16
9,431556.6691808782,181721.18383525015,0,17
9,431599.1068765633,181678.05635696455,0,18
9,431634.6179637908,181641.56245857108,0,19
9,431683.9925939499,181589.58174492515,0,20
9,431727.2987149677,181545.3482655656,0,21
9,431767.14167085406,181504.43164401298,0,22
9,431814.4026700402,181549.03030757094,0,23
9,431860.7960974635,181594.73594836268,0,24
9,431907.19348394976,181639.3316896372,0,25
10,431907.19348394976,181639.3316896372,0,1
10,431954.4528774037,181683.93120999789,0,2
10,432018.02303301514,181747.47068033638,0,3
10,432085.04223875585,181811.02473278876,0,4
10,432159.786698344,181883.49250119147,0,5
10,432171.81649925135,181894.64362159048,0,6
10,432363.29552403715,181685.15693338963,0,7
10,432506.91861042386,181536.76012596916,0,8
10,432600.6219958308,181446.4444554501,0,9
10,432622.26739204966,181426.88362307448,0,10
10,432635.2702334279,181411.3947531684,0,11
10,432641.35879941355,181399.20782932892,0,12
10,432643.9787104066,181391.44731539086,0,13
10,432646.9484389233,181299.31333858924,0,14
10,432646.98065848416,181291.54209946224,0,15
10,432648.0181457322,181249.35895195362,0,16
10,432649.9550531619,181198.29797201735,0,17
10,432656.48578874406,181079.53412034133,0,18
10,432660.25389752164,181002.9462692482,0,19
11,432660.25389752164,181002.9462692482,0,1
11,432664.9491612191,180910.8195517233,0,2
11,432667.94229656586,180813.13482483805,0,3
11,432670.7650803879,180756.52661185767,0,4
11,432670.78810952767,180750.97573496756,0,5
11,432673.5925075759,180698.8082333197,0,6
11,432678.1544816742,180638.87667383824,0,7
11,432682.70730658044,180581.16547638408,0,8
11,432686.47126036277,180505.68791547263,0,9
11,432690.2260634774,180432.4307205015,0,10
11,432692.1173149484,180392.4716062291,0,11
11,432693.0675559878,180371.38187664893,0,12
11,432693.96249528206,180363.61423851986,0,13
11,432695.9090885838,180310.33304384435,0,14
11,432698.7091760399,180259.27578690156,0,15
11,432699.6087423042,180250.39797789557,0,16
11,432703.30383843376,180191.57309700304,0,17
11,432831.8179099733,180198.7689671237,0,18
12,432831.8179099733,180198.7689671237,0,1
12,432947.4006137173,180203.692439469,0,2
12,432975.8649204344,180204.92176647022,0,3
12,433083.68319809,180209.81473241997,0,4
12,433094.03553744464,180209.8582281852,0,5
12,433201.85368084937,180214.75281200174,0,6
12,433315.7011606653,180221.89476290898,0,7
12,433358.8264364278,180224.2977025885,0,8
12,433385.5605179177,180226.63137555143,0,9
12,433447.65556043363,180231.33562855818,0,10
12,433561.5025924842,180238.48113306778,0,11
13,433561.5025924842,180238.48113306778,0,1
13,433627.9156392041,180242.0950174834,0,2
13,433665.0018782233,180244.4738503098,0,3
13,433739.1790474009,180248.12186671887,0,4
13,433806.45939361607,180250.630779574,0,5
13,433846.13361272775,180253.02157561164,0,6
13,433928.0748330825,180256.7047435106,0,7
13,433959.9895685879,180257.95249465626,0,8
13,433985.85588592786,180261.39465867777,0,9
13,434009.11973164656,180268.15625020897,0,10
13,434047.89271962544,180279.4257224108,0,11
13,434093.576698257,180288.50491420794,0,12
13,434140.9763176683,180299.81219707712,0,13
13,434191.81689750846,180313.3550929408,0,14
13,434227.14832529787,180322.39012155408,0,15
13,434236.628181451,180324.6517162648,0,16
13,434259.89162773965,180331.41404968716,0,17
13,434319.329575489,180351.6563429518,0,18
13,434364.97891731665,180368.50832324955,0,19
13,434403.7363586517,180383.1100700052,0,20
13,434424.41146480484,180389.86158482687,0,21
13,434511.40057262033,180422.43795555242,0,22
13,434524.32604666275,180425.8251930889,0,23
13,434534.67323368415,180426.98075585187,0,24
13,434582.6469891573,180444.73235435554,0,25
13,434755.98633120157,180556.18189299488,0,26
14,434755.98633120157,180556.18189299488,0,1
14,434875.1160077459,180615.88197242454,0,2
14,434940.2610244445,180651.6969970359,0,3
14,434967.29587279307,180663.5850666079,0,4
14,434989.34456913726,180671.56538939913,0,5
14,435014.30448976276,180684.443578816,0,6
14,435024.34458017955,180696.36732033282,0,7
14,435020.6065385161,180780.39252060073,0,8
14,435010.21482849505,180983.4012095297,0,9
14,434997.83660520276,181206.49576136313,0,10
15,432841.3766208235,179561.5586282201,0,1
15,432851.8070376466,179336.23341531013,0,2
15,432852.8180080953,179300.71154202532,0,3
15,432850.308338805,179281.8278404141,0,4
15,432826.5618232308,179182.92192122628,0,5
15,432820.6054390871,179162.9136815245,0,6
15,432817.20508116874,179150.68742524352,0,7
15,432816.37002252514,179144.02280729852,0,8
15,432801.84554650815,179109.54642497635,0,9
15,432772.883974059,179019.5005163692,0,10
15,432733.5861631212,178924.97102050466,0,11
15,432700.2766252978,178842.67868298732,0,12
15,432689.1425747986,178822.64906993366,0,13
15,432648.8510581397,178759.2012085157,0,14
15,432637.7075574729,178741.39201140945,0,15
15,432601.66978711396,178692.39448262163,0,16
15,432592.1645336477,178695.6857122233,0,17
15,432570.661870453,178678.9439461746,0,18
15,432545.6938970297,178665.51848597237,0,19
15,432524.1589653227,178656.5480327499,0,20
15,432496.56102205196,178653.10356414967,0,21
15,432472.40536521125,178651.8937585164,0,22
15,432430.0975260235,178658.38058895528,0,23
15,432405.9053379905,178666.05234177952,0,24
15,432321.22621988575,178694.56931725933,0,25
15,432299.62738267693,178701.14184984675,0,26
15,432286.66627756186,178705.52946569675,0,27
15,432284.09589878004,178701.07817769828,0,28
15,432176.9470376759,178738.38614715848,0,29
15,432145.84344080614,178748.25084480632,0,30
15,432124.24942633556,178753.7136894855,0,31
15,432090.58001087577,178758.01720029322,0,32
15,432048.30468216864,178756.73489459755,0,33
15,432022.43711132853,178752.18893795845,0,34
15,432006.0654281935,178746.57145716183,0,35
15,431971.6143035776,178730.88891399372,0,36
15,431937.1945506608,178707.43533387128,0,37
15,431845.2366122047,178616.0276242714,0,38
15,431728.3558764144,178498.98628427566,0,39
15,431643.27837176045,178412.049466219,0,40
15,431582.2623025856,178349.63413416207,0,41
15,431488.6057358967,178249.3424056867,0,42
15,431381.17985026375,178139.0052879853,0,43
15,431310.70266570593,178067.67295059905,0,44
15,431303.8256983479,178060.98450537483,0,45
15,431283.1991347433,178039.80903826017,0,46
15,431274.6050677327,178030.8934292368,0,47
15,431193.81021361216,177949.52954232047,0,48
15,431184.35300299246,177940.61061684688,0,49
15,431159.424245953,177916.08789794025,0,50
15,431151.6884604365,177908.286007077,0,51
15,430957.43895181164,177709.9073625245,0,52
15,430717.62727248477,177463.61796343504,0,53
15,430649.7183849385,177394.52209351488,0,54
15,430225.03438448976,176965.46103604845,0,55
15,430066.8219983945,176810.54041969616,0,56
15,430037.5665906315,176787.1150213282,0,57
15,429991.94221415184,176755.85613715806,0,58
15,429929.0643752788,176722.31160031937,0,59
15,429883.39708685176,176702.1550001578,0,60
15,429650.72498659685,176605.80040368682,0,61
15,429544.7272975742,176562.105180497,0,62
15,429523.1915325499,176550.92265131124,0,63
15,429480.14058816864,176523.00694661203,0,64
15,429436.2345320947,176492.86792514633,0,65
15,429387.2033356871,176448.2776939575,0,66
15,429375.1653657226,176436.02082451418,0,67
15,429352.7907207613,176418.1745597038,0,68
15,429096.4119380413,176192.96737426132,0,69
15,429041.37588579615,176137.2553818144,0,70
15,429004.43653884163,176089.38162910278,0,71
15,428976.14458697796,176037.09913739905,0,72
15,428968.4333580228,176021.52828334147,0,73
15,428955.64107517403,175979.29447992137,0,74
15,428947.1114500872,175951.50867953064,0,75
15,428940.36109891644,175909.29710748163,0,76
15,428919.00302892603,175378.55384819466,0,77
15,428909.87411000824,175278.60445850008,0,78
15,428900.5617368864,175228.61236360756,0,79
15,428885.24314369046,175168.60668358966,0,80
15,428858.779258637,175087.4668786393,0,81
15,428838.26423933095,175031.88298896875,0,82
15,428800.60933544225,174941.82106342164,0,83
15,428731.1861688927,174803.9059304587,0,84
15,428701.15710029495,174752.72846375272,0,85
15,428609.1998713723,174638.04611492346,0,86
15,428596.31474355486,174620.2365592134,0,87
15,428476.8445277033,174473.26097672715,0,88
15,428434.70990858646,174426.48154266443,0,89
15,428359.83602252166,174360.71151310758,0,90
15,428151.6344385186,174156.80338062227,0,91
15,428075.0605274256,174082.14866543128,0,92
15,427880.68982492446,173869.41578828805,0,93
15,427835.9268751921,173831.5117282772,0,94
15,427797.175957152,173802.51050191678,0,95
15,427625.65959319775,173716.42426628873,0,96
15,427452.31212625105,173659.19986581654,0,97
15,427079.8099005268,173514.6992395469,0,98
16,427079.8099005268,173514.6992395469,0,1
16,426761.61188945797,173393.7140721608,0,2
16,426538.26456784405,173308.5860218435,0,3
16,426427.87684280484,173268.24903322713,0,4
16,426265.7432927114,173208.8681216059,0,5
16,425762.9545443225,173020.70040057416,0,6
16,425725.0084146985,173006.14428024366,0,7
16,425460.2271620707,172909.81013903866,0,8
16,425421.398545844,172900.80347794548,0,9
16,425392.05042352335,172897.37838205145,0,10
16,425322.09655001684,172900.48385927285,0,11
16,425157.95088265644,172925.49213868708,0,12
16,425112.1645388633,172932.00715091868,0,13
16,425084.53278894094,172931.9191719127,0,14
16,425042.2498857956,172922.9033873538,0,15
16,424904.3540253372,172839.20393109883,0,16
16,424857.8369234763,172803.53174104367,0,17
16,424820.8040299705,172772.33035715565,0,18
16,424795.00698894385,172737.83398196968,0,19
16,424777.8414042437,172704.47498808897,0,20
16,424762.4341006092,172661.13005342023,0,21
16,424757.3261872411,172637.80050047318,0,22
16,424753.0817701776,172614.47366366585,0,23
16,424748.85126893694,172586.7062065188,0,24
16,424747.21830661927,172556.72657395084,0,25
16,424748.1933669842,172521.20429740843,0,26
16,424746.58129688184,172484.5637355666,0,27
16,424752.7132309506,172456.8288218707,0,28
16,424763.1699184857,172426.8871657272,0,29
16,424773.6266847761,172396.9455256919,0,30
16,424784.1219220753,172354.79219291857,0,31
16,424861.52801378246,172180.73985161548,0,32
16,424907.57805837184,172092.07195085048,0,33
16,424942.34972752567,172020.0211259928,0,34
16,424990.0936232252,171942.46074848773,0,35
16,425128.8004838702,171776.37688539384,0,36
16,425151.36790433474,171740.92357430595,0,37
16,425181.77199192444,171685.5123933463,0,38
16,425207.0443878918,171614.54262436018,0,39
16,425212.43211571104,171550.17031892503,0,40
16,425207.4312749201,171493.53595436565,0,41
16,425199.8251984909,171441.33392957554,0,42
16,425180.1490356017,171382.432378414,0,43
16,425162.9962623361,171344.63204848714,0,44
16,425033.1078681908,171178.8042268247,0,45
16,424947.9368336427,171073.0687840918,0,46
16,424916.1519897608,171018.57030051376,0,47
16,424716.60763528274,170476.1832554707,0,48
16,424463.9367774563,169785.98587595636,0,49
16,424435.6159205275,169725.9494789437,0,50
16,424360.82848874124,169606.9311037171,0,51
16,424318.63988404715,169561.28439066204,0,52
16,424251.41573340405,169510.01008896786,0,53
16,424180.71138997446,169466.49680463225,0,54
16,424120.32524930796,169438.55792579116,0,55
16,424062.49982966384,169420.61874724992,0,56
16,424008.1127649669,169408.2412506192,0,57
16,423957.1675588804,169400.31521660966,0,58
16,423899.30111903214,169395.6990078263,0,59
16,423844.869993037,169397.75455720784,0,60
16,423772.2807030514,169405.30651434363,0,61
16,423677.21740210016,169417.23226360994,0,62
16,423586.4770917526,169428.0619287355,0,63
16,423513.8949553355,169433.39596897093,0,64
16,423444.7717187951,169437.63080139272,0,65
16,423376.52888649836,169436.3180603807,0,66
16,423305.70424979343,169431.667806501,0,67
16,423239.21199768275,169422.59032387647,0,68
16,423164.9577394261,169409.04996817163,0,69
16,423078.63815307297,169385.48357741124,0,70
16,422986.30646389636,169349.6888771665,0,71
16,422915.5679258495,169315.06813519154,0,72
16,422835.35488409514,169270.42917879493,0,73
16,422753.42915354355,169220.2353194427,0,74
16,422687.91975565645,169168.97937319445,0,75
16,422578.48040346504,169072.0816720518,0,76
16,422532.83246715396,169023.10423782727,0,77
16,422465.6901759142,168937.4306663193,0,78
16,422442.4746386233,168898.50910996238,0,79
16,422298.0242123411,168653.86516222302,0,80
16,422067.58533699374,168259.1121442084,0,81
16,422054.687359738,168236.87298714605,0,82
16,421898.1932753159,167964.4493181206,0,83
16,421820.80160736793,167829.9063209,0,84
16,421734.81557345827,167677.57800802885,0,85
16,421687.4993992701,167601.9574158779,0,86
16,421635.8618929608,167526.32526962375,0,87
16,421607.4535428323,167487.39208352982,0,88
16,421578.17778182734,167449.56678300054,0,89
16,421514.4347536177,167376.12266237548,0,90
16,421444.64177425427,167302.662623492,0,91
16,421408.44260134886,167268.14960864795,0,92
16,421298.9580740702,167172.3802442232,0,93
16,421263.5978521578,167146.75137989753,0,94
16,421195.4631479441,167097.72138174868,0,95
16,421129.04100277036,167054.24731954574,0,96
16,420920.2350820607,166934.9047246338,0,97
16,420769.2778740038,166832.372043203,0,98
16,420689.0769115274,166768.88276633839,0,99
16,420583.89760500845,166673.13477143034,0,100
16,420519.257517802,166606.35742180646,0,101
16,420438.25707535975,166516.22508577062,0,102
16,420277.2403879696,166287.11898381374,0,103
16,420125.72385140514,166056.93039548013,0,104
16,420023.28436767135,165896.80852590638,0,105
16,419904.45859432814,165721.10464711557,0,106
16,419591.9039598588,165245.17987592285,0,107
16,419442.05686794507,165022.78023114207,0,108
17,419442.05686794507,165022.78023114207,0,1
17,419281.0158656399,164779.26346997116,0,2
17,418958.8959533625,164295.57062512866,0,3
17,418859.87290900154,164133.25254854676,0,4
17,418833.19134339347,164084.34257250064,0,5
17,418814.2658264101,164045.4424580199,0,6
17,418788.4692941594,163987.6536196333,0,7
17,418767.8434114615,163936.53801924823,0,8
17,418732.62645079417,163840.98217099733,0,9
17,418716.3196542224,163790.98711870876,0,10
17,418699.17708470044,163728.7785731414,0,11
17,418686.3383785487,163674.35125062335,0,12
17,418670.95323124266,163599.9353962338,0,13
17,418658.161358296,163525.5257155956,0,14
17,418646.33081628056,163410.04314602868,0,15
17,418626.40462208755,163061.41217014252,0,16
17,418619.715882023,162964.814266708,0,17
17,418613.80517044995,162904.8528122533,0,18
17,418605.29010798904,162849.32578660332,0,19
17,418596.7696925792,162796.01904228944,0,20
17,418585.6527212828,162743.8163378487,0,21
17,418566.7984695505,162672.72309703665,0,22
17,418529.8910219853,162557.18198234195,0,23
17,418504.0979027396,162494.9537405503,0,24
17,418476.5724914483,162433.83167532482,0,25
17,418430.08399384335,162347.13225005282,0,26
17,418393.0488338465,162284.8781629421,0,27
17,418358.5864280122,162231.51134113298,0,28
17,418313.7681176706,162169.2395464595,0,29
17,418269.7932209694,162115.85106426248,0,30
17,418197.352292738,162032.42346662947,0,31
17,418137.819040101,161975.6694781591,0,32
17,418117.9693360631,161958.97184472496,0,33
17,418036.84281323175,161891.06773399675,0,34
17,417989.36265022744,161856.5451620257,0,35
17,417897.8397939539,161796.38976706762,0,36
17,417820.11344945565,161752.91861596983,0,37
17,417721.6404093737,161706.0712258768,0,38
17,417684.49218522053,161690.4460160059,0,39
17,417616.23352147156,161665.87040880424,0,40
17,417579.0774838118,161653.57608664164,0,41
17,417560.93302065344,161646.87488804848,0,42
17,417462.41046516696,161621.12321269038,0,43
17,417415.73702219705,161611.02888465772,0,44
17,417375.97399704,161604.28044720244,0,45
17,417288.66027067346,161592.98738505904,0,46
17,417194.4139041322,161588.34099801516,0,47
17,417111.3969562705,161589.2707462349,0,48
17,417020.5806633845,161597.9554941971,0,49
17,416980.7861949606,161605.6407393385,0,50
17,416938.3976082372,161613.3206183569,0,51
17,416749.7941485405,161656.21345672748,0,52
17,416667.6169204998,161669.36114116188,0,53
17,416582.85745475494,161676.95357908148,0,54
17,416510.2182246089,161677.91145498966,0,55
17,416437.58594837086,161675.53960778457,0,56
17,416368.42404139775,161667.62494772373,0,57
17,416300.99832816585,161656.3840733679,0,58
17,416236.1757429333,161640.70858849637,0,59
17,416185.18404141633,161627.2822527986,0,60
17,416110.871590808,161600.48699681333,0,61
17,416070.26301681437,161583.75219829354,0,62
17,415906.124358711,161503.49005135507,0,63
17,415884.5280943273,161492.34521862052,0,64
17,415453.4526096535,161270.57285144067,0,65
17,415392.12106603396,161236.0388775985,0,66
17,415307.4852062693,161178.14735187747,0,67
17,415262.5917783909,161139.20575010046,0,68
17,415207.3546635021,161082.48233919268,0,69
18,415207.3546635021,161082.48233919268,0,1
18,415187.5093374599,161059.13133267564,0,2
18,415159.9084488847,161021.33374688594,0,3
18,415140.936144158,160993.5440045057,0,4
18,415118.52787881263,160953.5362638374,0,5
18,415102.15605775965,160922.4212005093,0,6
18,415088.3785407006,160891.31113131132,0,7
18,415068.59170912165,160836.8768252949,0,8
18,415057.4253092603,160796.89073839926,0,9
18,415047.1384322655,160749.1354186334,0,10
18,415039.4522698339,160698.05467373322,0,11
18,415036.08808201493,160648.09230473585,0,12
18,415039.8688738031,160479.35941138712,0,13
18,415038.22374113335,160434.95099997014,0,14
18,415033.99667430506,160383.87688572996,0,15
18,415028.8729818012,160349.45304763803,0,16
18,415019.4459908652,160303.91971233074,0,17
18,415009.99567489186,160270.59779480734,0,18
18,414994.5142902829,160225.05298979572,0,19
18,414973.84760211734,160177.27812179743,0,20
18,414941.96224350017,160116.1605011875,0,21
18,414920.40277690045,160082.81579888237,0,22
18,414896.2463232346,160050.5763890797,0,23
18,414863.45941240736,160008.32962693291,0,24
18,414835.83868004486,159978.30414878795,0,25
18,414773.66685659456,159923.7911718413,0,26
18,414726.16059846064,159889.28837945955,0,27
18,414670.86754015,159855.88153441355,0,28
18,414619.01728393533,159831.3624958577,0,29
18,414547.28149840666,159802.3666165521,0,30
18,414500.6037967613,159786.7389326901,0,31
18,414401.1932913207,159755.47334922798,0,32
18,414388.2253264496,159752.11931753784,0,33
18,414319.06266164355,159734.2315086304,0,34
18,414215.32607307204,159702.96042724373,0,35
18,414161.73554958694,159682.88179051445,0,36
18,414075.30847874226,159644.98284033273,0,37
18,414008.7685627009,159610.4504874844,0,38
18,413943.96777768864,159570.37112239085,0,39
18,413887.819842492,159528.08724901488,0,40
18,413816.12912762526,159470.23475918933,0,41
18,413793.6710183534,159452.43342810433,0,42
18,413784.1679893834,159445.75605806924,0,43
18,413724.56999262405,159396.8065637778,0,44
18,413658.0667761808,159338.96454772475,0,45
18,413587.2567491788,159270.0144015993,0,46
18,413548.4046344975,159227.76275590027,0,47
18,413495.750081454,159163.28513518116,0,48
18,413444.830352707,159095.48044481454,0,49
18,413414.6323977877,159049.9138310266,0,50
18,413383.5803647583,158997.68512216318,0,51
18,413344.7745935787,158926.57126160973,0,52
18,413317.1854838066,158872.12842672222,0,53
18,413291.32980607054,158815.46835755627,0,54
18,413280.9904179735,158791.02815657857,0,55
18,413197.40793816623,158595.50563662223,0,56
18,413187.9311807271,158572.17713860716,0,57
18,413139.67962543253,158456.6435208158,0,58
18,412941.4666442106,157995.61389870814,0,59
18,412800.98330798204,157666.78791870325,0,60
18,412793.22739778575,157647.9032322706,0,61
18,412714.78140298516,157471.26677022775,0,62
18,412682.8764858,157404.6080247649,0,63
18,412624.2083696703,157301.27250942096,0,64
18,412599.19004538906,157255.71748791498,0,65
18,412541.33030087483,157186.7977413319,0,66
18,412508.4995239884,157156.77234639192,0,67
19,412508.4995239884,157156.77234639192,0,1
19,411633.14305176504,156400.551377647,0,2
19,411054.94657148665,155905.7172797763,0,3
19,410869.1101100214,155748.93248395363,0,4
19,410660.7945500155,155571.02948565743,0,5
19,410574.3517376116,155498.755554927,0,6
19,410500.01127652073,155435.3796108618,0,7
19,410237.2190019202,155209.68060822735,0,8
19,410140.40015880903,155124.0766325666,0,9
19,410064.3472432938,155040.72052313725,0,10
19,409949.4154694712,154902.92033500993,0,11
19,409026.40010626253,153760.61238319383,0,12
19,408868.2085125925,153571.71375902477,0,13
19,408810.30403339415,153489.50052046092,0,14
19,408785.23185051495,153461.71974947155,0,15
19,408780.9086597031,153457.27448735433,0,16
19,408710.89089090895,153368.3878630732,0,17
19,408584.73365932505,153160.65852636553,0,18
19,408542.39561750315,153087.34515811355,0,19
19,408459.45447924384,152935.17042889207,0,20
19,408411.94709655014,152836.319668495,0,21
19,408313.51727985195,152589.77053313953,0,22
19,408256.55948524864,152417.64345678317,0,23
