trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,line_id,opp_line,route_id,shape_id,service_id,generic_line,direction,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,route_type,type,type_int,capacity,length,platform_no,geometry,x,y,proj_on_line,block_id,station_no
T1273,16:16:00,16:16:00,S120,7,,0,0,C_1,C_2,10222,L51,1,C,1,11966,GERMANTOWN MARC wb,,39.172523,-77.269566,,,,,0,2,HR,1,1920,142,C7_1,POINT (376706.1716251122 167192.7836865127),376706.17162511224,167192.78368651273,"(376729.99418046884, 167183.49911715483)",124,C7
T1273,16:26:00,16:26:00,S122,8,,1,0,C_1,C_2,10222,L51,1,C,1,11968,BARNESVILLE MARC wb,,39.209542,-77.382234,,,,,0,2,HR,1,1920,142,C8_1,POINT (366987.5223671285 171337.1779606781),366987.5223671285,171337.17796067812,"(367006.90938670526, 171346.86628416448)",125,C8
T1273,16:37:00,16:37:00,S124,9,,1,0,C_1,C_2,10222,L51,1,C,1,11970,POINT OF ROCKS MARC wb,,39.273493,-77.53336999999998,,,,,0,2,HR,1,1920,142,C9_1,POINT (353975.9384763497 178502.151667154),353975.9384763497,178502.15166715396,"(353998.196416853, 178471.7132743393)",126,C9
T1273,16:51:00,16:51:00,S125,10,,0,0,C_1,C_2,10222,L51,1,C,1,11973,BRUNSWICK MD MARC wb,,39.311949,-77.627027,,,,,0,2,HR,1,1920,142,C10_1,POINT (345923.7942531794 182822.7398407495),345923.7942531794,182822.7398407495,"(345910.55439879594, 182816.2805125533)",127,C10
T1273,17:10:00,17:10:00,S126,11,,0,0,C_1,C_2,10222,L51,1,C,1,11974,HARPERS FERRY W VA MARC wb,,39.324586,-77.730548,,,,,0,2,HR,1,1920,142,C11_1,POINT (337007.3167860184 184292.030114657),337007.3167860184,184292.03011465704,"(337013.1214393992, 184284.65614090202)",128,C11
T1273,17:25:00,17:25:00,S127,12,,0,0,C_1,C_2,10222,L51,1,C,1,11975,DUFFIELFS W VA MARC wb,,39.362352,-77.82666,,,,,0,2,HR,1,1920,142,C12_1,POINT (328758.0845816873 188555.3295575604),328758.08458168735,188555.32955756038,"(328729.70553147676, 188543.1517580024)",129,C12
T1273,17:30:00,17:30:00,S94,13,,0,0,C_1,C_2,10222,L51,1,C,1,11940,MARTINSBURG W VA MARC,,39.461113,-77.96165500000002,,,,,0,2,HR,1,1920,142,C13_1,POINT (317240.0601073015 199633.381007222),317240.06010730145,199633.38100722202,"(317239.4623884213, 199633.83142668864)",130,C13
T1262, 5:25:00, 5:25:00,S94,1,,0,0,C_2,C_1,10222,L40,1,C,2,11940,MARTINSBURG W VA MARC,,39.461113,-77.96165500000002,,,,,0,2,HR,1,1920,142,C13_2,POINT (317240.0601073015 199633.381007222),317240.06010730145,199633.38100722202,"(317239.4623884213, 199633.83142668864)",91,C13
T1262, 5:41:00, 5:41:00,S127,2,,0,0,C_2,C_1,10222,L40,1,C,2,11975,DUFFIELFS W VA MARC wb,,39.362352,-77.82666,,,,,0,2,HR,1,1920,142,C12_2,POINT (328758.0845816873 188555.3295575604),328758.08458168735,188555.32955756038,"(328729.70553147676, 188543.1517580024)",92,C12
T1262, 5:50:00, 5:50:00,S126,3,,0,0,C_2,C_1,10222,L40,1,C,2,11974,HARPERS FERRY W VA MARC wb,,39.324586,-77.730548,,,,,0,2,HR,1,1920,142,C11_2,POINT (337007.3167860184 184292.030114657),337007.3167860184,184292.03011465704,"(337013.1214393992, 184284.65614090202)",93,C11
T1262, 6:05:00, 6:05:00,S125,4,,0,0,C_2,C_1,10222,L40,1,C,2,11973,BRUNSWICK MD MARC wb,,39.311949,-77.627027,,,,,0,2,HR,1,1920,142,C10_2,POINT (345923.7942531794 182822.7398407495),345923.7942531794,182822.7398407495,"(345910.55439879594, 182816.2805125533)",94,C10
T1262, 6:15:00, 6:15:00,S124,5,,0,0,C_2,C_1,10222,L40,1,C,2,11970,POINT OF ROCKS MARC wb,,39.273493,-77.53336999999998,,,,,0,2,HR,1,1920,142,C9_2,POINT (353975.9384763497 178502.151667154),353975.9384763497,178502.15166715396,"(353998.196416853, 178471.7132743393)",95,C9
T1262, 6:25:00, 6:25:00,S122,6,,0,0,C_2,C_1,10222,L40,1,C,2,11968,BARNESVILLE MARC wb,,39.209542,-77.382234,,,,,0,2,HR,1,1920,142,C8_2,POINT (366987.5223671285 171337.1779606781),366987.5223671285,171337.17796067812,"(367006.90938670526, 171346.86628416448)",96,C8
T1262, 6:35:00, 6:35:00,S120,7,,0,0,C_2,C_1,10222,L40,1,C,2,11966,GERMANTOWN MARC wb,,39.172523,-77.269566,,,,,0,2,HR,1,1920,142,C7_2,POINT (376706.1716251122 167192.7836865127),376706.17162511224,167192.78368651273,"(376729.99418046884, 167183.49911715483)",97,C7
T1262, 6:41:00, 6:41:00,S119,8,,0,0,C_2,C_1,10222,L40,1,C,2,11965,METROPOLITAN GROVE MARC wb,,39.149791,-77.22711,,,,,0,2,HR,1,1920,142,C6_2,POINT (380368.6073614568 164659.2327034266),380368.60736145684,164659.23270342656,"(380380.69486245397, 164653.54090755153)",98,C6
T1262, 6:47:00, 6:47:00,S118,9,,0,0,C_2,C_1,10222,L40,1,C,2,11964,GAITHERSBURG MARC wb,,39.141532,-77.193339,,,,,0,2,HR,1,1920,142,C5_2,POINT (383285.8266703686 163735.6483473285),383285.8266703686,163735.6483473285,"(383272.7769621756, 163737.67424900783)",99,C5
T1262, 6:55:00, 6:55:00,S116,10,,0,0,C_2,C_1,10222,L40,1,C,2,11962,ROCKVILLE MARC wb,,39.085198,-77.14699300000002,,,,,0,2,HR,1,1920,142,C4_2,POINT (387282.3684889557 157474.379706794),387282.36848895566,157474.37970679405,"(387273.1381947407, 157491.26846343192)",100,C4
T1262, 7:02:00, 7:02:00,S114,11,,0,0,C_2,C_1,10222,L40,1,C,2,11960,KENSINGTON MARC wb,,39.027125,-77.072188,,,,,0,2,HR,1,1920,142,C3_2,POINT (393749.2939112979 151019.8390828975),393749.2939112979,151019.8390828975,"(393767.2970352123, 151010.38894481777)",101,C3
T1262, 7:13:00, 7:13:00,S113,12,,0,0,C_2,C_1,10222,L40,1,C,2,11959,SILVER SPRING MARC wb,,38.994459,-77.030698,,,,,0,2,HR,1,1920,142,C2_2,POINT (397340.6629984517 147391.54814814),397340.66299845173,147391.54814814005,"(397280.7012667595, 147349.4957311917)",102,C2
T1262, 7:35:00, 7:35:00,S105,13,,0,0,C_2,C_1,10222,L40,1,C,2,11958,UNION STATION MARC Washington,,38.899035999999995,-77.006795,,,,,0,2,HR,1,1920,142,C1_2,POINT (399410.5674744107 136798.3116031561),399410.5674744107,136798.31160315612,"(399421.4972030664, 136796.3126532078)",103,C1/D1/F1
T1311,21:00:00,21:00:00,S105,1,,0,0,D_1,D_2,10223,L89,1,D,1,11958,UNION STATION MARC Washington,,38.899035999999995,-77.006795,,,,,0,2,HR,1,1920,142,D1_1,POINT (399410.5674744107 136798.3116031561),399410.5674744107,136798.31160315612,"(399421.4972030664, 136796.3126532078)",144,C1/D1/F1
T1311,21:11:00,21:11:00,S142,2,,0,0,D_1,D_2,10223,L89,1,D,1,11989,NEW CARROLLTON MARC nb,,38.946969,-76.873141,,,,,0,2,HR,1,1920,142,D2_1,POINT (410996.9908223976 142126.9003815234),410996.99082239764,142126.9003815234,"(410703.6194428319, 141823.55441286037)",145,D2
T1311,21:15:00,21:15:00,S143,3,,0,0,D_1,D_2,10223,L89,1,D,1,11990,SEABROOK MARC nb,,38.973444,-76.842772,,,,,0,2,HR,1,1920,142,D3_1,POINT (413624.5156757485 145069.9628532581),413624.51567574847,145069.96285325813,"(413594.396944669, 145048.37514899435)",146,D3
T1311,21:21:00,21:21:00,S144,4,,0,0,D_1,D_2,10223,L89,1,D,1,11991,BOWIE STATE MARC nb,,39.020792,-76.762049,,,,,0,2,HR,1,1920,142,D4_1,POINT (420605.8142658772 150341.1920255015),420605.81426587724,150341.1920255015,"(420596.2344269086, 150328.73382413946)",147,D4
T1311,21:28:00,21:28:00,S145,5,,0,0,D_1,D_2,10223,L89,1,D,1,11992,ODENTON MARC nb,,39.086859999999994,-76.706099,,,,,0,2,HR,1,1920,142,D5_1,POINT (425427.2820007809 157689.5744431393),425427.28200078086,157689.5744431393,"(425311.9326374594, 157480.49972842218)",148,D5
T1311,21:37:00,21:37:00,S146,6,,0,0,D_1,D_2,10223,L89,1,D,1,11993,BWI RAIL STATION MARC nb,,39.192327,-76.69456,,,,,0,2,HR,1,1920,142,D6_1,POINT (426386.4176782456 169401.0750681441),426386.4176782456,169401.0750681441,"(426341.98049903, 169514.4957877349)",149,D6
T1311,21:42:00,21:42:00,S147,7,,0,0,D_1,D_2,10223,L89,1,D,1,11994,HALETHORPE MARC nb,,39.23878,-76.69119599999998,,,,,0,2,HR,1,1920,142,D7_1,POINT (426659.5817742333 174559.0485796103),426659.58177423326,174559.0485796103,"(426662.72350684105, 174549.06764816836)",150,D7
T1311,21:49:00,21:49:00,S148,8,,0,0,D_1,D_2,10223,L89,1,D,1,11995,WEST BALTIMORE MARC nb,,39.293344,-76.653102,,,,,0,2,HR,1,1920,142,D8_1,POINT (429925.2687219129 180628.3785092468),429925.2687219129,180628.37850924683,"(429901.3815002631, 180603.41945992532)",151,D8
T1311,22:00:00,22:00:00,S149,9,,0,0,D_1,D_2,10223,L89,1,D,1,12002,PENN STATION MARC nb,,39.307177,-76.615903,,,,,0,2,HR,1,1920,142,D9_1,POINT (433127.7729884011 182176.9344586478),433127.77298840106,182176.93445864777,"(433157.98801563354, 182231.79446523223)",152,D9
T1311,22:12:00,22:12:00,S150,10,,0,0,D_1,D_2,10223,L89,1,D,1,12003,MARTIN AIRPORT MARC nb,,39.338324,-76.41930699999998,,,,,0,2,HR,1,1920,142,D10_1,POINT (450061.6883893152 185724.388178908),450061.68838931515,185724.388178908,"(450214.3464045383, 185809.29357111096)",153,D10
T1311,22:27:00,22:27:00,S151,11,,0,0,D_1,D_2,10223,L89,1,D,1,12004,EDGEWOOD MARC nb,,39.415966999999995,-76.292139,,,,,0,2,HR,1,1920,142,D11_1,POINT (460957.8334027427 194421.5349595272),460957.83340274275,194421.53495952723,"(460958.44227624685, 194442.96772421923)",154,D11
T1311,22:38:00,22:38:00,S152,12,,0,0,D_1,D_2,10223,L89,1,D,1,12005,ABERDEEN MARC nb,,39.509146,-76.162588,,,,,0,2,HR,1,1920,142,D12_1,POINT (472019.0018339235 204860.6828061696),472019.0018339235,204860.68280616959,"(472029.257742231, 204849.0075995392)",155,D12
T1311,22:50:00,22:50:00,S139,13,,0,0,D_1,D_2,10223,L89,1,D,1,11976,PERRYVILLE MARC,,39.558089,-76.07318000000002,,,,,0,2,HR,1,1920,142,D13_1,POINT (479652.8372915553 210368.7190146802),479652.8372915553,210368.71901468016,"(479645.87086506374, 210377.64205573493)",156,D13
T1297, 5:45:00, 5:45:00,S139,1,,0,0,D_2,D_1,10223,L75,1,D,2,11976,PERRYVILLE MARC,,39.558089,-76.07318000000002,,,,,0,2,HR,1,1920,142,D13_2,POINT (479652.8372915553 210368.7190146802),479652.8372915553,210368.71901468016,"(479645.87086506374, 210377.64205573493)",131,D13
T1297, 5:53:00, 5:53:00,S152,2,,0,0,D_2,D_1,10223,L75,1,D,2,12005,ABERDEEN MARC nb,,39.509146,-76.162588,,,,,0,2,HR,1,1920,142,D12_2,POINT (472019.0018339235 204860.6828061696),472019.0018339235,204860.68280616959,"(472029.257742231, 204849.0075995392)",132,D12
T1297, 6:03:00, 6:03:00,S151,3,,0,0,D_2,D_1,10223,L75,1,D,2,12004,EDGEWOOD MARC nb,,39.415966999999995,-76.292139,,,,,0,2,HR,1,1920,142,D11_2,POINT (460957.8334027427 194421.5349595272),460957.83340274275,194421.53495952723,"(460958.44227624685, 194442.96772421923)",133,D11
T1297, 6:15:00, 6:15:00,S150,4,,0,0,D_2,D_1,10223,L75,1,D,2,12003,MARTIN AIRPORT MARC nb,,39.338324,-76.41930699999998,,,,,0,2,HR,1,1920,142,D10_2,POINT (450061.6883893152 185724.388178908),450061.68838931515,185724.388178908,"(450214.3464045383, 185809.29357111096)",134,D10
T1297, 6:30:00, 6:30:00,S149,5,,0,0,D_2,D_1,10223,L75,1,D,2,12002,PENN STATION MARC nb,,39.307177,-76.615903,,,,,0,2,HR,1,1920,142,D9_2,POINT (433127.7729884011 182176.9344586478),433127.77298840106,182176.93445864777,"(433157.98801563354, 182231.79446523223)",135,D9
T1297, 6:39:00, 6:39:00,S148,6,,0,0,D_2,D_1,10223,L75,1,D,2,11995,WEST BALTIMORE MARC nb,,39.293344,-76.653102,,,,,0,2,HR,1,1920,142,D8_2,POINT (429925.2687219129 180628.3785092468),429925.2687219129,180628.37850924683,"(429901.3815002631, 180603.41945992532)",136,D8
T1297, 6:46:00, 6:46:00,S147,7,,0,0,D_2,D_1,10223,L75,1,D,2,11994,HALETHORPE MARC nb,,39.23878,-76.69119599999998,,,,,0,2,HR,1,1920,142,D7_2,POINT (426659.5817742333 174559.0485796103),426659.58177423326,174559.0485796103,"(426662.72350684105, 174549.06764816836)",137,D7
T1297, 6:54:00, 6:54:00,S146,8,,0,0,D_2,D_1,10223,L75,1,D,2,11993,BWI RAIL STATION MARC nb,,39.192327,-76.69456,,,,,0,2,HR,1,1920,142,D6_2,POINT (426386.4176782456 169401.0750681441),426386.4176782456,169401.0750681441,"(426341.98049903, 169514.4957877349)",138,D6
T1297, 7:02:00, 7:02:00,S145,9,,0,0,D_2,D_1,10223,L75,1,D,2,11992,ODENTON MARC nb,,39.086859999999994,-76.706099,,,,,0,2,HR,1,1920,142,D5_2,POINT (425427.2820007809 157689.5744431393),425427.28200078086,157689.5744431393,"(425311.9326374594, 157480.49972842218)",139,D5
T1297, 7:09:00, 7:09:00,S144,10,,0,0,D_2,D_1,10223,L75,1,D,2,11991,BOWIE STATE MARC nb,,39.020792,-76.762049,,,,,0,2,HR,1,1920,142,D4_2,POINT (420605.8142658772 150341.1920255015),420605.81426587724,150341.1920255015,"(420596.2344269086, 150328.73382413946)",140,D4
T1297, 7:17:00, 7:17:00,S143,11,,0,0,D_2,D_1,10223,L75,1,D,2,11990,SEABROOK MARC nb,,38.973444,-76.842772,,,,,0,2,HR,1,1920,142,D3_2,POINT (413624.5156757485 145069.9628532581),413624.51567574847,145069.96285325813,"(413594.396944669, 145048.37514899435)",141,D3
T1297, 7:21:00, 7:21:00,S142,12,,0,0,D_2,D_1,10223,L75,1,D,2,11989,NEW CARROLLTON MARC nb,,38.946969,-76.873141,,,,,0,2,HR,1,1920,142,D2_2,POINT (410996.9908223976 142126.9003815234),410996.99082239764,142126.9003815234,"(410703.6194428319, 141823.55441286037)",142,D2
T1297, 7:36:00, 7:36:00,S105,13,,0,0,D_2,D_1,10223,L75,1,D,2,11958,UNION STATION MARC Washington,,38.899035999999995,-77.006795,,,,,0,2,HR,1,1920,142,D1_2,POINT (399410.5674744107 136798.3116031561),399410.5674744107,136798.31160315612,"(399421.4972030664, 136796.3126532078)",143,C1/D1/F1
T1378,16:13:00,16:13:00,S105,1,,0,0,F_1,F_2,10224,L153,1,F,1,11958,UNION STATION MARC Washington,,38.899035999999995,-77.006795,,,,,0,2,HR,1,1920,142,F1_1,POINT (399410.5674744107 136798.3116031561),399410.5674744107,136798.31160315612,"(399412.56253614073, 136797.3123829343)",22,C1/D1/F1
T1378,16:24:00,16:24:00,S165,2,,0,0,F_1,F_2,10224,L153,1,F,1,12018,COLLEGE PARK MARC nb,,38.976141,-76.929389,,,,,0,2,HR,1,1920,142,F2_1,POINT (406118.5326118778 145359.9891687792),406118.53261187783,145359.98916877917,"(406088.16595408396, 145297.6893225198)",23,F2
T1378,16:32:00,16:32:00,S167,3,,0,0,F_1,F_2,10224,L153,1,F,1,12020,MUIRKIRK MARC nb,,39.062044,-76.884971,,,,,0,2,HR,1,1920,142,F3_1,POINT (409955.3908296323 154900.0415560343),409955.39082963235,154900.04155603432,"(409949.4154694712, 154902.92033500993)",24,F3
T1378,16:39:00,16:39:00,S168,4,,0,0,F_1,F_2,10224,L153,1,F,1,12021,LAUREL MARC nb,,39.101817,-76.842109,,,,,0,2,HR,1,1920,142,F4_1,POINT (413657.3195900083 159320.8681548828),413657.3195900083,159320.86815488283,"(413658.0667761808, 159338.96454772475)",25,F4
T1378,16:45:00,16:45:00,S169,5,,0,0,F_1,F_2,10224,L153,1,F,1,12023,SAVAGE MARC nb,,39.122855,-76.796351,,,,,0,2,HR,1,1920,142,F5_1,POINT (417610.0976794766 161664.1915149188),417610.0976794766,161664.19151491876,"(417616.23352147156, 161665.87040880424)",26,F5
T1378,16:57:00,16:57:00,S170,6,,0,0,F_1,F_2,10224,L153,1,F,1,12025,DORSEY MARC nb,,39.181267999999996,-76.745121,,,,,0,2,HR,1,1920,142,F6_1,POINT (422021.9832009469 168159.9589569569),422021.98320094694,168159.9589569569,"(422054.687359738, 168236.87298714605)",27,F6
T1378,17:25:00,17:25:00,S153,7,,0,0,F_1,F_2,10224,L153,1,F,1,12006,CAMDEN STATION MARC,,39.283877000000004,-76.619664,,,,,0,2,HR,1,1920,142,F7_1,POINT (432814.1715234702 179588.8669551825),432814.1715234702,179588.86695518252,"(432841.3766208235, 179561.5586282201)",28,F7
T1367, 7:10:00, 7:10:00,S153,1,,0,0,F_2,F_1,10224,L143,1,F,2,12006,CAMDEN STATION MARC,,39.283877000000004,-76.619664,,,,,0,2,HR,1,1920,142,F7_2,POINT (432814.1715234702 179588.8669551825),432814.1715234702,179588.86695518252,"(432841.3766208235, 179561.5586282201)",15,F7
T1367, 7:29:00, 7:29:00,S170,2,,0,0,F_2,F_1,10224,L143,1,F,2,12025,DORSEY MARC nb,,39.181267999999996,-76.745121,,,,,0,2,HR,1,1920,142,F6_2,POINT (422021.9832009469 168159.9589569569),422021.98320094694,168159.9589569569,"(422054.687359738, 168236.87298714605)",16,F6
T1367, 7:37:00, 7:37:00,S169,3,,0,0,F_2,F_1,10224,L143,1,F,2,12023,SAVAGE MARC nb,,39.122855,-76.796351,,,,,0,2,HR,1,1920,142,F5_2,POINT (417610.0976794766 161664.1915149188),417610.0976794766,161664.19151491876,"(417616.23352147156, 161665.87040880424)",17,F5
T1367, 7:44:00, 7:44:00,S168,4,,0,0,F_2,F_1,10224,L143,1,F,2,12021,LAUREL MARC nb,,39.101817,-76.842109,,,,,0,2,HR,1,1920,142,F4_2,POINT (413657.3195900083 159320.8681548828),413657.3195900083,159320.86815488283,"(413658.0667761808, 159338.96454772475)",18,F4
T1367, 7:49:00, 7:49:00,S167,5,,0,0,F_2,F_1,10224,L143,1,F,2,12020,MUIRKIRK MARC nb,,39.062044,-76.884971,,,,,0,2,HR,1,1920,142,F3_2,POINT (409955.3908296323 154900.0415560343),409955.39082963235,154900.04155603432,"(409949.4154694712, 154902.92033500993)",19,F3
T1367, 8:01:00, 8:01:00,S165,6,,0,0,F_2,F_1,10224,L143,1,F,2,12018,COLLEGE PARK MARC nb,,38.976141,-76.929389,,,,,0,2,HR,1,1920,142,F2_2,POINT (406118.5326118778 145359.9891687792),406118.53261187783,145359.98916877917,"(406088.16595408396, 145297.6893225198)",20,F2
T1367, 8:21:00, 8:21:00,S105,7,,0,0,F_2,F_1,10224,L143,1,F,2,11958,UNION STATION MARC Washington,,38.899035999999995,-77.006795,,,,,0,2,HR,1,1920,142,F1_2,POINT (399410.5674744107 136798.3116031561),399410.5674744107,136798.31160315612,"(399412.56253614073, 136797.3123829343)",21,C1/D1/F1
